owner_type,owner_id,fixture_name,fixture_type,fixture_patch,attribute,raw_value,value_type,fixture_id,reference_target,flags,source_path
cue,cue:0:0:patch666_main_sequences.xml:1,RSpiide3 5,6 SPIIDER 33CH Mode 3,,DIMMERBG,0,hard,5,,[],Cue/CueDatas/CueData
cue,cue:0:0:patch666_main_sequences.xml:1,RSpiide3 5,6 SPIIDER 33CH Mode 3,,FOREGROUNDSTROBE,0,hard,5,,[],Cue/CueDatas/CueData
cue,cue:0:0:patch666_main_sequences.xml:1,RSpiide3 5,6 SPIIDER 33CH Mode 3,,BACKGROUNDSTROBE,0,hard,5,,[],Cue/CueDatas/CueData
cue,cue:0:0:patch666_main_sequences.xml:1,RSpiide3 5,6 SPIIDER 33CH Mode 3,,PAN,0.0041199359,hard,5,,[],Cue/CueDatas/CueData
cue,cue:0:0:patch666_main_sequences.xml:1,RSpiide3 5,6 SPIIDER 33CH Mode 3,,TILT,0.002059968,hard,5,,[],Cue/CueDatas/CueData
cue,cue:0:0:patch666_main_sequences.xml:1,RSpiide3 5,6 SPIIDER 33CH Mode 3,,POSITIONMSPEED,0,hard,5,,[],Cue/CueDatas/CueData
cue,cue:0:0:patch666_main_sequences.xml:1,RSpiide3 5,6 SPIIDER 33CH Mode 3,,LAMPCONTROL,0,hard,5,,[],Cue/CueDatas/CueData
cue,cue:0:0:patch666_main_sequences.xml:1,RSpiide3 5,6 SPIIDER 33CH Mode 3,,COLORMIXER,0,hard,5,,[],Cue/CueDatas/CueData
cue,cue:0:0:patch666_main_sequences.xml:1,RSpiide3 5,6 SPIIDER 33CH Mode 3,,COLORRGB1,100,hard,5,,[],Cue/CueDatas/CueData
cue,cue:0:0:patch666_main_sequences.xml:1,RSpiide3 5,6 SPIIDER 33CH Mode 3,,COLORRGB2,100,hard,5,,[],Cue/CueDatas/CueData
cue,cue:0:0:patch666_main_sequences.xml:1,RSpiide3 5,6 SPIIDER 33CH Mode 3,,COLORRGB3,100,hard,5,,[],Cue/CueDatas/CueData
