id,sequence_number,cue_number,name,fade,delay,trigger,command,part,is_main_cue_list,fixture_ids,fixture_details,references,value_count,source_file
cue:0:25:patch666_main_sequences.xml:26,0,25,konec cvrliknani,2,,,,,True,1 2 3 4 5 6 222 31 32 51 52 53 7 8 9 10 11 12 13 14 15 16 17 18 27 86 85 84 83 82 81 76 65 62 61,1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 222 | R3LEDWm2 1 | 9 Robin 300 LEDWash Mode 2 | 6.001 || 31 | NP300cR 1 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.487 || 32 | NP300cR 2 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.491 || 51 | LUMI 1 | 11 Lumipix 16H 8 channel | 7.001 || 52 | LUMI 2 | 11 Lumipix 16H 8 channel | 7.009 || 53 | LUMI 3 | 11 Lumipix 16H 8 channel | 7.017 || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 9 || 10 || 11 || 12 || 13 || 14 || 15 || 16 || 17 || 18 || 27 | Sp30012 7 | 4 Sixpar 300 12 Channel || 86 || 85 || 84 || 83 || 82 || 81 || 76 || 65 || 62 || 61,,134,exports\patch666_main_sequences.xml
cue:0:26:patch666_main_sequences.xml:27,0,26,Time change na zvuk cvrliikani,2,,Time,,,True,1 2 3 4 5 6 222 21 22 23 24 51 52 53 7 8 9 10 11 12 13 14 15 16 17 18 27,1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 222 | R3LEDWm2 1 | 9 Robin 300 LEDWash Mode 2 | 6.001 || 21 | Sp30012 1 | 9 Robin 300 LEDWash Mode 2 | 6.022 || 22 | Sp30012 2 | 9 Robin 300 LEDWash Mode 2 | 6.043 || 23 | Sp30012 3 | 9 Robin 300 LEDWash Mode 2 | 6.064 || 24 | Sp30012 4 | 9 Robin 300 LEDWash Mode 2 | 6.085 || 51 | LUMI 1 | 11 Lumipix 16H 8 channel | 7.001 || 52 | LUMI 2 | 11 Lumipix 16H 8 channel | 7.009 || 53 | LUMI 3 | 11 Lumipix 16H 8 channel | 7.017 || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 9 || 10 || 11 || 12 || 13 || 14 || 15 || 16 || 17 || 18 || 27 | Sp30012 7 | 4 Sixpar 300 12 Channel,,70,exports\patch666_main_sequences.xml
cue:0:27:patch666_main_sequences.xml:28,0,27,polozi stul,0.8,,,,,True,1 2 3 4 5 6 222 31 32 51 52 53 7 8 9 10 11 12 13 14 15 16 17 18 27 76 65 62 61,1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 222 | R3LEDWm2 1 | 9 Robin 300 LEDWash Mode 2 | 6.001 || 31 | NP300cR 1 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.487 || 32 | NP300cR 2 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.491 || 51 | LUMI 1 | 11 Lumipix 16H 8 channel | 7.001 || 52 | LUMI 2 | 11 Lumipix 16H 8 channel | 7.009 || 53 | LUMI 3 | 11 Lumipix 16H 8 channel | 7.017 || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 9 || 10 || 11 || 12 || 13 || 14 || 15 || 16 || 17 || 18 || 27 | Sp30012 7 | 4 Sixpar 300 12 Channel || 76 || 65 || 62 || 61,,138,exports\patch666_main_sequences.xml
cue:0:28:patch666_main_sequences.xml:29,0,28,vkroci dovnitr,1.5,,,,,True,3 31 32 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18,3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 31 | NP300cR 1 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.487 || 32 | NP300cR 2 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.491 || 1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 9 || 10 || 11 || 12 || 13 || 14 || 15 || 16 || 17 || 18,,40,exports\patch666_main_sequences.xml
cue:0:29:patch666_main_sequences.xml:30,0,29,natalka,3.5,,,,,True,7 61,7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 61,,6,exports\patch666_main_sequences.xml
cue:0:30:patch666_main_sequences.xml:31,0,30,stul pryc,1,,,,,True,4 51 52 53 21 22 23 24 25 26 33 34 35 36 37 38 76 64 63 62 44 43 42 41 40 39,4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 51 | LUMI 1 | 11 Lumipix 16H 8 channel | 7.001 || 52 | LUMI 2 | 11 Lumipix 16H 8 channel | 7.009 || 53 | LUMI 3 | 11 Lumipix 16H 8 channel | 7.017 || 21 | Sp30012 1 | 9 Robin 300 LEDWash Mode 2 | 6.022 || 22 | Sp30012 2 | 9 Robin 300 LEDWash Mode 2 | 6.043 || 23 | Sp30012 3 | 9 Robin 300 LEDWash Mode 2 | 6.064 || 24 | Sp30012 4 | 9 Robin 300 LEDWash Mode 2 | 6.085 || 25 | Sp30012 5 | 4 Sixpar 300 12 Channel || 26 | Sp30012 6 | 4 Sixpar 300 12 Channel || 33 || 34 || 35 || 36 || 37 || 38 || 76 || 64 || 63 || 62 || 44 || 43 | RPointe1 3 | 10 Robin Pointe Mode 1 | 6.154 || 42 | RPointe1 2 | 10 Robin Pointe Mode 1 | 6.130 || 41 | RPointe1 1 | 10 Robin Pointe Mode 1 | 6.106 || 40 || 39,,55,exports\patch666_main_sequences.xml
cue:0:31:patch666_main_sequences.xml:32,0,31,stripy TRIO,1.5,,,,,True,1 2 3 4 6 222 21 22 23 24 31 32 25 26 27 28 7 33 34 35 36 37 38 51 52 53 54 64 63 62 44 43 42 41 40 39,1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 222 | R3LEDWm2 1 | 9 Robin 300 LEDWash Mode 2 | 6.001 || 21 | Sp30012 1 | 9 Robin 300 LEDWash Mode 2 | 6.022 || 22 | Sp30012 2 | 9 Robin 300 LEDWash Mode 2 | 6.043 || 23 | Sp30012 3 | 9 Robin 300 LEDWash Mode 2 | 6.064 || 24 | Sp30012 4 | 9 Robin 300 LEDWash Mode 2 | 6.085 || 31 | NP300cR 1 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.487 || 32 | NP300cR 2 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.491 || 25 | Sp30012 5 | 4 Sixpar 300 12 Channel || 26 | Sp30012 6 | 4 Sixpar 300 12 Channel || 27 | Sp30012 7 | 4 Sixpar 300 12 Channel || 28 | Sp30012 8 | 4 Sixpar 300 12 Channel || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 33 || 34 || 35 || 36 || 37 || 38 || 51 | LUMI 1 | 11 Lumipix 16H 8 channel | 7.001 || 52 | LUMI 2 | 11 Lumipix 16H 8 channel | 7.009 || 53 | LUMI 3 | 11 Lumipix 16H 8 channel | 7.017 || 54 || 64 || 63 || 62 || 44 || 43 | RPointe1 3 | 10 Robin Pointe Mode 1 | 6.154 || 42 | RPointe1 2 | 10 Robin Pointe Mode 1 | 6.130 || 41 | RPointe1 1 | 10 Robin Pointe Mode 1 | 6.106 || 40 || 39,,82,exports\patch666_main_sequences.xml
cue:0:32:patch666_main_sequences.xml:33,0,32,ulice,1.5,,,,,True,7 8 9 10 11 12 13 14 15 16 17 18,7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 9 || 10 || 11 || 12 || 13 || 14 || 15 || 16 || 17 || 18,,14,exports\patch666_main_sequences.xml
cue:0:33:patch666_main_sequences.xml:34,0,33,holky odejdou,2,,,,,True,8 9 10 11 12 13 14 15 16 17 18,8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 9 || 10 || 11 || 12 || 13 || 14 || 15 || 16 || 17 || 18,,13,exports\patch666_main_sequences.xml
cue:0:34:patch666_main_sequences.xml:35,0,34,kluci jdou dovnitr domecku,4,,,,,True,4 31 32 51 52 53 8 9 10 11 12 13 14 15 16 17 18 21 22 23 24 25 26 27 28 54,4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 31 | NP300cR 1 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.487 || 32 | NP300cR 2 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.491 || 51 | LUMI 1 | 11 Lumipix 16H 8 channel | 7.001 || 52 | LUMI 2 | 11 Lumipix 16H 8 channel | 7.009 || 53 | LUMI 3 | 11 Lumipix 16H 8 channel | 7.017 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 9 || 10 || 11 || 12 || 13 || 14 || 15 || 16 || 17 || 18 || 21 | Sp30012 1 | 9 Robin 300 LEDWash Mode 2 | 6.022 || 22 | Sp30012 2 | 9 Robin 300 LEDWash Mode 2 | 6.043 || 23 | Sp30012 3 | 9 Robin 300 LEDWash Mode 2 | 6.064 || 24 | Sp30012 4 | 9 Robin 300 LEDWash Mode 2 | 6.085 || 25 | Sp30012 5 | 4 Sixpar 300 12 Channel || 26 | Sp30012 6 | 4 Sixpar 300 12 Channel || 27 | Sp30012 7 | 4 Sixpar 300 12 Channel || 28 | Sp30012 8 | 4 Sixpar 300 12 Channel || 54,,54,exports\patch666_main_sequences.xml
cue:0:35:patch666_main_sequences.xml:36,0,35,prestavba,2,,,,,True,4 7 8 21 22 23 24 31 32 25 26 27 28 51 52 53 6 65 61,4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 21 | Sp30012 1 | 9 Robin 300 LEDWash Mode 2 | 6.022 || 22 | Sp30012 2 | 9 Robin 300 LEDWash Mode 2 | 6.043 || 23 | Sp30012 3 | 9 Robin 300 LEDWash Mode 2 | 6.064 || 24 | Sp30012 4 | 9 Robin 300 LEDWash Mode 2 | 6.085 || 31 | NP300cR 1 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.487 || 32 | NP300cR 2 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.491 || 25 | Sp30012 5 | 4 Sixpar 300 12 Channel || 26 | Sp30012 6 | 4 Sixpar 300 12 Channel || 27 | Sp30012 7 | 4 Sixpar 300 12 Channel || 28 | Sp30012 8 | 4 Sixpar 300 12 Channel || 51 | LUMI 1 | 11 Lumipix 16H 8 channel | 7.001 || 52 | LUMI 2 | 11 Lumipix 16H 8 channel | 7.009 || 53 | LUMI 3 | 11 Lumipix 16H 8 channel | 7.017 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 65 || 61,,174,exports\patch666_main_sequences.xml
cue:0:36:patch666_main_sequences.xml:37,0,36,body pryc,3,,,,,True,5 7 65 61,5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 65 || 61,,7,exports\patch666_main_sequences.xml
cue:0:37:patch666_main_sequences.xml:38,0,37,vana  pryc,4,,,,,True,4 6 27,4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 27 | Sp30012 7 | 4 Sixpar 300 12 Channel,,6,exports\patch666_main_sequences.xml
cue:0:38:patch666_main_sequences.xml:39,0,38,on vyleze k zrcadlu,15,,,,,True,1 2 3 4 5 6 222 27,1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 222 | R3LEDWm2 1 | 9 Robin 300 LEDWash Mode 2 | 6.001 || 27 | Sp30012 7 | 4 Sixpar 300 12 Channel,,241,exports\patch666_main_sequences.xml
cue:0:39:patch666_main_sequences.xml:40,0,39,ullice mlati se do hlavy,5,,,,,True,7 8 9 10 11 12 13 14 15 16,7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 9 || 10 || 11 || 12 || 13 || 14 || 15 || 16,,12,exports\patch666_main_sequences.xml
cue:0:40:patch666_main_sequences.xml:41,0,40,ulice pryc,12,,,,,True,7 8 9 10 11 12 13 14 15 16,7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 9 || 10 || 11 || 12 || 13 || 14 || 15 || 16,,12,exports\patch666_main_sequences.xml
cue:0:41:patch666_main_sequences.xml:42,0,41,eliska zavira dveder,60,,,,,True,1 2 3 4 5 6 8 222 21 22 23 24 31 32 25 26 27 28,1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 222 | R3LEDWm2 1 | 9 Robin 300 LEDWash Mode 2 | 6.001 || 21 | Sp30012 1 | 9 Robin 300 LEDWash Mode 2 | 6.022 || 22 | Sp30012 2 | 9 Robin 300 LEDWash Mode 2 | 6.043 || 23 | Sp30012 3 | 9 Robin 300 LEDWash Mode 2 | 6.064 || 24 | Sp30012 4 | 9 Robin 300 LEDWash Mode 2 | 6.085 || 31 | NP300cR 1 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.487 || 32 | NP300cR 2 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.491 || 25 | Sp30012 5 | 4 Sixpar 300 12 Channel || 26 | Sp30012 6 | 4 Sixpar 300 12 Channel || 27 | Sp30012 7 | 4 Sixpar 300 12 Channel || 28 | Sp30012 8 | 4 Sixpar 300 12 Channel,,219,exports\patch666_main_sequences.xml
cue:0:42:patch666_main_sequences.xml:43,0,42,toceni postel,12,,,,,True,1 2 3 4 5 6 8 222,1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 222 | R3LEDWm2 1 | 9 Robin 300 LEDWash Mode 2 | 6.001,,40,exports\patch666_main_sequences.xml
cue:0:43:patch666_main_sequences.xml:44,0,43,prestavba BO,3,,,,,True,4 5 6 8,4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166,,10,exports\patch666_main_sequences.xml
cue:0:44:patch666_main_sequences.xml:45,0,44,RANO,30,,Time,,,True,1 2 3 4 5 6 7 8 222 9 10 11 12 33 34 35 36 37 38 51 52 53 54 44 43 42 41 40 39,1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 222 | R3LEDWm2 1 | 9 Robin 300 LEDWash Mode 2 | 6.001 || 9 || 10 || 11 || 12 || 33 || 34 || 35 || 36 || 37 || 38 || 51 | LUMI 1 | 11 Lumipix 16H 8 channel | 7.001 || 52 | LUMI 2 | 11 Lumipix 16H 8 channel | 7.009 || 53 | LUMI 3 | 11 Lumipix 16H 8 channel | 7.017 || 54 || 44 || 43 | RPointe1 3 | 10 Robin Pointe Mode 1 | 6.154 || 42 | RPointe1 2 | 10 Robin Pointe Mode 1 | 6.130 || 41 | RPointe1 1 | 10 Robin Pointe Mode 1 | 6.106 || 40 || 39,,201,exports\patch666_main_sequences.xml
cue:0:45:patch666_main_sequences.xml:46,0,45,Pulzace - prolnou se mezi sebou,4,,,,,True,1 2 3 4 5 6 7 8 222 9 10 11 12 33 34 35 36 37 38,1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 222 | R3LEDWm2 1 | 9 Robin 300 LEDWash Mode 2 | 6.001 || 9 || 10 || 11 || 12 || 33 || 34 || 35 || 36 || 37 || 38,,29,exports\patch666_main_sequences.xml
cue:0:46:patch666_main_sequences.xml:47,0,46,Po pulzaci,6,,,,,True,1 2 3 4 5 6 7 8 222 33 34 35 36 37 38,1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 222 | R3LEDWm2 1 | 9 Robin 300 LEDWash Mode 2 | 6.001 || 33 || 34 || 35 || 36 || 37 || 38,,34,exports\patch666_main_sequences.xml
cue:0:47:patch666_main_sequences.xml:48,0,47,Ondra vykroci mimo HOT,25,,,,,True,1 2 3 4 5 6 7 8 222 21 22 23 24 31 32 25 26 27 28 9 10 11 12 13 14 15 16 17 18 33 34 35 36 37 38 51 52 53 54 44 43 42 41 40 39,1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 222 | R3LEDWm2 1 | 9 Robin 300 LEDWash Mode 2 | 6.001 || 21 | Sp30012 1 | 9 Robin 300 LEDWash Mode 2 | 6.022 || 22 | Sp30012 2 | 9 Robin 300 LEDWash Mode 2 | 6.043 || 23 | Sp30012 3 | 9 Robin 300 LEDWash Mode 2 | 6.064 || 24 | Sp30012 4 | 9 Robin 300 LEDWash Mode 2 | 6.085 || 31 | NP300cR 1 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.487 || 32 | NP300cR 2 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.491 || 25 | Sp30012 5 | 4 Sixpar 300 12 Channel || 26 | Sp30012 6 | 4 Sixpar 300 12 Channel || 27 | Sp30012 7 | 4 Sixpar 300 12 Channel || 28 | Sp30012 8 | 4 Sixpar 300 12 Channel || 9 || 10 || 11 || 12 || 13 || 14 || 15 || 16 || 17 || 18 || 33 || 34 || 35 || 36 || 37 || 38 || 51 | LUMI 1 | 11 Lumipix 16H 8 channel | 7.001 || 52 | LUMI 2 | 11 Lumipix 16H 8 channel | 7.009 || 53 | LUMI 3 | 11 Lumipix 16H 8 channel | 7.017 || 54 || 44 || 43 | RPointe1 3 | 10 Robin Pointe Mode 1 | 6.154 || 42 | RPointe1 2 | 10 Robin Pointe Mode 1 | 6.130 || 41 | RPointe1 1 | 10 Robin Pointe Mode 1 | 6.106 || 40 || 39,,127,exports\patch666_main_sequences.xml
cue:0:48:patch666_main_sequences.xml:49,0,48,v pulce toceni kulisy,5,,,,,True,1 2 3 4 5 6 7 8 222 21 22 23 24 31 32 25 26 27 28 9 10 11 12 13 14 15 16 17 18 33 34 35 36 37 38 51 52 53 54 44 43 42 41 40 39,1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 222 | R3LEDWm2 1 | 9 Robin 300 LEDWash Mode 2 | 6.001 || 21 | Sp30012 1 | 9 Robin 300 LEDWash Mode 2 | 6.022 || 22 | Sp30012 2 | 9 Robin 300 LEDWash Mode 2 | 6.043 || 23 | Sp30012 3 | 9 Robin 300 LEDWash Mode 2 | 6.064 || 24 | Sp30012 4 | 9 Robin 300 LEDWash Mode 2 | 6.085 || 31 | NP300cR 1 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.487 || 32 | NP300cR 2 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.491 || 25 | Sp30012 5 | 4 Sixpar 300 12 Channel || 26 | Sp30012 6 | 4 Sixpar 300 12 Channel || 27 | Sp30012 7 | 4 Sixpar 300 12 Channel || 28 | Sp30012 8 | 4 Sixpar 300 12 Channel || 9 || 10 || 11 || 12 || 13 || 14 || 15 || 16 || 17 || 18 || 33 || 34 || 35 || 36 || 37 || 38 || 51 | LUMI 1 | 11 Lumipix 16H 8 channel | 7.001 || 52 | LUMI 2 | 11 Lumipix 16H 8 channel | 7.009 || 53 | LUMI 3 | 11 Lumipix 16H 8 channel | 7.017 || 54 || 44 || 43 | RPointe1 3 | 10 Robin Pointe Mode 1 | 6.154 || 42 | RPointe1 2 | 10 Robin Pointe Mode 1 | 6.130 || 41 | RPointe1 1 | 10 Robin Pointe Mode 1 | 6.106 || 40 || 39,,118,exports\patch666_main_sequences.xml
cue:0:49:patch666_main_sequences.xml:50,0,49,seda si na postel,20,,,,,True,1 2 3 4 5 6 8 222 31 32 51 52 53 54 87 64 63 62,1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 222 | R3LEDWm2 1 | 9 Robin 300 LEDWash Mode 2 | 6.001 || 31 | NP300cR 1 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.487 || 32 | NP300cR 2 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.491 || 51 | LUMI 1 | 11 Lumipix 16H 8 channel | 7.001 || 52 | LUMI 2 | 11 Lumipix 16H 8 channel | 7.009 || 53 | LUMI 3 | 11 Lumipix 16H 8 channel | 7.017 || 54 || 87 || 64 || 63 || 62,,198,exports\patch666_main_sequences.xml
