sequence_number,cue_number,cue_name,fixture_id,fixture_name,fixture_type,fixture_patch,control_mode,hard_attribute_count,hard_attributes,preset_ref_count,preset_refs,preset_types
2,2,lidi,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,mixed,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""0.4""]","[""0""]"
2,32,Po procesu - s hudbou,103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,mixed,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""0.1""]","[""0""]"
2,36,Jen prava strana - Wilda na schodech,201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,mixed,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""0.20""]","[""0""]"
2,50,L+W jdou na stred,101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,mixed,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""0.70""]","[""0""]"
2,50,L+W jdou na stred,102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,mixed,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""0.70""]","[""0""]"
2,50,L+W jdou na stred,201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,mixed,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""0.70""]","[""0""]"
2,50,L+W jdou na stred,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,mixed,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""0.70""]","[""0""]"
2,54,TRIO do prostoru,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,mixed,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""0.6""]","[""0""]"
2,54,TRIO do prostoru,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,mixed,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""0.6""]","[""0""]"
2,8,Astera Jirka u stolu,102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,mixed,8,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""DIM""]",1,"[""0.18""]","[""0""]"
2,82,Bez aster- odejde W. - Stahnout Lampicky orchestr,103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,mixed,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""0.30""]","[""0""]"
2,82,Bez aster- odejde W. - Stahnout Lampicky orchestr,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,mixed,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""0.30""]","[""0""]"
2,25,Vilda odchazi,201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,mixed,4,"[""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",2,"[""0.17"", ""0.5""]","[""0""]"
2,11,J. SOLO - 2:47,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,mixed,4,"[""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""0.6""]","[""0""]"
2,11,J. SOLO - 2:47,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,mixed,4,"[""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""0.6""]","[""0""]"
2,25,Vilda odchazi,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,mixed,3,"[""DIM"", ""PAN"", ""TILT""]",3,"[""0.17"", ""0.18"", ""0.5""]","[""0""]"
2,36,Jen prava strana - Wilda na schodech,102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,mixed,3,"[""DIM"", ""PAN"", ""TILT""]",2,"[""0.15"", ""0.20""]","[""0""]"
2,32,Po procesu - s hudbou,104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,mixed,3,"[""PAN"", ""TILT"", ""ZOOM""]",1,"[""0.1""]","[""0""]"
2,32,Po procesu - s hudbou,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,mixed,3,"[""PAN"", ""TILT"", ""ZOOM""]",1,"[""0.1""]","[""0""]"
2,36,Jen prava strana - Wilda na schodech,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,mixed,2,"[""PAN"", ""ZOOM""]",1,"[""0.20""]","[""0""]"
2,6,Jonatan odchazi z hejna - 1:26,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,mixed,2,"[""PAN"", ""TILT""]",1,"[""0.17""]","[""0""]"
2,14,Groteska W. hodi zradlo,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,mixed,1,"[""DIM""]",2,"[""0.49"", ""0.6""]","[""0""]"
2,34,Jon.Zustava sam,103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,mixed,1,"[""DIM""]",1,"[""0.20""]","[""0""]"
2,34,Jon.Zustava sam,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,mixed,1,"[""DIM""]",1,"[""0.20""]","[""0""]"
2,36,Jen prava strana - Wilda na schodech,104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,mixed,1,"[""DIM""]",1,"[""0.20""]","[""0""]"
2,36,Jen prava strana - Wilda na schodech,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,mixed,1,"[""DIM""]",1,"[""0.20""]","[""0""]"
2,36,Jen prava strana - Wilda na schodech,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,mixed,1,"[""DIM""]",1,"[""0.20""]","[""0""]"
2,8,Astera Jirka u stolu,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,mixed,1,"[""DIM""]",1,"[""0.18""]","[""0""]"
2,82,Bez aster- odejde W. - Stahnout Lampicky orchestr,101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,mixed,1,"[""DIM""]",1,"[""0.30""]","[""0""]"
2,82,Bez aster- odejde W. - Stahnout Lampicky orchestr,102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,mixed,1,"[""DIM""]",1,"[""0.30""]","[""0""]"
2,82,Bez aster- odejde W. - Stahnout Lampicky orchestr,201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,mixed,1,"[""DIM""]",1,"[""0.30""]","[""0""]"
2,82,Bez aster- odejde W. - Stahnout Lampicky orchestr,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,mixed,1,"[""DIM""]",1,"[""0.30""]","[""0""]"
2,0,Cue Zero,101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,hard_only,19,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""DIM"", ""FLOWERCOLORMACROS"", ""FLOWEREFFECT"", ""LAMPCONTROL"", ""PAN"", ""PIXELEFFECTS"", ""PIXELEFFECTSFADE"", ""PIXELEFFECTSSPEED"", ""POSITIONMSPEED"", ""SHUTTER"", ""TILT"", ""ZOOM""]",0,[],[]
2,0,Cue Zero,102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,hard_only,19,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""DIM"", ""FLOWERCOLORMACROS"", ""FLOWEREFFECT"", ""LAMPCONTROL"", ""PAN"", ""PIXELEFFECTS"", ""PIXELEFFECTSFADE"", ""PIXELEFFECTSSPEED"", ""POSITIONMSPEED"", ""SHUTTER"", ""TILT"", ""ZOOM""]",0,[],[]
2,0,Cue Zero,201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,hard_only,19,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""DIM"", ""FLOWERCOLORMACROS"", ""FLOWEREFFECT"", ""LAMPCONTROL"", ""PAN"", ""PIXELEFFECTS"", ""PIXELEFFECTSFADE"", ""PIXELEFFECTSSPEED"", ""POSITIONMSPEED"", ""SHUTTER"", ""TILT"", ""ZOOM""]",0,[],[]
2,0,Cue Zero,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,hard_only,19,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""DIM"", ""FLOWERCOLORMACROS"", ""FLOWEREFFECT"", ""LAMPCONTROL"", ""PAN"", ""PIXELEFFECTS"", ""PIXELEFFECTSFADE"", ""PIXELEFFECTSSPEED"", ""POSITIONMSPEED"", ""SHUTTER"", ""TILT"", ""ZOOM""]",0,[],[]
2,76,J+F duet - S hudbou,101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,hard_only,19,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""DIM"", ""FLOWERCOLORMACROS"", ""FLOWEREFFECT"", ""LAMPCONTROL"", ""PAN"", ""PIXELEFFECTS"", ""PIXELEFFECTSFADE"", ""PIXELEFFECTSSPEED"", ""POSITIONMSPEED"", ""SHUTTER"", ""TILT"", ""ZOOM""]",0,[],[]
2,76,J+F duet - S hudbou,102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,hard_only,19,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""DIM"", ""FLOWERCOLORMACROS"", ""FLOWEREFFECT"", ""LAMPCONTROL"", ""PAN"", ""PIXELEFFECTS"", ""PIXELEFFECTSFADE"", ""PIXELEFFECTSSPEED"", ""POSITIONMSPEED"", ""SHUTTER"", ""TILT"", ""ZOOM""]",0,[],[]
2,76,J+F duet - S hudbou,201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,hard_only,19,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""DIM"", ""FLOWERCOLORMACROS"", ""FLOWEREFFECT"", ""LAMPCONTROL"", ""PAN"", ""PIXELEFFECTS"", ""PIXELEFFECTSFADE"", ""PIXELEFFECTSSPEED"", ""POSITIONMSPEED"", ""SHUTTER"", ""TILT"", ""ZOOM""]",0,[],[]
2,76,J+F duet - S hudbou,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,hard_only,19,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""DIM"", ""FLOWERCOLORMACROS"", ""FLOWEREFFECT"", ""LAMPCONTROL"", ""PAN"", ""PIXELEFFECTS"", ""PIXELEFFECTSFADE"", ""PIXELEFFECTSSPEED"", ""POSITIONMSPEED"", ""SHUTTER"", ""TILT"", ""ZOOM""]",0,[],[]
2,0,Cue Zero,103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,hard_only,17,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""DIM"", ""LAMPCONTROL"", ""PAN"", ""PIXELEFFECTS"", ""PIXELEFFECTSFADE"", ""PIXELEFFECTSSPEED"", ""POSITIONMSPEED"", ""SHUTTER"", ""TILT"", ""ZOOM""]",0,[],[]
2,0,Cue Zero,104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,hard_only,17,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""DIM"", ""LAMPCONTROL"", ""PAN"", ""PIXELEFFECTS"", ""PIXELEFFECTSFADE"", ""PIXELEFFECTSSPEED"", ""POSITIONMSPEED"", ""SHUTTER"", ""TILT"", ""ZOOM""]",0,[],[]
2,0,Cue Zero,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,hard_only,17,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""DIM"", ""LAMPCONTROL"", ""PAN"", ""PIXELEFFECTS"", ""PIXELEFFECTSFADE"", ""PIXELEFFECTSSPEED"", ""POSITIONMSPEED"", ""SHUTTER"", ""TILT"", ""ZOOM""]",0,[],[]
2,0,Cue Zero,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,hard_only,17,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""DIM"", ""LAMPCONTROL"", ""PAN"", ""PIXELEFFECTS"", ""PIXELEFFECTSFADE"", ""PIXELEFFECTSSPEED"", ""POSITIONMSPEED"", ""SHUTTER"", ""TILT"", ""ZOOM""]",0,[],[]
2,0,Cue Zero,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,hard_only,17,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""DIM"", ""LAMPCONTROL"", ""PAN"", ""PIXELEFFECTS"", ""PIXELEFFECTSFADE"", ""PIXELEFFECTSSPEED"", ""POSITIONMSPEED"", ""SHUTTER"", ""TILT"", ""ZOOM""]",0,[],[]
2,0,Cue Zero,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,hard_only,17,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""DIM"", ""LAMPCONTROL"", ""PAN"", ""PIXELEFFECTS"", ""PIXELEFFECTSFADE"", ""PIXELEFFECTSSPEED"", ""POSITIONMSPEED"", ""SHUTTER"", ""TILT"", ""ZOOM""]",0,[],[]
2,76,J+F duet - S hudbou,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,hard_only,16,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""LAMPCONTROL"", ""PAN"", ""PIXELEFFECTS"", ""PIXELEFFECTSFADE"", ""PIXELEFFECTSSPEED"", ""POSITIONMSPEED"", ""SHUTTER"", ""TILT"", ""ZOOM""]",0,[],[]
2,11,J. SOLO - 2:47,101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,hard_only,11,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""DIM"", ""LAMPCONTROL"", ""POSITIONMSPEED"", ""SHUTTER""]",0,[],[]
2,11,J. SOLO - 2:47,102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,hard_only,11,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""DIM"", ""LAMPCONTROL"", ""POSITIONMSPEED"", ""SHUTTER""]",0,[],[]
2,11,J. SOLO - 2:47,201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,hard_only,11,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""DIM"", ""LAMPCONTROL"", ""POSITIONMSPEED"", ""SHUTTER""]",0,[],[]
2,11,J. SOLO - 2:47,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,hard_only,11,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""DIM"", ""LAMPCONTROL"", ""POSITIONMSPEED"", ""SHUTTER""]",0,[],[]
2,20,Solo Zacatek Bert,201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",0,[],[]
2,20,Solo Zacatek Bert,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",0,[],[]
2,3,Prichod tanecniku,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",0,[],[]
2,32,Po procesu - s hudbou,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",0,[],[]
2,39,Trio - Holky tahnou Jona,104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,hard_only,8,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""DIM""]",0,[],[]
2,39,Trio - Holky tahnou Jona,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,hard_only,8,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""DIM""]",0,[],[]
2,46,Velkej ptak,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",0,[],[]
2,55,Groteska boj o zradlo - Velikeho racka,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",0,[],[]
2,55,Groteska boj o zradlo - Velikeho racka,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",0,[],[]
2,77,J+F Duet 2,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",0,[],[]
2,77,J+F Duet 2,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT"", ""ZOOM""]",0,[],[]
2,46,Velkej ptak,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,hard_only,7,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT""]",0,[],[]
2,46.6,Labus u astery,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,hard_only,7,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT""]",0,[],[]
2,6,Jonatan odchazi z hejna - 1:26,104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,hard_only,7,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM""]",0,[],[]
2,7,Jirka ze schodu u soklu - 1:50,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,hard_only,7,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""TILT""]",0,[],[]
2,52,dialog,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,hard_only,6,"[""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN"", ""ZOOM""]",0,[],[]
2,3,Prichod tanecniku,103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,hard_only,5,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM""]",0,[],[]
2,39,Trio - Holky tahnou Jona,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,hard_only,5,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM""]",0,[],[]
2,52,dialog,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,hard_only,5,"[""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM"", ""PAN""]",0,[],[]
2,54,TRIO do prostoru,104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,hard_only,5,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""ZOOM""]",0,[],[]
2,54,TRIO do prostoru,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,hard_only,5,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""ZOOM""]",0,[],[]
2,7,Jirka ze schodu u soklu - 1:50,101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,hard_only,5,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM""]",0,[],[]
2,7,Jirka ze schodu u soklu - 1:50,102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,hard_only,5,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM""]",0,[],[]
2,7,Jirka ze schodu u soklu - 1:50,201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,hard_only,5,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""DIM""]",0,[],[]
2,0,Cue Zero,1,HelDGB8S 1,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,0,Cue Zero,2,HelDGB8S 2,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.025,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,0,Cue Zero,3,HelDGB8S 3,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.049,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,0,Cue Zero,4,HelDGB8S 4,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.073,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,0,Cue Zero,5,HelDGB8S 5,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.097,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,0,Cue Zero,6,HelDGB8S 6,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.121,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,0,Cue Zero,7,HelDGB8S 7,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.145,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,0,Cue Zero,8,HelDGB8S 8,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.169,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,0,Cue Zero,9,HelDGB8S 9,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.193,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,0,Cue Zero,10,HelDGB8S 10,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.217,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,0,Cue Zero,11,HelDGB8S 11,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.241,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,0,Cue Zero,12,HelDGB8S 12,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.265,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,0,Cue Zero,13,HelDGB8S 13,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.289,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,0,Cue Zero,14,HelDGB8S 14,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.313,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,0,Cue Zero,15,HelDGB8S 15,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.337,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,0,Cue Zero,16,HelDGB8S 16,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.361,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,0,Cue Zero,17,HelDGB8S 17,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.385,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,0,Cue Zero,18,HelDGB8S 18,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.409,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,0,Cue Zero,19,HelDGB8S 19,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.433,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,0,Cue Zero,20,HelDGB8S 20,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.457,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,0,Cue Zero,21,HelDGB8S 21,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
