sequence_number,cue_number,cue_name,fixture_id,fixture_name,fixture_type,fixture_patch,control_mode,hard_attribute_count,hard_attributes,preset_ref_count,preset_refs,preset_types
2,85,Dekovacka,23,HelDGB8S 23,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.049,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,85,Dekovacka,24,HelDGB8S 24,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.073,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,85,Dekovacka,25,HelDGB8S 25,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.097,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,85,Dekovacka,26,HelDGB8S 26,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.121,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,85,Dekovacka,27,HelDGB8S 27,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.145,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,85,Dekovacka,28,HelDGB8S 28,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.169,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,85,Dekovacka,29,HelDGB8S 29,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.193,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,85,Dekovacka,30,HelDGB8S 30,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.217,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,85,Dekovacka,31,HelDGB8S 31,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.241,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,85,Dekovacka,32,HelDGB8S 32,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.265,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,85,Dekovacka,33,HelDGB8S 33,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.289,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,85,Dekovacka,34,HelDGB8S 34,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.313,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,85,Dekovacka,35,HelDGB8S 35,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.337,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,85,Dekovacka,36,HelDGB8S 36,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.361,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,85,Dekovacka,37,HelDGB8S 37,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.385,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,85,Dekovacka,38,HelDGB8S 38,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.409,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,85,Dekovacka,39,HelDGB8S 39,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.433,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,85,Dekovacka,40,HelDGB8S 40,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.457,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,85.5,Muzikangti pryc jdou dolu,101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],[]
2,85.5,Muzikangti pryc jdou dolu,102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],[]
2,85.5,Muzikangti pryc jdou dolu,201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],[]
2,85.5,Muzikangti pryc jdou dolu,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],[]
2,86,lidi,1,HelDGB8S 1,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,2,HelDGB8S 2,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.025,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,3,HelDGB8S 3,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.049,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,4,HelDGB8S 4,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.073,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,5,HelDGB8S 5,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.097,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,6,HelDGB8S 6,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.121,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,7,HelDGB8S 7,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.145,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,8,HelDGB8S 8,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.169,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,9,HelDGB8S 9,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.193,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,10,HelDGB8S 10,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.217,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,11,HelDGB8S 11,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.241,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,12,HelDGB8S 12,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.265,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,13,HelDGB8S 13,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.289,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,14,HelDGB8S 14,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.313,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,15,HelDGB8S 15,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.337,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,16,HelDGB8S 16,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.361,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,17,HelDGB8S 17,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.385,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,18,HelDGB8S 18,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.409,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,19,HelDGB8S 19,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.433,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,20,HelDGB8S 20,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.457,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,21,HelDGB8S 21,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,22,HelDGB8S 22,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.025,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,23,HelDGB8S 23,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.049,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,24,HelDGB8S 24,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.073,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,25,HelDGB8S 25,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.097,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,26,HelDGB8S 26,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.121,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,27,HelDGB8S 27,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.145,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,28,HelDGB8S 28,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.169,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,29,HelDGB8S 29,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.193,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,30,HelDGB8S 30,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.217,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,31,HelDGB8S 31,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.241,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,32,HelDGB8S 32,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.265,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,33,HelDGB8S 33,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.289,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,34,HelDGB8S 34,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.313,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,35,HelDGB8S 35,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.337,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,36,HelDGB8S 36,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.361,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,37,HelDGB8S 37,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.385,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,38,HelDGB8S 38,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.409,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,39,HelDGB8S 39,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.433,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,86,lidi,40,HelDGB8S 40,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.457,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,9,Racek astery 2:32,21,HelDGB8S 21,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,9,Racek astery 2:32,22,HelDGB8S 22,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.025,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,9,Racek astery 2:32,23,HelDGB8S 23,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.049,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,9,Racek astery 2:32,24,HelDGB8S 24,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.073,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,9,Racek astery 2:32,25,HelDGB8S 25,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.097,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,9,Racek astery 2:32,26,HelDGB8S 26,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.121,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,9,Racek astery 2:32,27,HelDGB8S 27,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.145,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,9,Racek astery 2:32,28,HelDGB8S 28,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.169,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,9,Racek astery 2:32,29,HelDGB8S 29,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.193,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,9,Racek astery 2:32,30,HelDGB8S 30,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.217,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,9,Racek astery 2:32,31,HelDGB8S 31,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.241,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,9,Racek astery 2:32,32,HelDGB8S 32,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.265,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
4,1,Cue 1,21,HelDGB8S 21,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
4,1,Cue 1,22,HelDGB8S 22,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.025,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
4,1,Cue 1,23,HelDGB8S 23,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.049,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
4,1,Cue 1,24,HelDGB8S 24,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.073,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
4,1,Cue 1,25,HelDGB8S 25,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.097,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
4,1,Cue 1,26,HelDGB8S 26,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.121,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
4,1,Cue 1,27,HelDGB8S 27,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.145,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
4,1,Cue 1,28,HelDGB8S 28,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.169,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
4,1,Cue 1,29,HelDGB8S 29,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.193,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
4,1,Cue 1,30,HelDGB8S 30,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.217,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
4,1,Cue 1,31,HelDGB8S 31,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.241,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
4,1,Cue 1,32,HelDGB8S 32,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.265,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
5,1,Cue 1,21,HelDGB8S 21,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
5,1,Cue 1,22,HelDGB8S 22,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.025,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
5,1,Cue 1,23,HelDGB8S 23,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.049,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
5,1,Cue 1,24,HelDGB8S 24,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.073,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
5,1,Cue 1,25,HelDGB8S 25,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.097,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
5,1,Cue 1,26,HelDGB8S 26,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.121,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
5,1,Cue 1,27,HelDGB8S 27,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.145,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
5,1,Cue 1,28,HelDGB8S 28,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.169,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
5,1,Cue 1,29,HelDGB8S 29,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.193,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
5,1,Cue 1,30,HelDGB8S 30,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.217,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
5,1,Cue 1,31,HelDGB8S 31,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.241,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
5,1,Cue 1,32,HelDGB8S 32,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.265,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
5,1,Cue 1,104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],[]
5,1,Cue 1,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],[]
5,1,Cue 1,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],[]
5,1,Cue 1,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],[]
6,1,Cue 1,13,HelDGB8S 13,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.289,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""DIM""]",0,[],[]
2,14,Groteska W. hodi zradlo,40,HelDGB8S 40,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.457,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],[]
2,15,Bert na sokl,40,HelDGB8S 40,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.457,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],[]
2,16,Boj o zradlo - Na Housle 2:12,40,HelDGB8S 40,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.457,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],[]
2,20,Solo Zacatek Bert,40,HelDGB8S 40,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.457,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],[]
2,20,Solo Zacatek Bert,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,hard_only,3,"[""PAN"", ""TILT"", ""ZOOM""]",0,[],[]
2,23,Vilda Dopredu MANUAL CROSS,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,hard_only,3,"[""DIM"", ""PAN"", ""TILT""]",0,[],[]
2,24,Jonatanuv PAD,21,HelDGB8S 21,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.001,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],[]
2,24,Jonatanuv PAD,22,HelDGB8S 22,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.025,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],[]
2,24,Jonatanuv PAD,23,HelDGB8S 23,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.049,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],[]
2,24,Jonatanuv PAD,24,HelDGB8S 24,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.073,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],[]
2,24,Jonatanuv PAD,25,HelDGB8S 25,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.097,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],[]
2,24,Jonatanuv PAD,26,HelDGB8S 26,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.121,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],[]
2,24,Jonatanuv PAD,27,HelDGB8S 27,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.145,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],[]
2,24,Jonatanuv PAD,28,HelDGB8S 28,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.169,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],[]
2,24,Jonatanuv PAD,29,HelDGB8S 29,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.193,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],[]
2,24,Jonatanuv PAD,30,HelDGB8S 30,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.217,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],[]
2,24,Jonatanuv PAD,31,HelDGB8S 31,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.241,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],[]
2,24,Jonatanuv PAD,32,HelDGB8S 32,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.265,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],[]
2,24,Jonatanuv PAD,40,HelDGB8S 40,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.457,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],[]
