sequence_number,sequence_name,cue_number,cue_name,fixture_id,fixture_name,fixture_type,fixture_patch,dimmer,position,gobo,color,beam,focus,control,preset_refs,hard_value_count,preset_value_count
2,qju,18,Rackove rostazeny nohy 5:05,102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,"[""H DIM=69.75"", ""H SHUTTER=18.90"", ""P0.17 DIM=100.00"", ""P0.17 SHUTTER=18.90"", ""P0.18 DIM=100.00"", ""P0.18 SHUTTER=18.90""]","[""H PAN=-1.89"", ""H TILT=108.33"", ""H POSITIONMSPEED=0.00"", ""P0.17 PAN=-8.10"", ""P0.17 TILT=104.65"", ""P0.17 POSITIONMSPEED=0.00"", ""P0.18 PAN=-11.34"", ""P0.18 TILT=104.65"", ""P0.18 POSITIONMSPEED=0.00""]",[],"[""H COLORMIXER=0.00"", ""H COLORRGB1=1.75"", ""H COLORRGB2=25.35"", ""H COLORRGB3=56.41"", ""H COLORRGB5=47.29"", ""H COLORMIXMODE=29.20"", ""P0.17 COLORMIXER=0.00"", ""P0.17 COLORRGB1=2.94"", ""P0.17 COLORRGB2=14.06"", ""P0.17 COLORRGB3=24.22"", ""P0.17 COLORRGB5=79.49"", ""P0.17 COLORMIXMODE=29.20"", ""P0.18 COLORMIXER=0.00"", ""P0.18 COLORRGB1=2.94"", ""P0.18 COLORRGB2=14.06"", ""P0.18 COLORRGB3=24.22"", ""P0.18 COLORRGB5=79.49"", ""P0.18 COLORMIXMODE=29.20""]","[""H ZOOM=50.00"", ""P0.17 ZOOM=43.50"", ""P0.18 ZOOM=43.50""]",[],"[""H LAMPCONTROL=0.00"", ""H CTC=0.00"", ""P0.17 LAMPCONTROL=0.00"", ""P0.17 CTC=0.00"", ""P0.17 PIXELEFFECTS=0.00"", ""P0.17 PIXELEFFECTSSPEED=0.00"", ""P0.17 PIXELEFFECTSFADE=0.00"", ""P0.18 LAMPCONTROL=0.00"", ""P0.18 CTC=0.00"", ""P0.18 PIXELEFFECTS=0.00"", ""P0.18 PIXELEFFECTSSPEED=0.00"", ""P0.18 PIXELEFFECTSFADE=0.00""]","[""0.17"", ""0.18""]",14,34
2,qju,18,Rackove rostazeny nohy 5:05,103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,18,Rackove rostazeny nohy 5:05,104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,18,Rackove rostazeny nohy 5:05,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,18,Rackove rostazeny nohy 5:05,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,18,Rackove rostazeny nohy 5:05,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,"[""H DIM=43.50"", ""P0.49 DIM=75.00"", ""P0.49 SHUTTER=18.90""]","[""H PAN=66.42"", ""H TILT=-78.20"", ""P0.49 PAN=79.38"", ""P0.49 TILT=-86.71"", ""P0.49 POSITIONMSPEED=0.00""]",[],"[""H COLORRGB1=3.16"", ""H COLORRGB2=0.00"", ""H COLORRGB3=34.72"", ""H COLORRGB5=62.78"", ""P0.49 COLORMIXER=0.00"", ""P0.49 COLORRGB1=61.25"", ""P0.49 COLORRGB2=31.55"", ""P0.49 COLORRGB3=0.00"", ""P0.49 COLORRGB5=38.75"", ""P0.49 COLORMIXMODE=29.20""]","[""H ZOOM=79.50"", ""P0.49 ZOOM=79.50""]",[],"[""P0.49 LAMPCONTROL=0.00"", ""P0.49 CTC=0.00"", ""P0.49 PIXELEFFECTS=0.00"", ""P0.49 PIXELEFFECTSSPEED=0.00"", ""P0.49 PIXELEFFECTSFADE=0.00""]","[""0.49""]",8,17
2,qju,18,Rackove rostazeny nohy 5:05,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,"[""H DIM=43.50"", ""P0.49 DIM=75.00"", ""P0.49 SHUTTER=18.90""]","[""H PAN=-71.55"", ""H TILT=-81.65"", ""P0.49 PAN=-75.60"", ""P0.49 TILT=-86.71"", ""P0.49 POSITIONMSPEED=0.00""]",[],"[""H COLORRGB1=3.24"", ""H COLORRGB2=0.00"", ""H COLORRGB3=35.61"", ""H COLORRGB5=64.39"", ""P0.49 COLORMIXER=0.00"", ""P0.49 COLORRGB1=61.25"", ""P0.49 COLORRGB2=31.55"", ""P0.49 COLORRGB3=0.00"", ""P0.49 COLORRGB5=38.75"", ""P0.49 COLORMIXMODE=29.20""]","[""H ZOOM=87.00"", ""P0.49 ZOOM=79.50""]",[],"[""P0.49 LAMPCONTROL=0.00"", ""P0.49 CTC=0.00"", ""P0.49 PIXELEFFECTS=0.00"", ""P0.49 PIXELEFFECTSSPEED=0.00"", ""P0.49 PIXELEFFECTSFADE=0.00""]","[""0.49""]",8,17
2,qju,18,Rackove rostazeny nohy 5:05,201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,"[""H DIM=69.75"", ""H SHUTTER=18.90"", ""P0.17 DIM=100.00"", ""P0.17 SHUTTER=18.90""]","[""H PAN=-3.51"", ""H TILT=108.33"", ""H POSITIONMSPEED=0.00"", ""P0.17 PAN=-1.08"", ""P0.17 TILT=103.50"", ""P0.17 POSITIONMSPEED=0.00""]",[],"[""H COLORMIXER=0.00"", ""H COLORRGB1=1.75"", ""H COLORRGB2=25.35"", ""H COLORRGB3=56.41"", ""H COLORRGB5=47.29"", ""H COLORMIXMODE=29.20"", ""P0.17 COLORMIXER=0.00"", ""P0.17 COLORRGB1=2.91"", ""P0.17 COLORRGB2=14.33"", ""P0.17 COLORRGB3=25.07"", ""P0.17 COLORRGB5=78.63"", ""P0.17 COLORMIXMODE=29.20""]","[""H ZOOM=50.00"", ""P0.17 ZOOM=43.50""]",[],"[""H LAMPCONTROL=0.00"", ""H CTC=0.00"", ""P0.17 LAMPCONTROL=0.00"", ""P0.17 CTC=0.00"", ""P0.17 PIXELEFFECTS=0.00"", ""P0.17 PIXELEFFECTSSPEED=0.00"", ""P0.17 PIXELEFFECTSFADE=0.00""]","[""0.17""]",14,17
2,qju,18,Rackove rostazeny nohy 5:05,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,"[""H DIM=69.75"", ""H SHUTTER=18.90"", ""P0.17 DIM=0.00"", ""P0.17 SHUTTER=18.90"", ""P0.18 DIM=100.00"", ""P0.18 SHUTTER=18.90""]","[""H PAN=3.51"", ""H TILT=106.49"", ""H POSITIONMSPEED=0.00"", ""P0.17 PAN=2.97"", ""P0.17 TILT=104.65"", ""P0.17 POSITIONMSPEED=0.00"", ""P0.18 PAN=-18.09"", ""P0.18 TILT=109.25"", ""P0.18 POSITIONMSPEED=0.00""]",[],"[""H COLORMIXER=0.00"", ""H COLORRGB1=1.75"", ""H COLORRGB2=25.35"", ""H COLORRGB3=56.41"", ""H COLORRGB5=47.29"", ""H COLORMIXMODE=29.20"", ""P0.17 COLORMIXER=0.00"", ""P0.17 COLORRGB1=2.21"", ""P0.17 COLORRGB2=27.95"", ""P0.17 COLORRGB3=44.16"", ""P0.17 COLORRGB5=59.54"", ""P0.17 COLORMIXMODE=29.20"", ""P0.18 COLORMIXER=0.00"", ""P0.18 COLORRGB1=2.94"", ""P0.18 COLORRGB2=14.06"", ""P0.18 COLORRGB3=24.22"", ""P0.18 COLORRGB5=79.49"", ""P0.18 COLORMIXMODE=29.20""]","[""H ZOOM=50.00"", ""P0.17 ZOOM=43.50"", ""P0.18 ZOOM=43.50""]",[],"[""H LAMPCONTROL=0.00"", ""H CTC=0.00"", ""P0.17 LAMPCONTROL=0.00"", ""P0.17 CTC=0.00"", ""P0.17 PIXELEFFECTS=0.00"", ""P0.17 PIXELEFFECTSSPEED=0.00"", ""P0.17 PIXELEFFECTSFADE=0.00"", ""P0.18 LAMPCONTROL=0.00"", ""P0.18 CTC=0.00"", ""P0.18 PIXELEFFECTS=0.00"", ""P0.18 PIXELEFFECTSSPEED=0.00"", ""P0.18 PIXELEFFECTSFADE=0.00""]","[""0.17"", ""0.18""]",14,34
2,qju,19,Usinani 6:24,101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,19,Usinani 6:24,102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,19,Usinani 6:24,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,"[""P0.8 DIM=100.00"", ""P0.8 SHUTTER=18.90""]","[""P0.8 PAN=37.80"", ""P0.8 TILT=115.00"", ""P0.8 POSITIONMSPEED=0.00""]",[],"[""P0.8 COLORMIXER=0.00"", ""P0.8 COLORRGB1=1.96"", ""P0.8 COLORRGB2=9.66"", ""P0.8 COLORRGB3=46.15"", ""P0.8 COLORRGB5=57.26"", ""P0.8 COLORMIXMODE=29.20""]","[""P0.8 ZOOM=38.00""]",[],"[""P0.8 LAMPCONTROL=0.00"", ""P0.8 CTC=0.00""]","[""0.8""]",0,14
2,qju,19,Usinani 6:24,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,"[""P0.25 DIM=33.25"", ""P0.25 SHUTTER=18.90""]","[""P0.25 PAN=32.13"", ""P0.25 TILT=-87.40"", ""P0.25 POSITIONMSPEED=0.00""]",[],"[""P0.25 COLORMIXER=0.00"", ""P0.25 COLORRGB1=3.16"", ""P0.25 COLORRGB2=0.00"", ""P0.25 COLORRGB3=34.72"", ""P0.25 COLORRGB5=62.78"", ""P0.25 COLORMIXMODE=29.20""]","[""P0.25 ZOOM=79.50""]",[],"[""P0.25 LAMPCONTROL=0.00"", ""P0.25 CTC=0.00"", ""P0.25 PIXELEFFECTS=0.00"", ""P0.25 PIXELEFFECTSSPEED=0.00"", ""P0.25 PIXELEFFECTSFADE=0.00""]","[""0.25""]",0,17
2,qju,19,Usinani 6:24,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,"[""P0.25 DIM=20.00"", ""P0.25 SHUTTER=18.90""]","[""P0.25 PAN=-67.50"", ""P0.25 TILT=-92.00"", ""P0.25 POSITIONMSPEED=0.00""]",[],"[""P0.25 COLORMIXER=0.00"", ""P0.25 COLORRGB1=3.24"", ""P0.25 COLORRGB2=0.00"", ""P0.25 COLORRGB3=35.61"", ""P0.25 COLORRGB5=64.39"", ""P0.25 COLORMIXMODE=29.20""]","[""P0.25 ZOOM=33.00""]",[],"[""P0.25 LAMPCONTROL=0.00"", ""P0.25 CTC=0.00"", ""P0.25 PIXELEFFECTS=0.00"", ""P0.25 PIXELEFFECTSSPEED=0.00"", ""P0.25 PIXELEFFECTSFADE=0.00""]","[""0.25""]",0,17
2,qju,19,Usinani 6:24,201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,19,Usinani 6:24,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,20,Solo Zacatek Bert,2,HelDGB8S 2,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.025,[],[],[],[],[],[],[],[],0,0
2,qju,20,Solo Zacatek Bert,3,HelDGB8S 3,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.049,[],[],[],[],[],[],[],[],0,0
2,qju,20,Solo Zacatek Bert,4,HelDGB8S 4,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.073,[],[],[],[],[],[],[],[],0,0
2,qju,20,Solo Zacatek Bert,5,HelDGB8S 5,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.097,[],[],[],[],[],[],[],[],0,0
2,qju,20,Solo Zacatek Bert,6,HelDGB8S 6,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.121,[],[],[],[],[],[],[],[],0,0
2,qju,20,Solo Zacatek Bert,7,HelDGB8S 7,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.145,[],[],[],[],[],[],[],[],0,0
2,qju,20,Solo Zacatek Bert,8,HelDGB8S 8,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.169,[],[],[],[],[],[],[],[],0,0
2,qju,20,Solo Zacatek Bert,21,HelDGB8S 21,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.001,"[""H DIM=27.25""]",[],[],[],[],[],[],[],1,0
2,qju,20,Solo Zacatek Bert,22,HelDGB8S 22,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.025,"[""H DIM=27.25""]",[],[],[],[],[],[],[],1,0
2,qju,20,Solo Zacatek Bert,23,HelDGB8S 23,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.049,"[""H DIM=27.25""]",[],[],[],[],[],[],[],1,0
2,qju,20,Solo Zacatek Bert,24,HelDGB8S 24,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.073,"[""H DIM=27.25""]",[],[],[],[],[],[],[],1,0
2,qju,20,Solo Zacatek Bert,25,HelDGB8S 25,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.097,"[""H DIM=27.25""]",[],[],[],[],[],[],[],1,0
2,qju,20,Solo Zacatek Bert,26,HelDGB8S 26,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.121,"[""H DIM=27.25""]",[],[],[],[],[],[],[],1,0
2,qju,20,Solo Zacatek Bert,27,HelDGB8S 27,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.145,"[""H DIM=27.25""]",[],[],[],[],[],[],[],1,0
2,qju,20,Solo Zacatek Bert,28,HelDGB8S 28,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.169,"[""H DIM=27.25""]",[],[],[],[],[],[],[],1,0
2,qju,20,Solo Zacatek Bert,29,HelDGB8S 29,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.193,"[""H DIM=27.25""]",[],[],[],[],[],[],[],1,0
2,qju,20,Solo Zacatek Bert,30,HelDGB8S 30,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.217,"[""H DIM=27.25""]",[],[],[],[],[],[],[],1,0
2,qju,20,Solo Zacatek Bert,31,HelDGB8S 31,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.241,"[""H DIM=27.25""]",[],[],[],[],[],[],[],1,0
2,qju,20,Solo Zacatek Bert,32,HelDGB8S 32,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.265,"[""H DIM=27.25""]",[],[],[],[],[],[],[],1,0
2,qju,20,Solo Zacatek Bert,40,HelDGB8S 40,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.457,[],[],[],[],[],[],[],"[""4.10""]",0,0
2,qju,20,Solo Zacatek Bert,101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,"[""P0.28 DIM=50.00"", ""P0.28 SHUTTER=18.90""]","[""P0.28 PAN=-5.67"", ""P0.28 TILT=102.93"", ""P0.28 POSITIONMSPEED=0.00""]",[],"[""P0.28 COLORMIXER=0.00"", ""P0.28 COLORRGB1=1.67"", ""P0.28 COLORRGB2=29.31"", ""P0.28 COLORRGB3=58.69"", ""P0.28 COLORRGB5=45.01"", ""P0.28 COLORMIXMODE=29.20""]","[""P0.28 ZOOM=18.00""]",[],"[""P0.28 LAMPCONTROL=0.00"", ""P0.28 CTC=0.00"", ""P0.28 PIXELEFFECTS=0.00"", ""P0.28 PIXELEFFECTSSPEED=0.00"", ""P0.28 PIXELEFFECTSFADE=0.00""]","[""0.28""]",0,17
2,qju,20,Solo Zacatek Bert,102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,"[""P0.28 DIM=50.00"", ""P0.28 SHUTTER=18.90""]","[""P0.28 PAN=5.67"", ""P0.28 TILT=103.73"", ""P0.28 POSITIONMSPEED=0.00""]",[],"[""P0.28 COLORMIXER=0.00"", ""P0.28 COLORRGB1=1.67"", ""P0.28 COLORRGB2=29.31"", ""P0.28 COLORRGB3=58.69"", ""P0.28 COLORRGB5=45.01"", ""P0.28 COLORMIXMODE=29.20""]","[""P0.28 ZOOM=18.00""]",[],"[""P0.28 LAMPCONTROL=0.00"", ""P0.28 CTC=0.00"", ""P0.28 PIXELEFFECTS=0.00"", ""P0.28 PIXELEFFECTSSPEED=0.00"", ""P0.28 PIXELEFFECTSFADE=0.00""]","[""0.28""]",0,17
2,qju,20,Solo Zacatek Bert,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,20,Solo Zacatek Bert,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,[],"[""H PAN=-54.00"", ""H TILT=112.70""]",[],[],"[""H ZOOM=38.00""]",[],[],[],3,0
2,qju,20,Solo Zacatek Bert,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,20,Solo Zacatek Bert,201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,"[""H DIM=0.00""]","[""H PAN=2.97"", ""H TILT=104.65""]",[],"[""H COLORRGB1=1.67"", ""H COLORRGB2=29.31"", ""H COLORRGB3=58.69"", ""H COLORRGB5=45.01""]","[""H ZOOM=18.00""]",[],[],[],8,0
2,qju,20,Solo Zacatek Bert,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,"[""H DIM=0.00""]","[""H PAN=-3.51"", ""H TILT=108.10""]",[],"[""H COLORRGB1=1.67"", ""H COLORRGB2=29.31"", ""H COLORRGB3=58.69"", ""H COLORRGB5=45.01""]","[""H ZOOM=18.00""]",[],[],[],8,0
2,qju,21,cela plocha,2,HelDGB8S 2,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.025,[],[],[],[],[],[],[],[],0,0
2,qju,21,cela plocha,3,HelDGB8S 3,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.049,[],[],[],[],[],[],[],[],0,0
2,qju,21,cela plocha,4,HelDGB8S 4,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.073,[],[],[],[],[],[],[],[],0,0
2,qju,21,cela plocha,5,HelDGB8S 5,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.097,[],[],[],[],[],[],[],[],0,0
2,qju,21,cela plocha,6,HelDGB8S 6,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.121,[],[],[],[],[],[],[],[],0,0
2,qju,21,cela plocha,7,HelDGB8S 7,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.145,[],[],[],[],[],[],[],[],0,0
2,qju,21,cela plocha,8,HelDGB8S 8,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.169,[],[],[],[],[],[],[],[],0,0
2,qju,21,cela plocha,21,HelDGB8S 21,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.001,"[""H DIM=28.25""]",[],[],[],[],[],[],[],1,0
2,qju,21,cela plocha,22,HelDGB8S 22,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.025,"[""H DIM=28.25""]",[],[],[],[],[],[],[],1,0
2,qju,21,cela plocha,23,HelDGB8S 23,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.049,"[""H DIM=28.25""]",[],[],[],[],[],[],[],1,0
2,qju,21,cela plocha,24,HelDGB8S 24,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.073,"[""H DIM=28.25""]",[],[],[],[],[],[],[],1,0
2,qju,21,cela plocha,25,HelDGB8S 25,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.097,"[""H DIM=28.25""]",[],[],[],[],[],[],[],1,0
2,qju,21,cela plocha,26,HelDGB8S 26,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.121,"[""H DIM=28.25""]",[],[],[],[],[],[],[],1,0
2,qju,21,cela plocha,27,HelDGB8S 27,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.145,"[""H DIM=28.25""]",[],[],[],[],[],[],[],1,0
2,qju,21,cela plocha,28,HelDGB8S 28,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.169,"[""H DIM=28.25""]",[],[],[],[],[],[],[],1,0
2,qju,21,cela plocha,29,HelDGB8S 29,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.193,"[""H DIM=28.25""]",[],[],[],[],[],[],[],1,0
2,qju,21,cela plocha,30,HelDGB8S 30,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.217,"[""H DIM=28.25""]",[],[],[],[],[],[],[],1,0
2,qju,21,cela plocha,31,HelDGB8S 31,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.241,"[""H DIM=28.25""]",[],[],[],[],[],[],[],1,0
2,qju,21,cela plocha,32,HelDGB8S 32,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.265,"[""H DIM=28.25""]",[],[],[],[],[],[],[],1,0
2,qju,21,cela plocha,101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,"[""P0.37 DIM=100.00"", ""P0.37 SHUTTER=18.90""]","[""P0.37 PAN=0.81"", ""P0.37 TILT=100.97"", ""P0.37 POSITIONMSPEED=0.00""]",[],"[""P0.37 COLORMIXER=0.00"", ""P0.37 COLORRGB1=1.67"", ""P0.37 COLORRGB2=29.31"", ""P0.37 COLORRGB3=58.69"", ""P0.37 COLORRGB5=45.01"", ""P0.37 COLORMIXMODE=29.20""]","[""P0.37 ZOOM=60.00""]",[],"[""P0.37 LAMPCONTROL=0.00"", ""P0.37 CTC=0.00"", ""P0.37 PIXELEFFECTS=0.00"", ""P0.37 PIXELEFFECTSSPEED=0.00"", ""P0.37 PIXELEFFECTSFADE=0.00""]","[""0.37""]",0,17
2,qju,21,cela plocha,102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,"[""P0.37 DIM=100.00"", ""P0.37 SHUTTER=18.90""]","[""P0.37 PAN=0.54"", ""P0.37 TILT=101.20"", ""P0.37 POSITIONMSPEED=0.00""]",[],"[""P0.37 COLORMIXER=0.00"", ""P0.37 COLORRGB1=1.67"", ""P0.37 COLORRGB2=29.31"", ""P0.37 COLORRGB3=58.69"", ""P0.37 COLORRGB5=45.01"", ""P0.37 COLORMIXMODE=29.20""]","[""P0.37 ZOOM=60.00""]",[],"[""P0.37 LAMPCONTROL=0.00"", ""P0.37 CTC=0.00"", ""P0.37 PIXELEFFECTS=0.00"", ""P0.37 PIXELEFFECTSSPEED=0.00"", ""P0.37 PIXELEFFECTSFADE=0.00""]","[""0.37""]",0,17
2,qju,21,cela plocha,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,"[""H DIM=10.50"", ""P0.66 DIM=40.75"", ""P0.66 SHUTTER=18.90""]","[""H PAN=-53.46"", ""H TILT=112.70"", ""P0.66 PAN=92.61"", ""P0.66 TILT=104.65"", ""P0.66 POSITIONMSPEED=0.00""]",[],"[""H COLORRGB1=1.69"", ""H COLORRGB2=21.55"", ""H COLORRGB3=54.13"", ""H COLORRGB5=49.29"", ""P0.66 COLORMIXER=0.00"", ""P0.66 COLORRGB1=2.62"", ""P0.66 COLORRGB2=5.91"", ""P0.66 COLORRGB3=26.78"", ""P0.66 COLORRGB5=76.64"", ""P0.66 COLORMIXMODE=29.20""]","[""H ZOOM=38.00"", ""P0.66 ZOOM=52.50""]",[],"[""P0.66 LAMPCONTROL=0.00"", ""P0.66 CTC=0.00"", ""P0.66 PIXELEFFECTS=0.00"", ""P0.66 PIXELEFFECTSSPEED=0.00"", ""P0.66 PIXELEFFECTSFADE=0.00""]","[""0.66""]",8,17
2,qju,21,cela plocha,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,21,cela plocha,201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,"[""P0.37 DIM=100.00"", ""P0.37 SHUTTER=18.90""]","[""P0.37 PAN=-1.89"", ""P0.37 TILT=100.05"", ""P0.37 POSITIONMSPEED=0.00""]",[],"[""P0.37 COLORMIXER=0.00"", ""P0.37 COLORRGB1=1.67"", ""P0.37 COLORRGB2=29.31"", ""P0.37 COLORRGB3=58.69"", ""P0.37 COLORRGB5=45.01"", ""P0.37 COLORMIXMODE=29.20""]","[""P0.37 ZOOM=60.00""]",[],"[""P0.37 LAMPCONTROL=0.00"", ""P0.37 CTC=0.00"", ""P0.37 PIXELEFFECTS=0.00"", ""P0.37 PIXELEFFECTSSPEED=0.00"", ""P0.37 PIXELEFFECTSFADE=0.00""]","[""0.37""]",0,17
2,qju,21,cela plocha,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,"[""P0.37 DIM=100.00"", ""P0.37 SHUTTER=18.90""]","[""P0.37 PAN=3.24"", ""P0.37 TILT=98.90"", ""P0.37 POSITIONMSPEED=0.00""]",[],"[""P0.37 COLORMIXER=0.00"", ""P0.37 COLORRGB1=1.67"", ""P0.37 COLORRGB2=29.31"", ""P0.37 COLORRGB3=58.69"", ""P0.37 COLORRGB5=45.01"", ""P0.37 COLORMIXMODE=29.20""]","[""P0.37 ZOOM=60.00""]",[],"[""P0.37 LAMPCONTROL=0.00"", ""P0.37 CTC=0.00"", ""P0.37 PIXELEFFECTS=0.00"", ""P0.37 PIXELEFFECTSSPEED=0.00"", ""P0.37 PIXELEFFECTSFADE=0.00""]","[""0.37""]",0,17
2,qju,21.5,Zpatky stred,101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,"[""P0.76 DIM=70.25"", ""P0.76 SHUTTER=18.90""]","[""P0.76 PAN=-4.05"", ""P0.76 TILT=105.69"", ""P0.76 POSITIONMSPEED=0.00""]",[],"[""P0.76 COLORMIXER=0.00"", ""P0.76 COLORRGB1=1.67"", ""P0.76 COLORRGB2=29.31"", ""P0.76 COLORRGB3=58.69"", ""P0.76 COLORRGB5=45.01"", ""P0.76 COLORMIXMODE=29.20""]","[""P0.76 ZOOM=18.00""]",[],"[""P0.76 LAMPCONTROL=0.00"", ""P0.76 CTC=0.00"", ""P0.76 PIXELEFFECTS=0.00"", ""P0.76 PIXELEFFECTSSPEED=0.00"", ""P0.76 PIXELEFFECTSFADE=0.00""]","[""0.76""]",0,17
2,qju,21.5,Zpatky stred,102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,"[""P0.76 DIM=70.25"", ""P0.76 SHUTTER=18.90""]","[""P0.76 PAN=5.13"", ""P0.76 TILT=106.84"", ""P0.76 POSITIONMSPEED=0.00""]",[],"[""P0.76 COLORMIXER=0.00"", ""P0.76 COLORRGB1=1.67"", ""P0.76 COLORRGB2=29.31"", ""P0.76 COLORRGB3=58.69"", ""P0.76 COLORRGB5=45.01"", ""P0.76 COLORMIXMODE=29.20""]","[""P0.76 ZOOM=18.00""]",[],"[""P0.76 LAMPCONTROL=0.00"", ""P0.76 CTC=0.00"", ""P0.76 PIXELEFFECTS=0.00"", ""P0.76 PIXELEFFECTSSPEED=0.00"", ""P0.76 PIXELEFFECTSFADE=0.00""]","[""0.76""]",0,17
2,qju,21.5,Zpatky stred,201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,21.5,Zpatky stred,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
