sequence_number,sequence_name,cue_number,cue_name,fixture_id,fixture_name,fixture_type,fixture_patch,dimmer,position,gobo,color,beam,focus,control,preset_refs,hard_value_count,preset_value_count
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,2,HelDGB8S 2,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.025,"[""H DIM=45.00""]",[],[],[],[],[],[],"[""4.10""]",1,0
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,3,HelDGB8S 3,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.049,[],[],[],[],[],[],[],[],0,0
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,4,HelDGB8S 4,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.073,[],[],[],[],[],[],[],[],0,0
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,5,HelDGB8S 5,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.097,"[""H DIM=45.00""]",[],[],[],[],[],[],"[""4.10""]",1,0
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,6,HelDGB8S 6,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.121,[],[],[],[],[],[],[],[],0,0
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,7,HelDGB8S 7,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.145,[],[],[],[],[],[],[],[],0,0
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,8,HelDGB8S 8,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.169,[],[],[],[],[],[],[],[],0,0
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,15,HelDGB8S 15,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.337,"[""H DIM=45.00""]",[],[],[],[],[],[],"[""4.10""]",1,0
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,16,HelDGB8S 16,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.361,"[""H DIM=45.00""]",[],[],[],[],[],[],"[""4.10""]",1,0
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,21,HelDGB8S 21,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.001,"[""H DIM=46.50""]",[],[],[],[],[],[],"[""4.10""]",1,0
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,25,HelDGB8S 25,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.097,"[""H DIM=46.50""]",[],[],[],[],[],[],"[""4.10""]",1,0
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,28,HelDGB8S 28,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.169,"[""H DIM=46.50""]",[],[],[],[],[],[],"[""4.10""]",1,0
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,31,HelDGB8S 31,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.241,"[""H DIM=46.50""]",[],[],[],[],[],[],"[""4.10""]",1,0
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,37,HelDGB8S 37,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.385,"[""H DIM=46.50""]",[],[],[],[],[],[],"[""4.10""]",1,0
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,38,HelDGB8S 38,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.409,"[""H DIM=46.50""]",[],[],[],[],[],[],"[""4.10""]",1,0
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,39,HelDGB8S 39,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.433,"[""H DIM=46.50""]",[],[],[],[],[],[],"[""4.10""]",1,0
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,"[""H DIM=0.00"", ""P0.5 DIM=100.00"", ""P0.5 SHUTTER=18.90""]","[""P0.5 PAN=-3.51"", ""P0.5 TILT=102.35"", ""P0.5 POSITIONMSPEED=0.00""]",[],[],"[""P0.5 ZOOM=60.00""]",[],"[""P0.5 LAMPCONTROL=0.00"", ""P0.5 PIXELEFFECTS=0.00"", ""P0.5 PIXELEFFECTSSPEED=0.00"", ""P0.5 PIXELEFFECTSFADE=0.00""]","[""0.5""]",1,10
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,"[""H DIM=0.00"", ""P0.5 DIM=100.00"", ""P0.5 SHUTTER=18.90""]","[""P0.5 PAN=2.43"", ""P0.5 TILT=104.54"", ""P0.5 POSITIONMSPEED=0.00""]",[],[],"[""P0.5 ZOOM=60.00""]",[],"[""P0.5 LAMPCONTROL=0.00"", ""P0.5 PIXELEFFECTS=0.00"", ""P0.5 PIXELEFFECTSSPEED=0.00"", ""P0.5 PIXELEFFECTSFADE=0.00""]","[""0.5""]",1,10
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,"[""P0.12 DIM=25.50"", ""P0.12 SHUTTER=18.90"", ""P0.68 DIM=23.25"", ""P0.68 SHUTTER=18.90""]","[""P0.12 PAN=-56.43"", ""P0.12 TILT=110.40"", ""P0.12 POSITIONMSPEED=0.00"", ""P0.68 PAN=-54.00"", ""P0.68 TILT=112.70"", ""P0.68 POSITIONMSPEED=0.00""]",[],"[""P0.12 COLORMIXER=0.00"", ""P0.12 COLORRGB1=1.69"", ""P0.12 COLORRGB2=21.55"", ""P0.12 COLORRGB3=54.13"", ""P0.12 COLORRGB5=49.29"", ""P0.12 COLORMIXMODE=29.20"", ""P0.68 COLORMIXER=0.00"", ""P0.68 COLORRGB1=35.61"", ""P0.68 COLORRGB2=19.72"", ""P0.68 COLORRGB3=2.32"", ""P0.68 COLORRGB5=67.81"", ""P0.68 COLORMIXMODE=29.20""]","[""P0.12 ZOOM=32.00"", ""P0.68 ZOOM=38.00""]",[],"[""P0.12 LAMPCONTROL=0.00"", ""P0.12 CTC=0.00"", ""P0.12 PIXELEFFECTS=0.00"", ""P0.12 PIXELEFFECTSSPEED=0.00"", ""P0.12 PIXELEFFECTSFADE=0.00"", ""P0.68 LAMPCONTROL=0.00"", ""P0.68 CTC=0.00"", ""P0.68 PIXELEFFECTS=0.00"", ""P0.68 PIXELEFFECTSSPEED=0.00"", ""P0.68 PIXELEFFECTSFADE=0.00""]","[""0.12"", ""0.68""]",0,34
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,"[""H DIM=60.00"", ""P0.26 DIM=57.75"", ""P0.26 SHUTTER=18.90""]","[""P0.26 PAN=69.12"", ""P0.26 TILT=-88.55"", ""P0.26 POSITIONMSPEED=0.00""]",[],"[""H COLORRGB1=2.05"", ""H COLORRGB2=0.00"", ""H COLORRGB3=30.00"", ""H COLORRGB5=67.50"", ""P0.26 COLORMIXER=0.00"", ""P0.26 COLORRGB1=23.89"", ""P0.26 COLORRGB2=20.99"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=73.61"", ""P0.26 COLORMIXMODE=29.20""]","[""P0.26 ZOOM=77.50""]",[],"[""P0.26 LAMPCONTROL=0.00"", ""P0.26 CTC=0.00"", ""P0.26 PIXELEFFECTS=0.00"", ""P0.26 PIXELEFFECTSSPEED=0.00"", ""P0.26 PIXELEFFECTSFADE=0.00""]","[""0.26""]",5,17
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,"[""H DIM=60.00"", ""P0.26 DIM=57.75"", ""P0.26 SHUTTER=18.90""]","[""P0.26 PAN=-69.93"", ""P0.26 TILT=-87.63"", ""P0.26 POSITIONMSPEED=0.00""]",[],"[""H COLORRGB1=2.10"", ""H COLORRGB2=0.00"", ""H COLORRGB3=30.77"", ""H COLORRGB5=69.23"", ""P0.26 COLORMIXER=0.00"", ""P0.26 COLORRGB1=24.50"", ""P0.26 COLORRGB2=21.53"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=75.50"", ""P0.26 COLORMIXMODE=29.20""]","[""P0.26 ZOOM=85.00""]",[],"[""P0.26 LAMPCONTROL=0.00"", ""P0.26 CTC=0.00"", ""P0.26 PIXELEFFECTS=0.00"", ""P0.26 PIXELEFFECTSSPEED=0.00"", ""P0.26 PIXELEFFECTSFADE=0.00""]","[""0.26""]",5,17
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,"[""H DIM=0.00"", ""P0.5 DIM=100.00"", ""P0.5 SHUTTER=18.90""]","[""P0.5 PAN=-3.24"", ""P0.5 TILT=105.23"", ""P0.5 POSITIONMSPEED=0.00""]",[],[],"[""P0.5 ZOOM=60.00""]",[],"[""P0.5 LAMPCONTROL=0.00"", ""P0.5 PIXELEFFECTS=0.00"", ""P0.5 PIXELEFFECTSSPEED=0.00"", ""P0.5 PIXELEFFECTSFADE=0.00""]","[""0.5""]",1,10
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,"[""H DIM=0.00"", ""P0.5 DIM=100.00"", ""P0.5 SHUTTER=18.90""]","[""P0.5 PAN=4.86"", ""P0.5 TILT=101.89"", ""P0.5 POSITIONMSPEED=0.00""]",[],[],"[""P0.5 ZOOM=60.00""]",[],"[""P0.5 LAMPCONTROL=0.00"", ""P0.5 PIXELEFFECTS=0.00"", ""P0.5 PIXELEFFECTSSPEED=0.00"", ""P0.5 PIXELEFFECTSFADE=0.00""]","[""0.5""]",1,10
2,qju,39,Trio - Holky tahnou Jona,104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,"[""H DIM=39.75""]",[],[],[],[],[],[],"[""4.20""]",1,0
2,qju,39,Trio - Holky tahnou Jona,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,"[""H DIM=39.75""]",[],[],[],[],[],[],"[""4.20""]",1,0
2,qju,39,Trio - Holky tahnou Jona,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,"[""H DIM=23.25""]",[],[],"[""H COLORRGB1=35.61"", ""H COLORRGB2=19.72"", ""H COLORRGB3=2.32"", ""H COLORRGB5=67.81""]",[],[],[],[],5,0
2,qju,39,Trio - Holky tahnou Jona,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,"[""H DIM=54.75""]",[],[],[],[],[],[],[],1,0
2,qju,39,Trio - Holky tahnou Jona,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,"[""H DIM=54.75""]",[],[],[],[],[],[],[],1,0
2,qju,40,Prichazi dalsi s asterama,2,HelDGB8S 2,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.025,"[""H DIM=100.00""]",[],[],[],[],[],[],[],1,0
2,qju,40,Prichazi dalsi s asterama,3,HelDGB8S 3,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.049,"[""H DIM=41.25""]",[],[],[],[],[],[],"[""4.10""]",1,0
2,qju,40,Prichazi dalsi s asterama,4,HelDGB8S 4,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.073,"[""H DIM=41.25""]",[],[],[],[],[],[],"[""4.10""]",1,0
2,qju,40,Prichazi dalsi s asterama,5,HelDGB8S 5,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.097,"[""H DIM=100.00""]",[],[],[],[],[],[],[],1,0
2,qju,40,Prichazi dalsi s asterama,6,HelDGB8S 6,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.121,"[""H DIM=41.00""]",[],[],[],[],[],[],"[""4.10""]",1,0
2,qju,40,Prichazi dalsi s asterama,7,HelDGB8S 7,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.145,[],[],[],[],[],[],[],[],0,0
2,qju,40,Prichazi dalsi s asterama,8,HelDGB8S 8,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.169,[],[],[],[],[],[],[],[],0,0
2,qju,40,Prichazi dalsi s asterama,9,HelDGB8S 9,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.193,"[""H DIM=41.25""]",[],[],[],[],[],[],"[""4.10""]",1,0
2,qju,40,Prichazi dalsi s asterama,11,HelDGB8S 11,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.241,"[""H DIM=41.25""]",[],[],[],[],[],[],"[""4.10""]",1,0
2,qju,40,Prichazi dalsi s asterama,13,HelDGB8S 13,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.289,"[""H DIM=41.25""]",[],[],[],[],[],[],"[""4.10""]",1,0
2,qju,40,Prichazi dalsi s asterama,15,HelDGB8S 15,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.337,"[""H DIM=100.00""]",[],[],[],[],[],[],[],1,0
2,qju,40,Prichazi dalsi s asterama,16,HelDGB8S 16,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.361,"[""H DIM=100.00""]",[],[],[],[],[],[],[],1,0
2,qju,40,Prichazi dalsi s asterama,17,HelDGB8S 17,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.385,"[""H DIM=41.25""]",[],[],[],[],[],[],"[""4.10""]",1,0
2,qju,40,Prichazi dalsi s asterama,18,HelDGB8S 18,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.409,"[""H DIM=41.25""]",[],[],[],[],[],[],"[""4.10""]",1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,2,HelDGB8S 2,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.025,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,3,HelDGB8S 3,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.049,"[""H DIM=100.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,4,HelDGB8S 4,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.073,"[""H DIM=100.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,5,HelDGB8S 5,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.097,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,6,HelDGB8S 6,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.121,"[""H DIM=100.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,7,HelDGB8S 7,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.145,[],[],[],[],[],[],[],[],0,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,8,HelDGB8S 8,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.169,[],[],[],[],[],[],[],[],0,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,9,HelDGB8S 9,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.193,"[""H DIM=100.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,11,HelDGB8S 11,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.241,"[""H DIM=100.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,13,HelDGB8S 13,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.289,"[""H DIM=100.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,15,HelDGB8S 15,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.337,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,16,HelDGB8S 16,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.361,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,17,HelDGB8S 17,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.385,"[""H DIM=100.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,18,HelDGB8S 18,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.409,"[""H DIM=100.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,21,HelDGB8S 21,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.001,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,25,HelDGB8S 25,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.097,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,28,HelDGB8S 28,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.169,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,31,HelDGB8S 31,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.241,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,37,HelDGB8S 37,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.385,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,38,HelDGB8S 38,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.409,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,39,HelDGB8S 39,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.433,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,41,Jdou k nemu do rohu - Pouze astery,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,42,W.spot pryc,2,HelDGB8S 2,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.025,[],[],[],[],[],[],[],[],0,0
2,qju,42,W.spot pryc,3,HelDGB8S 3,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.049,[],[],[],[],[],[],[],[],0,0
2,qju,42,W.spot pryc,4,HelDGB8S 4,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.073,[],[],[],[],[],[],[],[],0,0
2,qju,42,W.spot pryc,5,HelDGB8S 5,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.097,[],[],[],[],[],[],[],[],0,0
2,qju,42,W.spot pryc,6,HelDGB8S 6,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.121,[],[],[],[],[],[],[],[],0,0
2,qju,42,W.spot pryc,7,HelDGB8S 7,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.145,[],[],[],[],[],[],[],[],0,0
2,qju,42,W.spot pryc,8,HelDGB8S 8,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.169,[],[],[],[],[],[],[],[],0,0
2,qju,42,W.spot pryc,21,HelDGB8S 21,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.001,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,42,W.spot pryc,25,HelDGB8S 25,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.097,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,42,W.spot pryc,28,HelDGB8S 28,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.169,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,42,W.spot pryc,31,HelDGB8S 31,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.241,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,42,W.spot pryc,37,HelDGB8S 37,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.385,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,42,W.spot pryc,38,HelDGB8S 38,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.409,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,42,W.spot pryc,39,HelDGB8S 39,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.433,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,42,W.spot pryc,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,43,Zhasnuti astery..Odkuleni c.9,2,HelDGB8S 2,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.025,[],[],[],[],[],[],[],[],0,0
2,qju,43,Zhasnuti astery..Odkuleni c.9,3,HelDGB8S 3,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.049,[],[],[],[],[],[],[],[],0,0
2,qju,43,Zhasnuti astery..Odkuleni c.9,4,HelDGB8S 4,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.073,[],[],[],[],[],[],[],[],0,0
2,qju,43,Zhasnuti astery..Odkuleni c.9,5,HelDGB8S 5,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.097,[],[],[],[],[],[],[],[],0,0
2,qju,43,Zhasnuti astery..Odkuleni c.9,6,HelDGB8S 6,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.121,[],[],[],[],[],[],[],[],0,0
2,qju,43,Zhasnuti astery..Odkuleni c.9,7,HelDGB8S 7,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.145,[],[],[],[],[],[],[],[],0,0
2,qju,43,Zhasnuti astery..Odkuleni c.9,8,HelDGB8S 8,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.169,[],[],[],[],[],[],[],[],0,0
2,qju,43,Zhasnuti astery..Odkuleni c.9,9,HelDGB8S 9,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.193,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,43,Zhasnuti astery..Odkuleni c.9,21,HelDGB8S 21,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.001,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,43,Zhasnuti astery..Odkuleni c.9,25,HelDGB8S 25,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.097,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,43,Zhasnuti astery..Odkuleni c.9,28,HelDGB8S 28,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.169,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,43,Zhasnuti astery..Odkuleni c.9,31,HelDGB8S 31,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.241,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,43,Zhasnuti astery..Odkuleni c.9,37,HelDGB8S 37,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.385,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,43,Zhasnuti astery..Odkuleni c.9,38,HelDGB8S 38,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.409,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,43,Zhasnuti astery..Odkuleni c.9,39,HelDGB8S 39,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.433,"[""H DIM=0.00""]",[],[],[],[],[],[],[],1,0
2,qju,44,Duet - velky nebe -HNED,2,HelDGB8S 2,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.025,[],[],[],[],[],[],[],[],0,0
2,qju,44,Duet - velky nebe -HNED,3,HelDGB8S 3,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.049,[],[],[],[],[],[],[],[],0,0
2,qju,44,Duet - velky nebe -HNED,101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,"[""H DIM=40.00"", ""P0.5 DIM=100.00"", ""P0.5 SHUTTER=18.90"", ""P0.50 DIM=45.00"", ""P0.50 SHUTTER=18.90""]","[""P0.5 PAN=-3.51"", ""P0.5 TILT=102.35"", ""P0.5 POSITIONMSPEED=0.00"", ""P0.50 PAN=-5.13"", ""P0.50 TILT=103.39"", ""P0.50 POSITIONMSPEED=0.00""]",[],"[""H COLORRGB1=49.57"", ""H COLORRGB2=32.67"", ""H COLORRGB3=0.00"", ""H COLORRGB5=50.43"", ""P0.50 COLORMIXER=0.00"", ""P0.50 COLORRGB1=39.60"", ""P0.50 COLORRGB2=31.50"", ""P0.50 COLORRGB3=0.00"", ""P0.50 COLORRGB5=60.40"", ""P0.50 COLORMIXMODE=29.20""]","[""P0.5 ZOOM=60.00"", ""P0.50 ZOOM=0.00""]",[],"[""P0.5 LAMPCONTROL=0.00"", ""P0.5 PIXELEFFECTS=0.00"", ""P0.5 PIXELEFFECTSSPEED=0.00"", ""P0.5 PIXELEFFECTSFADE=0.00"", ""P0.50 LAMPCONTROL=0.00"", ""P0.50 CTC=0.00"", ""P0.50 PIXELEFFECTS=0.00"", ""P0.50 PIXELEFFECTSSPEED=0.00"", ""P0.50 PIXELEFFECTSFADE=0.00""]","[""0.5"", ""0.50""]",5,27
