id,preset_type,number,name,fixture_ids,channel_ids,patch_target_keys,fixture_details,references,source_file
preset:0.52:Studio54_preset_0.xml:31,0,0.52,Zacatek lidi,1 5 7 21 2 3 4 6 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 25 26 41 42 43 44 45 46 47 48 49 50 51 52,,fixture:1 | fixture:5 | fixture:7 | fixture:21 | subfixture:21:2 | subfixture:21:3 | subfixture:21:4 | subfixture:21:5 | subfixture:21:6 | subfixture:21:7 | subfixture:21:8 | subfixture:21:9 | subfixture:21:10 | subfixture:21:11 | subfixture:21:12 | subfixture:21:13 | subfixture:21:14 | subfixture:21:15 | subfixture:21:16 | subfixture:21:17 | subfixture:21:18 | subfixture:21:19 | subfixture:21:20 | subfixture:21:21 | subfixture:21:22 | subfixture:21:23 | fixture:22 | subfixture:22:2 | subfixture:22:3 | subfixture:22:4 | subfixture:22:5 | subfixture:22:6 | subfixture:22:7 | subfixture:22:8 | subfixture:22:9 | subfixture:22:10 | subfixture:22:11 | subfixture:22:12 | subfixture:22:13 | subfixture:22:14 | subfixture:22:15 | subfixture:22:16 | subfixture:22:17 | subfixture:22:18 | subfixture:22:19 | subfixture:22:20 | subfixture:22:21 | subfixture:22:22 | subfixture:22:23 | fixture:23 | subfixture:23:2 | subfixture:23:3 | subfixture:23:4 | subfixture:23:5 | subfixture:23:6 | subfixture:23:7 | subfixture:23:8 | subfixture:23:9 | subfixture:23:10 | subfixture:23:11 | subfixture:23:12 | subfixture:23:13 | subfixture:23:14 | subfixture:23:15 | subfixture:23:16 | subfixture:23:17 | subfixture:23:18 | subfixture:23:19 | subfixture:23:20 | subfixture:23:21 | subfixture:23:22 | subfixture:23:23 | fixture:24 | subfixture:24:2 | subfixture:24:3 | subfixture:24:4 | subfixture:24:5 | subfixture:24:6 | subfixture:24:7 | subfixture:24:8 | subfixture:24:9 | subfixture:24:10 | subfixture:24:11 | subfixture:24:12 | subfixture:24:13 | subfixture:24:14 | subfixture:24:15 | subfixture:24:16 | subfixture:24:17 | subfixture:24:18 | subfixture:24:19 | subfixture:24:20 | subfixture:24:21 | subfixture:24:22 | subfixture:24:23 | fixture:25 | subfixture:25:2 | subfixture:25:3 | subfixture:25:4 | subfixture:25:5 | subfixture:25:6 | subfixture:25:7 | subfixture:25:8 | subfixture:25:9 | subfixture:25:10 | subfixture:25:11 | subfixture:25:12 | subfixture:25:13 | subfixture:25:14 | subfixture:25:15 | subfixture:25:16 | subfixture:25:17 | subfixture:25:18 | subfixture:25:19 | subfixture:25:20 | subfixture:25:21 | subfixture:25:22 | subfixture:25:23 | fixture:26 | subfixture:26:2 | subfixture:26:3 | subfixture:26:4 | subfixture:26:5 | subfixture:26:6 | subfixture:26:7 | subfixture:26:8 | subfixture:26:9 | subfixture:26:10 | subfixture:26:11 | subfixture:26:12 | subfixture:26:13 | subfixture:26:14 | subfixture:26:15 | subfixture:26:16 | subfixture:26:17 | subfixture:26:18 | subfixture:26:19 | subfixture:26:20 | subfixture:26:21 | subfixture:26:22 | subfixture:26:23 | fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52,1 | Fixture 1 || 5 | Fixture 5 || 7 | Fixture 7 || 21 | Fixture 21 || 2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 6 | Fixture 6 || 8 | Fixture 8 || 9 | Fixture 9 || 10 | Fixture 10 || 11 | Fixture 11 || 12 | Fixture 12 || 13 | Fixture 13 || 14 | Fixture 14 || 15 | Fixture 15 || 16 | Fixture 16 || 17 | Fixture 17 || 18 | Fixture 18 || 19 | Fixture 19 || 20 | Fixture 20 || 22 | Fixture 22 || 23 | Fixture 23 || 24 | Fixture 24 || 25 | Fixture 25 || 26 | Fixture 26 || 41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111,,exports\Studio54_preset_0.xml
preset:0.53:Studio54_preset_0.xml:32,0,0.53,Astery Start,71 72 73 74 75 76 77 78 31,31,fixture:71 | fixture:72 | fixture:73 | fixture:74 | fixture:75 | fixture:76 | fixture:77 | fixture:78 | channel:31,71 | HelM1 1 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.001 || 72 | HelM1 2 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.004 || 73 | HelM1 3 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.007 || 74 | HelM1 4 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.010 || 75 | HelM1 5 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.013 || 76 | HelM1 6 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.016 || 77 | HelM1 7 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.019 || 78 | HelM1 8 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.022 || 31 | Fixture 31,,exports\Studio54_preset_0.xml
preset:0.54:Studio54_preset_0.xml:33,0,0.54,Spii start na blesky,2 3 4 6 7 8,,fixture:2 | fixture:3 | fixture:4 | fixture:6 | fixture:7 | fixture:8,2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 6 | Fixture 6 || 7 | Fixture 7 || 8 | Fixture 8,,exports\Studio54_preset_0.xml
preset:0.55:Studio54_preset_0.xml:34,0,0.55,Zebrik,11,,fixture:11,11 | Fixture 11,,exports\Studio54_preset_0.xml
preset:0.56:Studio54_preset_0.xml:35,0,0.56,vytah,27 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 28,,fixture:27 | subfixture:27:2 | subfixture:27:3 | subfixture:27:4 | subfixture:27:5 | subfixture:27:6 | subfixture:27:7 | subfixture:27:8 | subfixture:27:9 | subfixture:27:10 | subfixture:27:11 | subfixture:27:12 | subfixture:27:13 | subfixture:27:14 | subfixture:27:15 | subfixture:27:16 | subfixture:27:17 | subfixture:27:18 | subfixture:27:19 | subfixture:27:20 | subfixture:27:21 | subfixture:27:22 | subfixture:27:23 | fixture:28 | subfixture:28:2 | subfixture:28:3 | subfixture:28:4 | subfixture:28:5 | subfixture:28:6 | subfixture:28:7 | subfixture:28:8 | subfixture:28:9 | subfixture:28:10 | subfixture:28:11 | subfixture:28:12 | subfixture:28:13 | subfixture:28:14 | subfixture:28:15 | subfixture:28:16 | subfixture:28:17 | subfixture:28:18 | subfixture:28:19 | subfixture:28:20 | subfixture:28:21 | subfixture:28:22 | subfixture:28:23,27 | Fixture 27 || 2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 5 | Fixture 5 || 6 | Fixture 6 || 7 | Fixture 7 || 8 | Fixture 8 || 9 | Fixture 9 || 10 | Fixture 10 || 11 | Fixture 11 || 12 | Fixture 12 || 13 | Fixture 13 || 14 | Fixture 14 || 15 | Fixture 15 || 16 | Fixture 16 || 17 | Fixture 17 || 18 | Fixture 18 || 19 | Fixture 19 || 20 | Fixture 20 || 21 | Fixture 21 || 22 | Fixture 22 || 23 | Fixture 23 || 28 | Fixture 28,,exports\Studio54_preset_0.xml
preset:0.57:Studio54_preset_0.xml:36,0,0.57,Miki lavka prejezd,16,,fixture:16,16 | Fixture 16,,exports\Studio54_preset_0.xml
preset:0.58:Studio54_preset_0.xml:37,0,0.58,Projzi scan,41 42 43 44 45 46 47 48 49 50 51 52,,fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52,41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111,,exports\Studio54_preset_0.xml
preset:0.59:Studio54_preset_0.xml:38,0,0.59,Preset 0.59,21 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 25 26,,fixture:21 | subfixture:21:2 | subfixture:21:3 | subfixture:21:4 | subfixture:21:5 | subfixture:21:6 | subfixture:21:7 | subfixture:21:8 | subfixture:21:9 | subfixture:21:10 | subfixture:21:11 | subfixture:21:12 | subfixture:21:13 | subfixture:21:14 | subfixture:21:15 | subfixture:21:16 | subfixture:21:17 | subfixture:21:18 | subfixture:21:19 | subfixture:21:20 | subfixture:21:21 | subfixture:21:22 | subfixture:21:23 | fixture:22 | subfixture:22:2 | subfixture:22:3 | subfixture:22:4 | subfixture:22:5 | subfixture:22:6 | subfixture:22:7 | subfixture:22:8 | subfixture:22:9 | subfixture:22:10 | subfixture:22:11 | subfixture:22:12 | subfixture:22:13 | subfixture:22:14 | subfixture:22:15 | subfixture:22:16 | subfixture:22:17 | subfixture:22:18 | subfixture:22:19 | subfixture:22:20 | subfixture:22:21 | subfixture:22:22 | subfixture:22:23 | fixture:23 | subfixture:23:2 | subfixture:23:3 | subfixture:23:4 | subfixture:23:5 | subfixture:23:6 | subfixture:23:7 | subfixture:23:8 | subfixture:23:9 | subfixture:23:10 | subfixture:23:11 | subfixture:23:12 | subfixture:23:13 | subfixture:23:14 | subfixture:23:15 | subfixture:23:16 | subfixture:23:17 | subfixture:23:18 | subfixture:23:19 | subfixture:23:20 | subfixture:23:21 | subfixture:23:22 | subfixture:23:23 | fixture:24 | subfixture:24:2 | subfixture:24:3 | subfixture:24:4 | subfixture:24:5 | subfixture:24:6 | subfixture:24:7 | subfixture:24:8 | subfixture:24:9 | subfixture:24:10 | subfixture:24:11 | subfixture:24:12 | subfixture:24:13 | subfixture:24:14 | subfixture:24:15 | subfixture:24:16 | subfixture:24:17 | subfixture:24:18 | subfixture:24:19 | subfixture:24:20 | subfixture:24:21 | subfixture:24:22 | subfixture:24:23 | fixture:25 | subfixture:25:2 | subfixture:25:3 | subfixture:25:4 | subfixture:25:5 | subfixture:25:6 | subfixture:25:7 | subfixture:25:8 | subfixture:25:9 | subfixture:25:10 | subfixture:25:11 | subfixture:25:12 | subfixture:25:13 | subfixture:25:14 | subfixture:25:15 | subfixture:25:16 | subfixture:25:17 | subfixture:25:18 | subfixture:25:19 | subfixture:25:20 | subfixture:25:21 | subfixture:25:22 | subfixture:25:23 | fixture:26 | subfixture:26:2 | subfixture:26:3 | subfixture:26:4 | subfixture:26:5 | subfixture:26:6 | subfixture:26:7 | subfixture:26:8 | subfixture:26:9 | subfixture:26:10 | subfixture:26:11 | subfixture:26:12 | subfixture:26:13 | subfixture:26:14 | subfixture:26:15 | subfixture:26:16 | subfixture:26:17 | subfixture:26:18 | subfixture:26:19 | subfixture:26:20 | subfixture:26:21 | subfixture:26:22 | subfixture:26:23,21 | Fixture 21 || 2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 5 | Fixture 5 || 6 | Fixture 6 || 7 | Fixture 7 || 8 | Fixture 8 || 9 | Fixture 9 || 10 | Fixture 10 || 11 | Fixture 11 || 12 | Fixture 12 || 13 | Fixture 13 || 14 | Fixture 14 || 15 | Fixture 15 || 16 | Fixture 16 || 17 | Fixture 17 || 18 | Fixture 18 || 19 | Fixture 19 || 20 | Fixture 20 || 22 | Fixture 22 || 23 | Fixture 23 || 24 | Fixture 24 || 25 | Fixture 25 || 26 | Fixture 26,,exports\Studio54_preset_0.xml
preset:0.60:Studio54_preset_0.xml:39,0,0.60,spii stred,1 2 3 4 5 6 7 8,,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8,1 | Fixture 1 || 2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 5 | Fixture 5 || 6 | Fixture 6 || 7 | Fixture 7 || 8 | Fixture 8,,exports\Studio54_preset_0.xml
preset:0.62:Studio54_preset_0.xml:40,0,0.62,tetra do zad,21 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 25 26,,fixture:21 | subfixture:21:2 | subfixture:21:3 | subfixture:21:4 | subfixture:21:5 | subfixture:21:6 | subfixture:21:7 | subfixture:21:8 | subfixture:21:9 | subfixture:21:10 | subfixture:21:11 | subfixture:21:12 | subfixture:21:13 | subfixture:21:14 | subfixture:21:15 | subfixture:21:16 | subfixture:21:17 | subfixture:21:18 | subfixture:21:19 | subfixture:21:20 | subfixture:21:21 | subfixture:21:22 | subfixture:21:23 | fixture:22 | subfixture:22:2 | subfixture:22:3 | subfixture:22:4 | subfixture:22:5 | subfixture:22:6 | subfixture:22:7 | subfixture:22:8 | subfixture:22:9 | subfixture:22:10 | subfixture:22:11 | subfixture:22:12 | subfixture:22:13 | subfixture:22:14 | subfixture:22:15 | subfixture:22:16 | subfixture:22:17 | subfixture:22:18 | subfixture:22:19 | subfixture:22:20 | subfixture:22:21 | subfixture:22:22 | subfixture:22:23 | fixture:23 | subfixture:23:2 | subfixture:23:3 | subfixture:23:4 | subfixture:23:5 | subfixture:23:6 | subfixture:23:7 | subfixture:23:8 | subfixture:23:9 | subfixture:23:10 | subfixture:23:11 | subfixture:23:12 | subfixture:23:13 | subfixture:23:14 | subfixture:23:15 | subfixture:23:16 | subfixture:23:17 | subfixture:23:18 | subfixture:23:19 | subfixture:23:20 | subfixture:23:21 | subfixture:23:22 | subfixture:23:23 | fixture:24 | subfixture:24:2 | subfixture:24:3 | subfixture:24:4 | subfixture:24:5 | subfixture:24:6 | subfixture:24:7 | subfixture:24:8 | subfixture:24:9 | subfixture:24:10 | subfixture:24:11 | subfixture:24:12 | subfixture:24:13 | subfixture:24:14 | subfixture:24:15 | subfixture:24:16 | subfixture:24:17 | subfixture:24:18 | subfixture:24:19 | subfixture:24:20 | subfixture:24:21 | subfixture:24:22 | subfixture:24:23 | fixture:25 | subfixture:25:2 | subfixture:25:3 | subfixture:25:4 | subfixture:25:5 | subfixture:25:6 | subfixture:25:7 | subfixture:25:8 | subfixture:25:9 | subfixture:25:10 | subfixture:25:11 | subfixture:25:12 | subfixture:25:13 | subfixture:25:14 | subfixture:25:15 | subfixture:25:16 | subfixture:25:17 | subfixture:25:18 | subfixture:25:19 | subfixture:25:20 | subfixture:25:21 | subfixture:25:22 | subfixture:25:23 | fixture:26 | subfixture:26:2 | subfixture:26:3 | subfixture:26:4 | subfixture:26:5 | subfixture:26:6 | subfixture:26:7 | subfixture:26:8 | subfixture:26:9 | subfixture:26:10 | subfixture:26:11 | subfixture:26:12 | subfixture:26:13 | subfixture:26:14 | subfixture:26:15 | subfixture:26:16 | subfixture:26:17 | subfixture:26:18 | subfixture:26:19 | subfixture:26:20 | subfixture:26:21 | subfixture:26:22 | subfixture:26:23,21 | Fixture 21 || 2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 5 | Fixture 5 || 6 | Fixture 6 || 7 | Fixture 7 || 8 | Fixture 8 || 9 | Fixture 9 || 10 | Fixture 10 || 11 | Fixture 11 || 12 | Fixture 12 || 13 | Fixture 13 || 14 | Fixture 14 || 15 | Fixture 15 || 16 | Fixture 16 || 17 | Fixture 17 || 18 | Fixture 18 || 19 | Fixture 19 || 20 | Fixture 20 || 22 | Fixture 22 || 23 | Fixture 23 || 24 | Fixture 24 || 25 | Fixture 25 || 26 | Fixture 26,,exports\Studio54_preset_0.xml
preset:0.63:Studio54_preset_0.xml:41,0,0.63,spot kejs,15,,fixture:15,15 | Fixture 15,,exports\Studio54_preset_0.xml
preset:0.68:Studio54_preset_0.xml:42,0,0.68,Preset 0.68,41 42 43 44 45 46 47 48 49 50 51 52,,fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52,41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111,,exports\Studio54_preset_0.xml
preset:0.69:Studio54_preset_0.xml:43,0,0.69,Preset 0.69,21 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 25 26,,fixture:21 | subfixture:21:2 | subfixture:21:3 | subfixture:21:4 | subfixture:21:5 | subfixture:21:6 | subfixture:21:7 | subfixture:21:8 | subfixture:21:9 | subfixture:21:10 | subfixture:21:11 | subfixture:21:12 | subfixture:21:13 | subfixture:21:14 | subfixture:21:15 | subfixture:21:16 | subfixture:21:17 | subfixture:21:18 | subfixture:21:19 | subfixture:21:20 | subfixture:21:21 | subfixture:21:22 | subfixture:21:23 | fixture:22 | subfixture:22:2 | subfixture:22:3 | subfixture:22:4 | subfixture:22:5 | subfixture:22:6 | subfixture:22:7 | subfixture:22:8 | subfixture:22:9 | subfixture:22:10 | subfixture:22:11 | subfixture:22:12 | subfixture:22:13 | subfixture:22:14 | subfixture:22:15 | subfixture:22:16 | subfixture:22:17 | subfixture:22:18 | subfixture:22:19 | subfixture:22:20 | subfixture:22:21 | subfixture:22:22 | subfixture:22:23 | fixture:23 | subfixture:23:2 | subfixture:23:3 | subfixture:23:4 | subfixture:23:5 | subfixture:23:6 | subfixture:23:7 | subfixture:23:8 | subfixture:23:9 | subfixture:23:10 | subfixture:23:11 | subfixture:23:12 | subfixture:23:13 | subfixture:23:14 | subfixture:23:15 | subfixture:23:16 | subfixture:23:17 | subfixture:23:18 | subfixture:23:19 | subfixture:23:20 | subfixture:23:21 | subfixture:23:22 | subfixture:23:23 | fixture:24 | subfixture:24:2 | subfixture:24:3 | subfixture:24:4 | subfixture:24:5 | subfixture:24:6 | subfixture:24:7 | subfixture:24:8 | subfixture:24:9 | subfixture:24:10 | subfixture:24:11 | subfixture:24:12 | subfixture:24:13 | subfixture:24:14 | subfixture:24:15 | subfixture:24:16 | subfixture:24:17 | subfixture:24:18 | subfixture:24:19 | subfixture:24:20 | subfixture:24:21 | subfixture:24:22 | subfixture:24:23 | fixture:25 | subfixture:25:2 | subfixture:25:3 | subfixture:25:4 | subfixture:25:5 | subfixture:25:6 | subfixture:25:7 | subfixture:25:8 | subfixture:25:9 | subfixture:25:10 | subfixture:25:11 | subfixture:25:12 | subfixture:25:13 | subfixture:25:14 | subfixture:25:15 | subfixture:25:16 | subfixture:25:17 | subfixture:25:18 | subfixture:25:19 | subfixture:25:20 | subfixture:25:21 | subfixture:25:22 | subfixture:25:23 | fixture:26 | subfixture:26:2 | subfixture:26:3 | subfixture:26:4 | subfixture:26:5 | subfixture:26:6 | subfixture:26:7 | subfixture:26:8 | subfixture:26:9 | subfixture:26:10 | subfixture:26:11 | subfixture:26:12 | subfixture:26:13 | subfixture:26:14 | subfixture:26:15 | subfixture:26:16 | subfixture:26:17 | subfixture:26:18 | subfixture:26:19 | subfixture:26:20 | subfixture:26:21 | subfixture:26:22 | subfixture:26:23,21 | Fixture 21 || 2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 5 | Fixture 5 || 6 | Fixture 6 || 7 | Fixture 7 || 8 | Fixture 8 || 9 | Fixture 9 || 10 | Fixture 10 || 11 | Fixture 11 || 12 | Fixture 12 || 13 | Fixture 13 || 14 | Fixture 14 || 15 | Fixture 15 || 16 | Fixture 16 || 17 | Fixture 17 || 18 | Fixture 18 || 19 | Fixture 19 || 20 | Fixture 20 || 22 | Fixture 22 || 23 | Fixture 23 || 24 | Fixture 24 || 25 | Fixture 25 || 26 | Fixture 26,,exports\Studio54_preset_0.xml
preset:0.70:Studio54_preset_0.xml:44,0,0.70,stripterka v satne na miste,14,,fixture:14,14 | Fixture 14,,exports\Studio54_preset_0.xml
preset:0.72:Studio54_preset_0.xml:45,0,0.72,satna350,41 42 43 44 45 46 47 48 49 50 51 52,,fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52,41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111,,exports\Studio54_preset_0.xml
preset:0.74:Studio54_preset_0.xml:46,0,0.74,kruh stred,14,,fixture:14,14 | Fixture 14,,exports\Studio54_preset_0.xml
preset:0.75:Studio54_preset_0.xml:47,0,0.75,goba sex,11 12 13 16 17 18,,fixture:11 | fixture:12 | fixture:13 | fixture:16 | fixture:17 | fixture:18,11 | Fixture 11 || 12 | Fixture 12 || 13 | Fixture 13 || 16 | Fixture 16 || 17 | Fixture 17 || 18 | Fixture 18,,exports\Studio54_preset_0.xml
preset:0.76:Studio54_preset_0.xml:48,0,0.76,vrata,15,,fixture:15,15 | Fixture 15,,exports\Studio54_preset_0.xml
preset:0.77:Studio54_preset_0.xml:49,0,0.77,strobo,111 20 112,,subfixture:111:20 | subfixture:112:20,111 | Fixture 111 || 20 | Fixture 20 || 112 | Fixture 112,,exports\Studio54_preset_0.xml
preset:0.78:Studio54_preset_0.xml:50,0,0.78,bejk,14,,fixture:14,14 | Fixture 14,,exports\Studio54_preset_0.xml
preset:0.79:Studio54_preset_0.xml:51,0,0.79,bejk nahore,13,,fixture:13,13 | Fixture 13,,exports\Studio54_preset_0.xml
preset:0.80:Studio54_preset_0.xml:52,0,0.80,fial do halue,14 15 16,,fixture:14 | fixture:15 | fixture:16,14 | Fixture 14 || 15 | Fixture 15 || 16 | Fixture 16,,exports\Studio54_preset_0.xml
preset:0.81:Studio54_preset_0.xml:53,0,0.81,zaverecna cesta,11 12 17 18,,fixture:11 | fixture:12 | fixture:17 | fixture:18,11 | Fixture 11 || 12 | Fixture 12 || 17 | Fixture 17 || 18 | Fixture 18,,exports\Studio54_preset_0.xml
preset:0.83:Studio54_preset_0.xml:54,0,0.83,Natalka spot,14,,fixture:14,14 | Fixture 14,,exports\Studio54_preset_0.xml
preset:0.85:Studio54_preset_0.xml:55,0,0.85,do lidi do ksicht,41 42 43 44 45 46 47 48 49 50 51 52,,fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52,41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111,,exports\Studio54_preset_0.xml
preset:0.86:Studio54_preset_0.xml:56,0,0.86,blesk pre show,11 12 16 17,,fixture:11 | fixture:12 | fixture:16 | fixture:17,11 | Fixture 11 || 12 | Fixture 12 || 16 | Fixture 16 || 17 | Fixture 17,,exports\Studio54_preset_0.xml
preset:0.88:Studio54_preset_0.xml:57,0,0.88,bejk spiider nahore,3 7,,fixture:3 | fixture:7,3 | Fixture 3 || 7 | Fixture 7,,exports\Studio54_preset_0.xml
preset:0.89:Studio54_preset_0.xml:58,0,0.89,bejk nahore350,42 45 48 51,,fixture:42 | fixture:45 | fixture:48 | fixture:51,42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089,,exports\Studio54_preset_0.xml
preset:0.90:Studio54_preset_0.xml:59,0,0.90,signal,67,,fixture:67,67 | HotboxW8 1 | 14 Hotbox RGBW 8 channel | 1.401,,exports\Studio54_preset_0.xml
preset:0.92:Studio54_preset_0.xml:60,0,0.92,mikistrip zaver,17,,fixture:17,17 | Fixture 17,,exports\Studio54_preset_0.xml
