id,preset_type,number,name,fixture_ids,channel_ids,patch_target_keys,fixture_details,references,source_file
preset:0.32:Studio54_preset_0.xml:11,0,0.32,Spiddery gula,1 2 3 4 5 6 7 8,,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8,1 | Fixture 1 || 2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 5 | Fixture 5 || 6 | Fixture 6 || 7 | Fixture 7 || 8 | Fixture 8,,exports\Studio54_preset_0.xml
preset:0.33:Studio54_preset_0.xml:12,0,0.33,vorez,14 15,,fixture:14 | fixture:15,14 | Fixture 14 || 15 | Fixture 15,,exports\Studio54_preset_0.xml
preset:0.34:Studio54_preset_0.xml:13,0,0.34,350 plocha,41 42 43 44 45 46 47 48 49 50 51 52,,fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52,41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111,,exports\Studio54_preset_0.xml
preset:0.35:Studio54_preset_0.xml:14,0,0.35,spii stred,1 2 3 4 5 6 7 8,,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8,1 | Fixture 1 || 2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 5 | Fixture 5 || 6 | Fixture 6 || 7 | Fixture 7 || 8 | Fixture 8,,exports\Studio54_preset_0.xml
preset:0.36:Studio54_preset_0.xml:15,0,0.36,ondra klavir,11,,fixture:11,11 | Fixture 11,,exports\Studio54_preset_0.xml
preset:0.37:Studio54_preset_0.xml:16,0,0.37,byk,1 2 5 6,,fixture:1 | fixture:2 | fixture:5 | fixture:6,1 | Fixture 1 || 2 | Fixture 2 || 5 | Fixture 5 || 6 | Fixture 6,,exports\Studio54_preset_0.xml
preset:0.38:Studio54_preset_0.xml:17,0,0.38,animacnigobo,11 12 13 14 15 16 17 18,,fixture:11 | fixture:12 | fixture:13 | fixture:14 | fixture:15 | fixture:16 | fixture:17 | fixture:18,11 | Fixture 11 || 12 | Fixture 12 || 13 | Fixture 13 || 14 | Fixture 14 || 15 | Fixture 15 || 16 | Fixture 16 || 17 | Fixture 17 || 18 | Fixture 18,,exports\Studio54_preset_0.xml
preset:0.39:Studio54_preset_0.xml:18,0,0.39,gobo,11 12 13 14 15 16 17 18,,fixture:11 | fixture:12 | fixture:13 | fixture:14 | fixture:15 | fixture:16 | fixture:17 | fixture:18,11 | Fixture 11 || 12 | Fixture 12 || 13 | Fixture 13 || 14 | Fixture 14 || 15 | Fixture 15 || 16 | Fixture 16 || 17 | Fixture 17 || 18 | Fixture 18,,exports\Studio54_preset_0.xml
preset:0.40:Studio54_preset_0.xml:19,0,0.40,tetra vstup,21 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 25 26,,fixture:21 | subfixture:21:2 | subfixture:21:3 | subfixture:21:4 | subfixture:21:5 | subfixture:21:6 | subfixture:21:7 | subfixture:21:8 | subfixture:21:9 | subfixture:21:10 | subfixture:21:11 | subfixture:21:12 | subfixture:21:13 | subfixture:21:14 | subfixture:21:15 | subfixture:21:16 | subfixture:21:17 | subfixture:21:18 | subfixture:21:19 | subfixture:21:20 | subfixture:21:21 | subfixture:21:22 | subfixture:21:23 | fixture:22 | subfixture:22:2 | subfixture:22:3 | subfixture:22:4 | subfixture:22:5 | subfixture:22:6 | subfixture:22:7 | subfixture:22:8 | subfixture:22:9 | subfixture:22:10 | subfixture:22:11 | subfixture:22:12 | subfixture:22:13 | subfixture:22:14 | subfixture:22:15 | subfixture:22:16 | subfixture:22:17 | subfixture:22:18 | subfixture:22:19 | subfixture:22:20 | subfixture:22:21 | subfixture:22:22 | subfixture:22:23 | fixture:23 | subfixture:23:2 | subfixture:23:3 | subfixture:23:4 | subfixture:23:5 | subfixture:23:6 | subfixture:23:7 | subfixture:23:8 | subfixture:23:9 | subfixture:23:10 | subfixture:23:11 | subfixture:23:12 | subfixture:23:13 | subfixture:23:14 | subfixture:23:15 | subfixture:23:16 | subfixture:23:17 | subfixture:23:18 | subfixture:23:19 | subfixture:23:20 | subfixture:23:21 | subfixture:23:22 | subfixture:23:23 | fixture:24 | subfixture:24:2 | subfixture:24:3 | subfixture:24:4 | subfixture:24:5 | subfixture:24:6 | subfixture:24:7 | subfixture:24:8 | subfixture:24:9 | subfixture:24:10 | subfixture:24:11 | subfixture:24:12 | subfixture:24:13 | subfixture:24:14 | subfixture:24:15 | subfixture:24:16 | subfixture:24:17 | subfixture:24:18 | subfixture:24:19 | subfixture:24:20 | subfixture:24:21 | subfixture:24:22 | subfixture:24:23 | fixture:25 | subfixture:25:2 | subfixture:25:3 | subfixture:25:4 | subfixture:25:5 | subfixture:25:6 | subfixture:25:7 | subfixture:25:8 | subfixture:25:9 | subfixture:25:10 | subfixture:25:11 | subfixture:25:12 | subfixture:25:13 | subfixture:25:14 | subfixture:25:15 | subfixture:25:16 | subfixture:25:17 | subfixture:25:18 | subfixture:25:19 | subfixture:25:20 | subfixture:25:21 | subfixture:25:22 | subfixture:25:23 | fixture:26 | subfixture:26:2 | subfixture:26:3 | subfixture:26:4 | subfixture:26:5 | subfixture:26:6 | subfixture:26:7 | subfixture:26:8 | subfixture:26:9 | subfixture:26:10 | subfixture:26:11 | subfixture:26:12 | subfixture:26:13 | subfixture:26:14 | subfixture:26:15 | subfixture:26:16 | subfixture:26:17 | subfixture:26:18 | subfixture:26:19 | subfixture:26:20 | subfixture:26:21 | subfixture:26:22 | subfixture:26:23,21 | Fixture 21 || 2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 5 | Fixture 5 || 6 | Fixture 6 || 7 | Fixture 7 || 8 | Fixture 8 || 9 | Fixture 9 || 10 | Fixture 10 || 11 | Fixture 11 || 12 | Fixture 12 || 13 | Fixture 13 || 14 | Fixture 14 || 15 | Fixture 15 || 16 | Fixture 16 || 17 | Fixture 17 || 18 | Fixture 18 || 19 | Fixture 19 || 20 | Fixture 20 || 22 | Fixture 22 || 23 | Fixture 23 || 24 | Fixture 24 || 25 | Fixture 25 || 26 | Fixture 26,,exports\Studio54_preset_0.xml
preset:0.41:Studio54_preset_0.xml:20,0,0.41,tetra scan,21 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 25 26,,fixture:21 | subfixture:21:2 | subfixture:21:3 | subfixture:21:4 | subfixture:21:5 | subfixture:21:6 | subfixture:21:7 | subfixture:21:8 | subfixture:21:9 | subfixture:21:10 | subfixture:21:11 | subfixture:21:12 | subfixture:21:13 | subfixture:21:14 | subfixture:21:15 | subfixture:21:16 | subfixture:21:17 | subfixture:21:18 | subfixture:21:19 | subfixture:21:20 | subfixture:21:21 | subfixture:21:22 | subfixture:21:23 | fixture:22 | subfixture:22:2 | subfixture:22:3 | subfixture:22:4 | subfixture:22:5 | subfixture:22:6 | subfixture:22:7 | subfixture:22:8 | subfixture:22:9 | subfixture:22:10 | subfixture:22:11 | subfixture:22:12 | subfixture:22:13 | subfixture:22:14 | subfixture:22:15 | subfixture:22:16 | subfixture:22:17 | subfixture:22:18 | subfixture:22:19 | subfixture:22:20 | subfixture:22:21 | subfixture:22:22 | subfixture:22:23 | fixture:23 | subfixture:23:2 | subfixture:23:3 | subfixture:23:4 | subfixture:23:5 | subfixture:23:6 | subfixture:23:7 | subfixture:23:8 | subfixture:23:9 | subfixture:23:10 | subfixture:23:11 | subfixture:23:12 | subfixture:23:13 | subfixture:23:14 | subfixture:23:15 | subfixture:23:16 | subfixture:23:17 | subfixture:23:18 | subfixture:23:19 | subfixture:23:20 | subfixture:23:21 | subfixture:23:22 | subfixture:23:23 | fixture:24 | subfixture:24:2 | subfixture:24:3 | subfixture:24:4 | subfixture:24:5 | subfixture:24:6 | subfixture:24:7 | subfixture:24:8 | subfixture:24:9 | subfixture:24:10 | subfixture:24:11 | subfixture:24:12 | subfixture:24:13 | subfixture:24:14 | subfixture:24:15 | subfixture:24:16 | subfixture:24:17 | subfixture:24:18 | subfixture:24:19 | subfixture:24:20 | subfixture:24:21 | subfixture:24:22 | subfixture:24:23 | fixture:25 | subfixture:25:2 | subfixture:25:3 | subfixture:25:4 | subfixture:25:5 | subfixture:25:6 | subfixture:25:7 | subfixture:25:8 | subfixture:25:9 | subfixture:25:10 | subfixture:25:11 | subfixture:25:12 | subfixture:25:13 | subfixture:25:14 | subfixture:25:15 | subfixture:25:16 | subfixture:25:17 | subfixture:25:18 | subfixture:25:19 | subfixture:25:20 | subfixture:25:21 | subfixture:25:22 | subfixture:25:23 | fixture:26 | subfixture:26:2 | subfixture:26:3 | subfixture:26:4 | subfixture:26:5 | subfixture:26:6 | subfixture:26:7 | subfixture:26:8 | subfixture:26:9 | subfixture:26:10 | subfixture:26:11 | subfixture:26:12 | subfixture:26:13 | subfixture:26:14 | subfixture:26:15 | subfixture:26:16 | subfixture:26:17 | subfixture:26:18 | subfixture:26:19 | subfixture:26:20 | subfixture:26:21 | subfixture:26:22 | subfixture:26:23,21 | Fixture 21 || 2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 5 | Fixture 5 || 6 | Fixture 6 || 7 | Fixture 7 || 8 | Fixture 8 || 9 | Fixture 9 || 10 | Fixture 10 || 11 | Fixture 11 || 12 | Fixture 12 || 13 | Fixture 13 || 14 | Fixture 14 || 15 | Fixture 15 || 16 | Fixture 16 || 17 | Fixture 17 || 18 | Fixture 18 || 19 | Fixture 19 || 20 | Fixture 20 || 22 | Fixture 22 || 23 | Fixture 23 || 24 | Fixture 24 || 25 | Fixture 25 || 26 | Fixture 26,,exports\Studio54_preset_0.xml
preset:0.42:Studio54_preset_0.xml:21,0,0.42,dvere k vytahu,16,,fixture:16,16 | Fixture 16,,exports\Studio54_preset_0.xml
preset:0.43:Studio54_preset_0.xml:22,0,0.43,klavir,11,,fixture:11,11 | Fixture 11,,exports\Studio54_preset_0.xml
preset:0.44:Studio54_preset_0.xml:23,0,0.44,stred zacatek,2 3 6 7,,fixture:2 | fixture:3 | fixture:6 | fixture:7,2 | Fixture 2 || 3 | Fixture 3 || 6 | Fixture 6 || 7 | Fixture 7,,exports\Studio54_preset_0.xml
preset:0.45:Studio54_preset_0.xml:24,0,0.45,plocha spiider,1 2 3 4 5 6 7 8,,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8,1 | Fixture 1 || 2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 5 | Fixture 5 || 6 | Fixture 6 || 7 | Fixture 7 || 8 | Fixture 8,,exports\Studio54_preset_0.xml
preset:0.46:Studio54_preset_0.xml:25,0,0.46,spot fotka,13,,fixture:13,13 | Fixture 13,,exports\Studio54_preset_0.xml
preset:0.47:Studio54_preset_0.xml:26,0,0.47,Kluci stred koule,14 15,,fixture:14 | fixture:15,14 | Fixture 14 || 15 | Fixture 15,,exports\Studio54_preset_0.xml
preset:0.48:Studio54_preset_0.xml:27,0,0.48,lidi,1 2 3 4 5 6 7 8,,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8,1 | Fixture 1 || 2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 5 | Fixture 5 || 6 | Fixture 6 || 7 | Fixture 7 || 8 | Fixture 8,,exports\Studio54_preset_0.xml
preset:0.49:Studio54_preset_0.xml:28,0,0.49,BAR,65 66 71 72 73 74 75 76 77 78 31 32,31 32,fixture:65 | fixture:66 | fixture:71 | fixture:72 | fixture:73 | fixture:74 | fixture:75 | fixture:76 | fixture:77 | fixture:78 | channel:31 | channel:32,65 | HotboxW8 5 | 14 Hotbox RGBW 8 channel | 2.249 || 66 | HotboxW8 6 | 14 Hotbox RGBW 8 channel | 2.257 || 71 | HelM1 1 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.001 || 72 | HelM1 2 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.004 || 73 | HelM1 3 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.007 || 74 | HelM1 4 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.010 || 75 | HelM1 5 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.013 || 76 | HelM1 6 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.016 || 77 | HelM1 7 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.019 || 78 | HelM1 8 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.022 || 31 | Fixture 31 || 32 | Fixture 32,,exports\Studio54_preset_0.xml
preset:0.50:Studio54_preset_0.xml:29,0,0.50,stred,14 15,,fixture:14 | fixture:15,14 | Fixture 14 || 15 | Fixture 15,,exports\Studio54_preset_0.xml
preset:0.51:Studio54_preset_0.xml:30,0,0.51,buzek,18,,fixture:18,18 | Fixture 18,,exports\Studio54_preset_0.xml
