id,sequence_number,cue_number,name,fade,delay,trigger,command,part,fixture_ids,channel_ids,patch_target_keys,fixture_details,references,source_file,is_main_cue_list
cue:10:86:Studio54_main_sequences.xml:91,10,86,STYCH pres vsechny velky,,,Timecode,,,,,,,,exports\Studio54_main_sequences.xml,True
cue:10:87:Studio54_main_sequences.xml:92,10,87,shluk na stredu STYCH pryc,10,,Timecode,,,14 15 41 42 43 44 45 46 47 48 49 50 51 52,,fixture:14 | fixture:15 | fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52,14 | Fixture 14 || 15 | Fixture 15 || 41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111,,exports\Studio54_main_sequences.xml,True
cue:10:88:Studio54_main_sequences.xml:93,10,88,STROBO,,,Timecode,,,14 111 20 112 41 42 43 44 45 46 47 48 49 50 51 52 66 667 32,32,fixture:14 | subfixture:111:20 | subfixture:112:20 | fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52 | fixture:66 | fixture:667 | channel:32,14 | Fixture 14 || 111 | Fixture 111 || 20 | Fixture 20 || 112 | Fixture 112 || 41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111 || 66 | HotboxW8 6 | 14 Hotbox RGBW 8 channel | 2.257 || 667 | voko | 17 Arcsource 12 RGB 00 | 9.430 || 32 | Fixture 32,preset:0.77,exports\Studio54_main_sequences.xml,True
cue:10:89:Studio54_main_sequences.xml:94,10,89,koks KOUR GARAZ,,,Timecode,,,1 2 3 4 5 6 7 8 16 27 9 10 11 12 13 14 15 17 18 19 20 21 22 23 28 111 112 41 42 43 44 45 46 47 48 49 50 51 52,2 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8 | fixture:16 | fixture:27 | subfixture:27:2 | subfixture:27:3 | subfixture:27:4 | subfixture:27:5 | subfixture:27:6 | subfixture:27:7 | subfixture:27:8 | subfixture:27:9 | subfixture:27:10 | subfixture:27:11 | subfixture:27:12 | subfixture:27:13 | subfixture:27:14 | subfixture:27:15 | subfixture:27:16 | subfixture:27:17 | subfixture:27:18 | subfixture:27:19 | subfixture:27:20 | subfixture:27:21 | subfixture:27:22 | subfixture:27:23 | fixture:28 | subfixture:28:2 | subfixture:28:3 | subfixture:28:4 | subfixture:28:5 | subfixture:28:6 | subfixture:28:7 | subfixture:28:8 | subfixture:28:9 | subfixture:28:10 | subfixture:28:11 | subfixture:28:12 | subfixture:28:13 | subfixture:28:14 | subfixture:28:15 | subfixture:28:16 | subfixture:28:17 | subfixture:28:18 | subfixture:28:19 | subfixture:28:20 | subfixture:28:21 | subfixture:28:22 | subfixture:28:23 | subfixture:111:20 | subfixture:112:20 | fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52 | channel:2 | channel:3 | channel:4 | channel:5 | channel:6 | channel:7 | channel:8 | channel:9 | channel:11 | channel:12 | channel:13 | channel:14 | channel:15 | channel:16 | channel:17 | channel:18,1 | Fixture 1 || 2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 5 | Fixture 5 || 6 | Fixture 6 || 7 | Fixture 7 || 8 | Fixture 8 || 16 | Fixture 16 || 27 | Fixture 27 || 9 | Fixture 9 || 10 | Fixture 10 || 11 | Fixture 11 || 12 | Fixture 12 || 13 | Fixture 13 || 14 | Fixture 14 || 15 | Fixture 15 || 17 | Fixture 17 || 18 | Fixture 18 || 19 | Fixture 19 || 20 | Fixture 20 || 21 | Fixture 21 || 22 | Fixture 22 || 23 | Fixture 23 || 28 | Fixture 28 || 111 | Fixture 111 || 112 | Fixture 112 || 41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111,preset:0.45 | preset:0.42 | preset:0.34,exports\Studio54_main_sequences.xml,True
cue:10:90:Studio54_main_sequences.xml:95,10,90,dvere pryc,4,,Timecode,,,16,,fixture:16,16 | Fixture 16,,exports\Studio54_main_sequences.xml,True
cue:10:91:Studio54_main_sequences.xml:96,10,91,Zavreny dvere tetra pryc,4,,,,,1 2 3 4 5 6 7 8 16 27 9 10 11 12 13 14 15 17 18 19 20 21 22 23 28,,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8 | fixture:16 | fixture:27 | subfixture:27:2 | subfixture:27:3 | subfixture:27:4 | subfixture:27:5 | subfixture:27:6 | subfixture:27:7 | subfixture:27:8 | subfixture:27:9 | subfixture:27:10 | subfixture:27:11 | subfixture:27:12 | subfixture:27:13 | subfixture:27:14 | subfixture:27:15 | subfixture:27:16 | subfixture:27:17 | subfixture:27:18 | subfixture:27:19 | subfixture:27:20 | subfixture:27:21 | subfixture:27:22 | subfixture:27:23 | fixture:28 | subfixture:28:2 | subfixture:28:3 | subfixture:28:4 | subfixture:28:5 | subfixture:28:6 | subfixture:28:7 | subfixture:28:8 | subfixture:28:9 | subfixture:28:10 | subfixture:28:11 | subfixture:28:12 | subfixture:28:13 | subfixture:28:14 | subfixture:28:15 | subfixture:28:16 | subfixture:28:17 | subfixture:28:18 | subfixture:28:19 | subfixture:28:20 | subfixture:28:21 | subfixture:28:22 | subfixture:28:23,1 | Fixture 1 || 2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 5 | Fixture 5 || 6 | Fixture 6 || 7 | Fixture 7 || 8 | Fixture 8 || 16 | Fixture 16 || 27 | Fixture 27 || 9 | Fixture 9 || 10 | Fixture 10 || 11 | Fixture 11 || 12 | Fixture 12 || 13 | Fixture 13 || 14 | Fixture 14 || 15 | Fixture 15 || 17 | Fixture 17 || 18 | Fixture 18 || 19 | Fixture 19 || 20 | Fixture 20 || 21 | Fixture 21 || 22 | Fixture 22 || 23 | Fixture 23 || 28 | Fixture 28,,exports\Studio54_main_sequences.xml,True
cue:10:92:Studio54_main_sequences.xml:97,10,92,vrchol dekkancers,,,Timecode,,,1 2 3 4 5 6 7 8 11 12 14 17 18 41 42 43 44 45 46 47 48 49 50 51 52 667 9 13 15 16,2 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8 | fixture:11 | fixture:12 | fixture:14 | fixture:17 | fixture:18 | fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52 | fixture:667 | channel:2 | channel:3 | channel:4 | channel:5 | channel:6 | channel:7 | channel:8 | channel:9 | channel:11 | channel:12 | channel:13 | channel:14 | channel:15 | channel:16 | channel:17 | channel:18,1 | Fixture 1 || 2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 5 | Fixture 5 || 6 | Fixture 6 || 7 | Fixture 7 || 8 | Fixture 8 || 11 | Fixture 11 || 12 | Fixture 12 || 14 | Fixture 14 || 17 | Fixture 17 || 18 | Fixture 18 || 41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111 || 667 | voko | 17 Arcsource 12 RGB 00 | 9.430 || 9 | Fixture 9 || 13 | Fixture 13 || 15 | Fixture 15 || 16 | Fixture 16,preset:0.31 | preset:0.78,exports\Studio54_main_sequences.xml,True
cue:10:93:Studio54_main_sequences.xml:98,10,93,konec hudby blikani exec 111,10,,Timecode,,,1 2 3 4 5 6 7 8 11 12 17 18 41 42 43 44 45 46 47 48 49 50 51 52 66 667 32,32,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8 | fixture:11 | fixture:12 | fixture:17 | fixture:18 | fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52 | fixture:66 | fixture:667 | channel:32,1 | Fixture 1 || 2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 5 | Fixture 5 || 6 | Fixture 6 || 7 | Fixture 7 || 8 | Fixture 8 || 11 | Fixture 11 || 12 | Fixture 12 || 17 | Fixture 17 || 18 | Fixture 18 || 41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111 || 66 | HotboxW8 6 | 14 Hotbox RGBW 8 channel | 2.257 || 667 | voko | 17 Arcsource 12 RGB 00 | 9.430 || 32 | Fixture 32,,exports\Studio54_main_sequences.xml,True
cue:10:94:Studio54_main_sequences.xml:99,10,94,bejk nahore,6,,,,,3 7,,fixture:3 | fixture:7,3 | Fixture 3 || 7 | Fixture 7,preset:0.88,exports\Studio54_main_sequences.xml,True
cue:10:95:Studio54_main_sequences.xml:100,10,95,ukotveny zebrikr ondra nahoru blikam 111,10,,,,,14,,fixture:14,14 | Fixture 14,,exports\Studio54_main_sequences.xml,True
cue:10:96:Studio54_main_sequences.xml:101,10,96,bouhnou konfety buzek zase blikam,3,,,,,18,,fixture:18,18 | Fixture 18,preset:0.51,exports\Studio54_main_sequences.xml,True
cue:10:97:Studio54_main_sequences.xml:102,10,97,follow,25,,Time,,,3 7 14 16 41 42 43 44 45 46 47 48 49 50 51 52 2 11 12,2 3 11 12,fixture:3 | fixture:7 | fixture:14 | fixture:16 | fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52 | channel:2 | channel:3 | channel:11 | channel:12,3 | Fixture 3 || 7 | Fixture 7 || 14 | Fixture 14 || 16 | Fixture 16 || 41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111 || 2 | Fixture 2 || 11 | Fixture 11 || 12 | Fixture 12,,exports\Studio54_main_sequences.xml,True
cue:10:98:Studio54_main_sequences.xml:103,10,98,Flo BLESK kdyz se vyfoti tereze,10,,,,,1 2 3 4 5 6 7 8 18 41 42 43 44 45 46 47 48 49 50 51 52 11 12,2 3 11 12,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8 | fixture:18 | fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52 | channel:2 | channel:3 | channel:11 | channel:12,1 | Fixture 1 || 2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 5 | Fixture 5 || 6 | Fixture 6 || 7 | Fixture 7 || 8 | Fixture 8 || 18 | Fixture 18 || 41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111 || 11 | Fixture 11 || 12 | Fixture 12,preset:0.45,exports\Studio54_main_sequences.xml,True
cue:10:99:Studio54_main_sequences.xml:104,10,99,solo nely,15,,Timecode,,,1 2 3 4 5 6 7 8,,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8,1 | Fixture 1 || 2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 5 | Fixture 5 || 6 | Fixture 6 || 7 | Fixture 7 || 8 | Fixture 8,,exports\Studio54_main_sequences.xml,True
cue:10:100:Studio54_main_sequences.xml:105,10,100,Natalka spot,10,,Timecode,,,1 2 3 4 5 6 7 8 14,,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8 | fixture:14,1 | Fixture 1 || 2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 5 | Fixture 5 || 6 | Fixture 6 || 7 | Fixture 7 || 8 | Fixture 8 || 14 | Fixture 14,preset:0.83,exports\Studio54_main_sequences.xml,True
cue:10:101:Studio54_main_sequences.xml:106,10,101,studio 54 text,12,,Timecode,,,1 2 3 4 5 6 7 8 14 9 13 15 16 17 18,4 5 6 7 8 9 13 14 15 16 17 18,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8 | fixture:14 | channel:4 | channel:5 | channel:6 | channel:7 | channel:8 | channel:9 | channel:13 | channel:14 | channel:15 | channel:16 | channel:17 | channel:18,1 | Fixture 1 || 2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 5 | Fixture 5 || 6 | Fixture 6 || 7 | Fixture 7 || 8 | Fixture 8 || 14 | Fixture 14 || 9 | Fixture 9 || 13 | Fixture 13 || 15 | Fixture 15 || 16 | Fixture 16 || 17 | Fixture 17 || 18 | Fixture 18,,exports\Studio54_main_sequences.xml,True
cue:10:103:Studio54_main_sequences.xml:107,10,103,blesk,,,Timecode,,,1 2 3 4 5 6 7 8 111 9 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 28 29 30 31 32 112 41 42 43 44 45 46 47 48 49 50 51 52 667,2 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 31 32,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8 | fixture:111 | subfixture:111:3 | subfixture:111:4 | subfixture:111:5 | subfixture:111:6 | subfixture:111:7 | subfixture:111:8 | subfixture:111:9 | subfixture:111:10 | subfixture:111:11 | subfixture:111:12 | subfixture:111:13 | subfixture:111:14 | subfixture:111:15 | subfixture:111:16 | subfixture:111:17 | subfixture:111:18 | subfixture:111:20 | subfixture:111:21 | subfixture:111:22 | subfixture:111:23 | subfixture:111:24 | subfixture:111:25 | subfixture:111:26 | subfixture:111:27 | subfixture:111:28 | subfixture:111:29 | subfixture:111:30 | subfixture:111:31 | subfixture:111:32 | fixture:112 | subfixture:112:3 | subfixture:112:4 | subfixture:112:5 | subfixture:112:6 | subfixture:112:7 | subfixture:112:8 | subfixture:112:9 | subfixture:112:10 | subfixture:112:11 | subfixture:112:12 | subfixture:112:13 | subfixture:112:14 | subfixture:112:15 | subfixture:112:16 | subfixture:112:17 | subfixture:112:18 | subfixture:112:20 | subfixture:112:21 | subfixture:112:22 | subfixture:112:23 | subfixture:112:24 | subfixture:112:25 | subfixture:112:26 | subfixture:112:27 | subfixture:112:28 | subfixture:112:29 | subfixture:112:30 | subfixture:112:31 | subfixture:112:32 | fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52 | fixture:667 | channel:2 | channel:3 | channel:4 | channel:5 | channel:6 | channel:7 | channel:8 | channel:9 | channel:11 | channel:12 | channel:13 | channel:14 | channel:15 | channel:16 | channel:17 | channel:18 | channel:31 | channel:32,1 | Fixture 1 || 2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 5 | Fixture 5 || 6 | Fixture 6 || 7 | Fixture 7 || 8 | Fixture 8 || 111 | Fixture 111 || 9 | Fixture 9 || 10 | Fixture 10 || 11 | Fixture 11 || 12 | Fixture 12 || 13 | Fixture 13 || 14 | Fixture 14 || 15 | Fixture 15 || 16 | Fixture 16 || 17 | Fixture 17 || 18 | Fixture 18 || 20 | Fixture 20 || 21 | Fixture 21 || 22 | Fixture 22 || 23 | Fixture 23 || 24 | Fixture 24 || 25 | Fixture 25 || 26 | Fixture 26 || 27 | Fixture 27 || 28 | Fixture 28 || 29 | Fixture 29 || 30 | Fixture 30 || 31 | Fixture 31 || 32 | Fixture 32 || 112 | Fixture 112 || 41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111 || 667 | voko | 17 Arcsource 12 RGB 00 | 9.430,preset:0.85,exports\Studio54_main_sequences.xml,True
cue:10:104:Studio54_main_sequences.xml:108,10,104,Po blesku,0.2,,Time,,,1 2 3 4 5 6 7 8 111 9 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 28 29 30 31 32 112 41 42 43 44 45 46 47 48 49 50 51 52 667,2 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 31 32,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8 | fixture:111 | subfixture:111:3 | subfixture:111:4 | subfixture:111:5 | subfixture:111:6 | subfixture:111:7 | subfixture:111:8 | subfixture:111:9 | subfixture:111:10 | subfixture:111:11 | subfixture:111:12 | subfixture:111:13 | subfixture:111:14 | subfixture:111:15 | subfixture:111:16 | subfixture:111:17 | subfixture:111:18 | subfixture:111:20 | subfixture:111:21 | subfixture:111:22 | subfixture:111:23 | subfixture:111:24 | subfixture:111:25 | subfixture:111:26 | subfixture:111:27 | subfixture:111:28 | subfixture:111:29 | subfixture:111:30 | subfixture:111:31 | subfixture:111:32 | fixture:112 | subfixture:112:3 | subfixture:112:4 | subfixture:112:5 | subfixture:112:6 | subfixture:112:7 | subfixture:112:8 | subfixture:112:9 | subfixture:112:10 | subfixture:112:11 | subfixture:112:12 | subfixture:112:13 | subfixture:112:14 | subfixture:112:15 | subfixture:112:16 | subfixture:112:17 | subfixture:112:18 | subfixture:112:20 | subfixture:112:21 | subfixture:112:22 | subfixture:112:23 | subfixture:112:24 | subfixture:112:25 | subfixture:112:26 | subfixture:112:27 | subfixture:112:28 | subfixture:112:29 | subfixture:112:30 | subfixture:112:31 | subfixture:112:32 | fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52 | fixture:667 | channel:2 | channel:3 | channel:4 | channel:5 | channel:6 | channel:7 | channel:8 | channel:9 | channel:11 | channel:12 | channel:13 | channel:14 | channel:15 | channel:16 | channel:17 | channel:18 | channel:31 | channel:32,1 | Fixture 1 || 2 | Fixture 2 || 3 | Fixture 3 || 4 | Fixture 4 || 5 | Fixture 5 || 6 | Fixture 6 || 7 | Fixture 7 || 8 | Fixture 8 || 111 | Fixture 111 || 9 | Fixture 9 || 10 | Fixture 10 || 11 | Fixture 11 || 12 | Fixture 12 || 13 | Fixture 13 || 14 | Fixture 14 || 15 | Fixture 15 || 16 | Fixture 16 || 17 | Fixture 17 || 18 | Fixture 18 || 20 | Fixture 20 || 21 | Fixture 21 || 22 | Fixture 22 || 23 | Fixture 23 || 24 | Fixture 24 || 25 | Fixture 25 || 26 | Fixture 26 || 27 | Fixture 27 || 28 | Fixture 28 || 29 | Fixture 29 || 30 | Fixture 30 || 31 | Fixture 31 || 32 | Fixture 32 || 112 | Fixture 112 || 41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111 || 667 | voko | 17 Arcsource 12 RGB 00 | 9.430,preset:0.85 | preset:0.49,exports\Studio54_main_sequences.xml,True
