fixture_id,fixture_name,fixture_type,fixture_patch,attribute,raw_value,cue_count,sequence_count,cue_list_preview,details
24,,,,COLORRGB2,100.00,6,3,2.30.5 Soud - zelena- - bici hudba | 2.31 Soud - proces-Na-schody | 2.55 Groteska boj o zradlo - Velikeho racka | 10.106 DUHA | 10.109 Blesk MIDI | 26.1 Cue 1,repeated hard value candidate for preset cleanup
25,,,,COLORRGB2,100.00,6,3,2.30.5 Soud - zelena- - bici hudba | 2.31 Soud - proces-Na-schody | 2.55 Groteska boj o zradlo - Velikeho racka | 10.106 DUHA | 10.109 Blesk MIDI | 26.1 Cue 1,repeated hard value candidate for preset cleanup
26,,,,COLORRGB1,100.00,6,3,2.9 Racek astery 2:32 | 2.25 Vilda odchazi | 2.55 Groteska boj o zradlo - Velikeho racka | 10.106 DUHA | 10.109 Blesk MIDI | 26.1 Cue 1,repeated hard value candidate for preset cleanup
26,,,,COLORRGB2,100.00,6,3,2.30.5 Soud - zelena- - bici hudba | 2.31 Soud - proces-Na-schody | 2.55 Groteska boj o zradlo - Velikeho racka | 10.106 DUHA | 10.109 Blesk MIDI | 26.1 Cue 1,repeated hard value candidate for preset cleanup
1,,,,COLORRGB5,0.00,5,2,1.1 Cue 1 | 10.27 beegees 6:37.6 | 10.80 Alex gr STYCH od klaviru patrik osuka alexe | 10.89 koks KOUR GARAZ | 10.98 Flo BLESK kdyz se vyfoti tereze,repeated hard value candidate for preset cleanup
2,,,,COLORRGB5,0.00,5,2,1.1 Cue 1 | 10.27 beegees 6:37.6 | 10.80 Alex gr STYCH od klaviru patrik osuka alexe | 10.89 koks KOUR GARAZ | 10.98 Flo BLESK kdyz se vyfoti tereze,repeated hard value candidate for preset cleanup
3,,,,COLORRGB1,100.00,5,3,1.1 Cue 1 | 2.36 Jen prava strana - Wilda na schodech | 2.55 Groteska boj o zradlo - Velikeho racka | 10.80 Alex gr STYCH od klaviru patrik osuka alexe | 10.89 koks KOUR GARAZ,repeated hard value candidate for preset cleanup
3,,,,COLORRGB5,0.00,5,2,1.1 Cue 1 | 10.27 beegees 6:37.6 | 10.80 Alex gr STYCH od klaviru patrik osuka alexe | 10.89 koks KOUR GARAZ | 10.98 Flo BLESK kdyz se vyfoti tereze,repeated hard value candidate for preset cleanup
4,,,,COLORRGB5,0.00,5,2,1.1 Cue 1 | 10.27 beegees 6:37.6 | 10.80 Alex gr STYCH od klaviru patrik osuka alexe | 10.89 koks KOUR GARAZ | 10.98 Flo BLESK kdyz se vyfoti tereze,repeated hard value candidate for preset cleanup
5,,,,COLORRGB1,100.00,5,3,1.1 Cue 1 | 2.46 Velkej ptak | 2.55 Groteska boj o zradlo - Velikeho racka | 10.80 Alex gr STYCH od klaviru patrik osuka alexe | 10.89 koks KOUR GARAZ,repeated hard value candidate for preset cleanup
5,,,,COLORRGB5,0.00,5,2,1.1 Cue 1 | 10.27 beegees 6:37.6 | 10.80 Alex gr STYCH od klaviru patrik osuka alexe | 10.89 koks KOUR GARAZ | 10.98 Flo BLESK kdyz se vyfoti tereze,repeated hard value candidate for preset cleanup
