sequence_count,cue_count,preset_count,group_count,effect_count,sequences,cues,presets,groups,effects,hard_value_atoms,dimmer_value_atoms,preset_ref_atoms,effect_ref_atoms,group_ref_atoms,patch_target_type,patch_target_id,fixture_id,channel_id,subfixture_id,patch_target_key
1,16,6,0,0,"[""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:40:Tram_Analyz_main_sequences.xml:43"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:46:Tram_Analyz_main_sequences.xml:49"", ""cue:2:49:Tram_Analyz_main_sequences.xml:54"", ""cue:2:51:Tram_Analyz_main_sequences.xml:56"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],0,0,0,0,0,subfixture,4,4,,,subfixture:4:3
1,16,6,0,0,"[""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:40:Tram_Analyz_main_sequences.xml:43"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:46:Tram_Analyz_main_sequences.xml:49"", ""cue:2:49:Tram_Analyz_main_sequences.xml:54"", ""cue:2:51:Tram_Analyz_main_sequences.xml:56"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],0,0,0,0,0,subfixture,4,4,,,subfixture:4:4
1,16,6,0,0,"[""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:40:Tram_Analyz_main_sequences.xml:43"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:46:Tram_Analyz_main_sequences.xml:49"", ""cue:2:49:Tram_Analyz_main_sequences.xml:54"", ""cue:2:51:Tram_Analyz_main_sequences.xml:56"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],0,0,0,0,0,subfixture,4,4,,,subfixture:4:5
1,16,6,0,0,"[""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:40:Tram_Analyz_main_sequences.xml:43"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:46:Tram_Analyz_main_sequences.xml:49"", ""cue:2:49:Tram_Analyz_main_sequences.xml:54"", ""cue:2:51:Tram_Analyz_main_sequences.xml:56"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],0,0,0,0,0,subfixture,4,4,,,subfixture:4:6
1,16,6,0,0,"[""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:40:Tram_Analyz_main_sequences.xml:43"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:46:Tram_Analyz_main_sequences.xml:49"", ""cue:2:49:Tram_Analyz_main_sequences.xml:54"", ""cue:2:51:Tram_Analyz_main_sequences.xml:56"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],0,0,0,0,0,subfixture,4,4,,,subfixture:4:7
1,16,6,0,0,"[""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:40:Tram_Analyz_main_sequences.xml:43"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:46:Tram_Analyz_main_sequences.xml:49"", ""cue:2:49:Tram_Analyz_main_sequences.xml:54"", ""cue:2:51:Tram_Analyz_main_sequences.xml:56"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],27,12,18,0,0,fixture,4,4,,8,subfixture:4:8
1,26,7,0,0,"[""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:37:Tram_Analyz_main_sequences.xml:40"", ""cue:2:38:Tram_Analyz_main_sequences.xml:41"", ""cue:2:40:Tram_Analyz_main_sequences.xml:43"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:46:Tram_Analyz_main_sequences.xml:49"", ""cue:2:51:Tram_Analyz_main_sequences.xml:56"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:60:Tram_Analyz_main_sequences.xml:65"", ""cue:2:63:Tram_Analyz_main_sequences.xml:68"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:68:Tram_Analyz_main_sequences.xml:73"", ""cue:2:69:Tram_Analyz_main_sequences.xml:74"", ""cue:2:70:Tram_Analyz_main_sequences.xml:75"", ""cue:2:71:Tram_Analyz_main_sequences.xml:76"", ""cue:2:72:Tram_Analyz_main_sequences.xml:77"", ""cue:2:73:Tram_Analyz_main_sequences.xml:78"", ""cue:2:76:Tram_Analyz_main_sequences.xml:81"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.18:Tram_Analyz_preset_4.xml:10"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],0,0,0,0,0,subfixture,5,5,,,subfixture:5:2
1,26,7,0,0,"[""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:37:Tram_Analyz_main_sequences.xml:40"", ""cue:2:38:Tram_Analyz_main_sequences.xml:41"", ""cue:2:40:Tram_Analyz_main_sequences.xml:43"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:46:Tram_Analyz_main_sequences.xml:49"", ""cue:2:51:Tram_Analyz_main_sequences.xml:56"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:60:Tram_Analyz_main_sequences.xml:65"", ""cue:2:63:Tram_Analyz_main_sequences.xml:68"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:68:Tram_Analyz_main_sequences.xml:73"", ""cue:2:69:Tram_Analyz_main_sequences.xml:74"", ""cue:2:70:Tram_Analyz_main_sequences.xml:75"", ""cue:2:71:Tram_Analyz_main_sequences.xml:76"", ""cue:2:72:Tram_Analyz_main_sequences.xml:77"", ""cue:2:73:Tram_Analyz_main_sequences.xml:78"", ""cue:2:76:Tram_Analyz_main_sequences.xml:81"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.18:Tram_Analyz_preset_4.xml:10"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],0,0,0,0,0,subfixture,5,5,,,subfixture:5:3
1,26,7,0,0,"[""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:37:Tram_Analyz_main_sequences.xml:40"", ""cue:2:38:Tram_Analyz_main_sequences.xml:41"", ""cue:2:40:Tram_Analyz_main_sequences.xml:43"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:46:Tram_Analyz_main_sequences.xml:49"", ""cue:2:51:Tram_Analyz_main_sequences.xml:56"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:60:Tram_Analyz_main_sequences.xml:65"", ""cue:2:63:Tram_Analyz_main_sequences.xml:68"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:68:Tram_Analyz_main_sequences.xml:73"", ""cue:2:69:Tram_Analyz_main_sequences.xml:74"", ""cue:2:70:Tram_Analyz_main_sequences.xml:75"", ""cue:2:71:Tram_Analyz_main_sequences.xml:76"", ""cue:2:72:Tram_Analyz_main_sequences.xml:77"", ""cue:2:73:Tram_Analyz_main_sequences.xml:78"", ""cue:2:76:Tram_Analyz_main_sequences.xml:81"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.18:Tram_Analyz_preset_4.xml:10"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],0,0,0,0,0,subfixture,5,5,,,subfixture:5:4
1,26,7,0,0,"[""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:37:Tram_Analyz_main_sequences.xml:40"", ""cue:2:38:Tram_Analyz_main_sequences.xml:41"", ""cue:2:40:Tram_Analyz_main_sequences.xml:43"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:46:Tram_Analyz_main_sequences.xml:49"", ""cue:2:51:Tram_Analyz_main_sequences.xml:56"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:60:Tram_Analyz_main_sequences.xml:65"", ""cue:2:63:Tram_Analyz_main_sequences.xml:68"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:68:Tram_Analyz_main_sequences.xml:73"", ""cue:2:69:Tram_Analyz_main_sequences.xml:74"", ""cue:2:70:Tram_Analyz_main_sequences.xml:75"", ""cue:2:71:Tram_Analyz_main_sequences.xml:76"", ""cue:2:72:Tram_Analyz_main_sequences.xml:77"", ""cue:2:73:Tram_Analyz_main_sequences.xml:78"", ""cue:2:76:Tram_Analyz_main_sequences.xml:81"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.18:Tram_Analyz_preset_4.xml:10"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],0,0,0,0,0,subfixture,5,5,,,subfixture:5:5
1,26,7,0,0,"[""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:37:Tram_Analyz_main_sequences.xml:40"", ""cue:2:38:Tram_Analyz_main_sequences.xml:41"", ""cue:2:40:Tram_Analyz_main_sequences.xml:43"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:46:Tram_Analyz_main_sequences.xml:49"", ""cue:2:51:Tram_Analyz_main_sequences.xml:56"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:60:Tram_Analyz_main_sequences.xml:65"", ""cue:2:63:Tram_Analyz_main_sequences.xml:68"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:68:Tram_Analyz_main_sequences.xml:73"", ""cue:2:69:Tram_Analyz_main_sequences.xml:74"", ""cue:2:70:Tram_Analyz_main_sequences.xml:75"", ""cue:2:71:Tram_Analyz_main_sequences.xml:76"", ""cue:2:72:Tram_Analyz_main_sequences.xml:77"", ""cue:2:73:Tram_Analyz_main_sequences.xml:78"", ""cue:2:76:Tram_Analyz_main_sequences.xml:81"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.18:Tram_Analyz_preset_4.xml:10"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],0,0,0,0,0,subfixture,5,5,,,subfixture:5:6
1,26,7,0,0,"[""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:37:Tram_Analyz_main_sequences.xml:40"", ""cue:2:38:Tram_Analyz_main_sequences.xml:41"", ""cue:2:40:Tram_Analyz_main_sequences.xml:43"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:46:Tram_Analyz_main_sequences.xml:49"", ""cue:2:51:Tram_Analyz_main_sequences.xml:56"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:60:Tram_Analyz_main_sequences.xml:65"", ""cue:2:63:Tram_Analyz_main_sequences.xml:68"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:68:Tram_Analyz_main_sequences.xml:73"", ""cue:2:69:Tram_Analyz_main_sequences.xml:74"", ""cue:2:70:Tram_Analyz_main_sequences.xml:75"", ""cue:2:71:Tram_Analyz_main_sequences.xml:76"", ""cue:2:72:Tram_Analyz_main_sequences.xml:77"", ""cue:2:73:Tram_Analyz_main_sequences.xml:78"", ""cue:2:76:Tram_Analyz_main_sequences.xml:81"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.18:Tram_Analyz_preset_4.xml:10"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],0,0,0,0,0,subfixture,5,5,,,subfixture:5:7
1,26,7,0,0,"[""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:37:Tram_Analyz_main_sequences.xml:40"", ""cue:2:38:Tram_Analyz_main_sequences.xml:41"", ""cue:2:40:Tram_Analyz_main_sequences.xml:43"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:46:Tram_Analyz_main_sequences.xml:49"", ""cue:2:51:Tram_Analyz_main_sequences.xml:56"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:60:Tram_Analyz_main_sequences.xml:65"", ""cue:2:63:Tram_Analyz_main_sequences.xml:68"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:68:Tram_Analyz_main_sequences.xml:73"", ""cue:2:69:Tram_Analyz_main_sequences.xml:74"", ""cue:2:70:Tram_Analyz_main_sequences.xml:75"", ""cue:2:71:Tram_Analyz_main_sequences.xml:76"", ""cue:2:72:Tram_Analyz_main_sequences.xml:77"", ""cue:2:73:Tram_Analyz_main_sequences.xml:78"", ""cue:2:76:Tram_Analyz_main_sequences.xml:81"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.18:Tram_Analyz_preset_4.xml:10"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],33,22,24,0,0,fixture,5,5,,8,subfixture:5:8
1,16,7,0,0,"[""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:40:Tram_Analyz_main_sequences.xml:43"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:46:Tram_Analyz_main_sequences.xml:49"", ""cue:2:49:Tram_Analyz_main_sequences.xml:54"", ""cue:2:51:Tram_Analyz_main_sequences.xml:56"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.18:Tram_Analyz_preset_4.xml:10"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],0,0,0,0,0,subfixture,6,6,,,subfixture:6:2
1,16,7,0,0,"[""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:40:Tram_Analyz_main_sequences.xml:43"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:46:Tram_Analyz_main_sequences.xml:49"", ""cue:2:49:Tram_Analyz_main_sequences.xml:54"", ""cue:2:51:Tram_Analyz_main_sequences.xml:56"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.18:Tram_Analyz_preset_4.xml:10"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],0,0,0,0,0,subfixture,6,6,,,subfixture:6:3
