sequence_number,cue_number,cue_name,fixture_id,fixture_name,fixture_type,fixture_patch,control_mode,hard_attribute_count,hard_attributes,dimmer_attribute_count,dimmer_attributes,preset_ref_count,preset_refs,preset_types
2,24,Jonatanuv PAD,17,,,,preset_only,0,[],0,[],1,"[""4.12""]","[""4""]"
2,24,Jonatanuv PAD,18,,,,preset_only,0,[],0,[],1,"[""4.12""]","[""4""]"
2,24,Jonatanuv PAD,19,,,,preset_only,0,[],0,[],1,"[""4.12""]","[""4""]"
2,24,Jonatanuv PAD,20,,,,preset_only,0,[],0,[],1,"[""4.12""]","[""4""]"
2,24,Jonatanuv PAD,33,,,,preset_only,0,[],0,[],1,"[""4.12""]","[""4""]"
2,24,Jonatanuv PAD,34,,,,preset_only,0,[],0,[],1,"[""4.12""]","[""4""]"
2,24,Jonatanuv PAD,35,,,,preset_only,0,[],0,[],1,"[""4.12""]","[""4""]"
2,24,Jonatanuv PAD,36,,,,preset_only,0,[],0,[],1,"[""4.12""]","[""4""]"
2,24,Jonatanuv PAD,37,,,,preset_only,0,[],0,[],1,"[""4.12""]","[""4""]"
2,24,Jonatanuv PAD,38,,,,preset_only,0,[],0,[],1,"[""4.12""]","[""4""]"
2,24,Jonatanuv PAD,39,,,,preset_only,0,[],0,[],1,"[""4.12""]","[""4""]"
2,24,Jonatanuv PAD,40,,,,preset_only,0,[],0,[],1,"[""4.12""]","[""4""]"
2,25,Vilda odchazi,1,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,2,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,3,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,4,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,5,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,6,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,7,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,8,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,9,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,10,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,11,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,12,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,13,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,14,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,15,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,16,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,17,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,18,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,19,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,20,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,33,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,34,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,35,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,36,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,37,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,38,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,39,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,40,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,25,Vilda odchazi,103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,preset_only,0,[],0,[],1,"[""0.72""]","[""0""]"
2,26,Jonathan svicka,104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,preset_only,0,[],0,[],1,"[""0.27""]","[""0""]"
2,26,Jonathan svicka,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset_only,0,[],0,[],1,"[""0.27""]","[""0""]"
2,27,Jonatan - ze svicky dopredu,101,,,,preset_only,0,[],0,[],1,"[""0.81""]","[""0""]"
2,27,Jonatan - ze svicky dopredu,102,,,,preset_only,0,[],0,[],1,"[""0.81""]","[""0""]"
2,3,Prichod tanecniku,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,preset_only,0,[],0,[],1,"[""0.49""]","[""0""]"
2,3,Prichod tanecniku,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset_only,0,[],0,[],1,"[""0.49""]","[""0""]"
2,30.5,Soud - zelena- - bici hudba,101,,,,preset_only,0,[],0,[],1,"[""0.20""]","[""0""]"
2,30.5,Soud - zelena- - bici hudba,102,,,,preset_only,0,[],0,[],1,"[""0.20""]","[""0""]"
2,30.5,Soud - zelena- - bici hudba,103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,preset_only,0,[],1,"[""DIM""]",1,"[""0.20""]","[""0""]"
2,30.5,Soud - zelena- - bici hudba,104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,preset_only,0,[],1,"[""DIM""]",1,"[""0.20""]","[""0""]"
2,30.5,Soud - zelena- - bici hudba,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset_only,0,[],1,"[""DIM""]",1,"[""0.20""]","[""0""]"
2,30.5,Soud - zelena- - bici hudba,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,preset_only,0,[],1,"[""DIM""]",1,"[""0.20""]","[""0""]"
2,30.5,Soud - zelena- - bici hudba,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,preset_only,0,[],0,[],1,"[""0.20""]","[""0""]"
2,30.5,Soud - zelena- - bici hudba,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset_only,0,[],0,[],1,"[""0.20""]","[""0""]"
2,30.5,Soud - zelena- - bici hudba,201,,,,preset_only,0,[],0,[],1,"[""0.20""]","[""0""]"
2,30.5,Soud - zelena- - bici hudba,202,,,,preset_only,0,[],0,[],1,"[""0.20""]","[""0""]"
2,31,Soud - proces-Na-schody,101,,,,preset_only,0,[],0,[],1,"[""0.15""]","[""0""]"
2,31,Soud - proces-Na-schody,102,,,,preset_only,0,[],0,[],1,"[""0.15""]","[""0""]"
2,31,Soud - proces-Na-schody,104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,preset_only,0,[],0,[],1,"[""0.21""]","[""0""]"
2,31,Soud - proces-Na-schody,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset_only,0,[],0,[],1,"[""0.21""]","[""0""]"
2,31,Soud - proces-Na-schody,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,preset_only,0,[],0,[],1,"[""0.21""]","[""0""]"
2,31,Soud - proces-Na-schody,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset_only,0,[],0,[],1,"[""0.21""]","[""0""]"
2,32,Po procesu - s hudbou,104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,preset_only,0,[],0,[],1,"[""0.1""]","[""0""]"
2,32,Po procesu - s hudbou,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset_only,0,[],0,[],1,"[""0.1""]","[""0""]"
2,34,Jon.Zustava sam,101,,,,preset_only,0,[],1,"[""DIM""]",1,"[""0.20""]","[""0""]"
2,34,Jon.Zustava sam,103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,preset_only,0,[],1,"[""DIM""]",1,"[""0.20""]","[""0""]"
2,34,Jon.Zustava sam,104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,preset_only,0,[],0,[],1,"[""0.20""]","[""0""]"
2,34,Jon.Zustava sam,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset_only,0,[],0,[],1,"[""0.20""]","[""0""]"
2,34,Jon.Zustava sam,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,preset_only,0,[],1,"[""DIM""]",1,"[""0.20""]","[""0""]"
2,34,Jon.Zustava sam,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,preset_only,0,[],0,[],1,"[""0.20""]","[""0""]"
2,34,Jon.Zustava sam,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset_only,0,[],0,[],1,"[""0.20""]","[""0""]"
2,34,Jon.Zustava sam,201,,,,preset_only,0,[],1,"[""DIM""]",1,"[""0.20""]","[""0""]"
2,35,zustava sam LET- GESTO,102,,,,preset_only,0,[],0,[],1,"[""0.23""]","[""0""]"
2,35,zustava sam LET- GESTO,202,,,,preset_only,0,[],1,"[""DIM""]",1,"[""0.23""]","[""0""]"
2,36,Jen prava strana - Wilda na schodech,103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,preset_only,0,[],0,[],1,"[""0.20""]","[""0""]"
2,36,Jen prava strana - Wilda na schodech,104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,preset_only,0,[],1,"[""DIM""]",1,"[""0.20""]","[""0""]"
2,36,Jen prava strana - Wilda na schodech,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset_only,0,[],1,"[""DIM""]",1,"[""0.20""]","[""0""]"
2,36,Jen prava strana - Wilda na schodech,202,,,,preset_only,0,[],1,"[""DIM""]",1,"[""0.20""]","[""0""]"
2,37,Jdou tunelem skoro hned driv,1,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,2,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,3,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,4,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,5,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,6,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,7,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,8,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,9,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,10,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,11,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,12,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,13,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,14,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,15,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,16,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,17,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,18,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,19,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,20,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,21,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,22,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,23,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,24,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,25,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,26,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,27,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,28,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,29,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,30,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,31,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,32,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,33,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,34,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,35,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,36,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,37,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,38,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,39,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,37,Jdou tunelem skoro hned driv,40,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,1,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,2,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,3,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,4,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,5,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,6,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,7,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,8,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,9,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,10,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,11,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,12,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,13,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,14,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,15,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,16,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,17,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,18,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,19,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,20,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,21,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,22,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,23,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,24,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,25,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,26,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,27,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,28,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,29,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,30,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,31,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,32,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,33,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,34,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,35,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,36,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,37,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,38,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,39,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,40,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,101,,,,preset_only,0,[],1,"[""DIM""]",1,"[""0.5""]","[""0""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,102,,,,preset_only,0,[],1,"[""DIM""]",1,"[""0.5""]","[""0""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,201,,,,preset_only,0,[],1,"[""DIM""]",1,"[""0.5""]","[""0""]"
2,38,Vkladaji astery POZA se k lidem-zastavi se,202,,,,preset_only,0,[],1,"[""DIM""]",1,"[""0.5""]","[""0""]"
2,39,Trio - Holky tahnou Jona,101,,,,preset_only,0,[],0,[],1,"[""4.20""]","[""4""]"
2,39,Trio - Holky tahnou Jona,102,,,,preset_only,0,[],0,[],1,"[""4.20""]","[""4""]"
2,39,Trio - Holky tahnou Jona,103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,preset_only,0,[],0,[],1,"[""4.20""]","[""4""]"
2,39,Trio - Holky tahnou Jona,104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,preset_only,0,[],1,"[""DIM""]",1,"[""4.20""]","[""4""]"
2,39,Trio - Holky tahnou Jona,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset_only,0,[],1,"[""DIM""]",1,"[""4.20""]","[""4""]"
2,39,Trio - Holky tahnou Jona,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,preset_only,0,[],1,"[""DIM""]",1,"[""4.20""]","[""4""]"
2,39,Trio - Holky tahnou Jona,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset_only,0,[],1,"[""DIM""]",1,"[""4.20""]","[""4""]"
2,39,Trio - Holky tahnou Jona,201,,,,preset_only,0,[],0,[],1,"[""4.20""]","[""4""]"
2,39,Trio - Holky tahnou Jona,202,,,,preset_only,0,[],0,[],1,"[""4.20""]","[""4""]"
2,4,Hudba,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset_only,0,[],0,[],1,"[""0.65""]","[""0""]"
2,4,Hudba,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,preset_only,0,[],0,[],1,"[""0.66""]","[""0""]"
2,40,Prichazi dalsi s asterama,1,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,2,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,3,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,4,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,5,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,6,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,7,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,8,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,9,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,10,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,11,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,12,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,13,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,14,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,15,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,16,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,17,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,18,,,,preset_only,0,[],1,"[""DIM""]",1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,19,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,20,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,21,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,22,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,23,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,24,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,25,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,26,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,27,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,28,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,29,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,30,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,31,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,32,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,33,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,34,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,35,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,36,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,37,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,38,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,39,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,40,Prichazi dalsi s asterama,40,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,46,Velkej ptak,1,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,46,Velkej ptak,3,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,46,Velkej ptak,4,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,46,Velkej ptak,6,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,46,Velkej ptak,7,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,46,Velkej ptak,8,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,46,Velkej ptak,9,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,46,Velkej ptak,10,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,46,Velkej ptak,11,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,46,Velkej ptak,12,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,46,Velkej ptak,13,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,46,Velkej ptak,14,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,46,Velkej ptak,17,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,46,Velkej ptak,18,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,46,Velkej ptak,19,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,46,Velkej ptak,20,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,46,Velkej ptak,21,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
2,46,Velkej ptak,22,,,,preset_only,0,[],0,[],1,"[""4.10""]","[""4""]"
