sequence_number,cue_number,cue_name,fixture_id,fixture_name,fixture_type,fixture_patch,control_mode,hard_attribute_count,hard_attributes,dimmer_attribute_count,dimmer_attributes,preset_ref_count,preset_refs,preset_types
10,79,chuze STYCH od garaze velky,2,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
10,79,chuze STYCH od garaze velky,3,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
10,79,chuze STYCH od garaze velky,4,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
10,79,chuze STYCH od garaze velky,5,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
10,79,chuze STYCH od garaze velky,6,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
10,79,chuze STYCH od garaze velky,7,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
10,79,chuze STYCH od garaze velky,8,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
10,80,Alex gr STYCH od klaviru patrik osuka alexe,1,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
10,80,Alex gr STYCH od klaviru patrik osuka alexe,2,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
10,80,Alex gr STYCH od klaviru patrik osuka alexe,3,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
10,80,Alex gr STYCH od klaviru patrik osuka alexe,4,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
10,80,Alex gr STYCH od klaviru patrik osuka alexe,5,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
10,80,Alex gr STYCH od klaviru patrik osuka alexe,6,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
10,80,Alex gr STYCH od klaviru patrik osuka alexe,7,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
10,80,Alex gr STYCH od klaviru patrik osuka alexe,8,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
10,81,disko gula dolu,1,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
10,81,disko gula dolu,2,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
10,81,disko gula dolu,3,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
10,81,disko gula dolu,4,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
10,81,disko gula dolu,5,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
10,81,disko gula dolu,6,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
10,81,disko gula dolu,7,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
10,81,disko gula dolu,8,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",0,[],0,[],[]
28,1,Cue 1,1,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",4,"[""DIM"", ""DIM2"", ""SHUTTER"", ""SHUTTER2""]",0,[],[]
28,1,Cue 1,5,,,,hard_only,8,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]",4,"[""DIM"", ""DIM2"", ""SHUTTER"", ""SHUTTER2""]",0,[],[]
10,106,DUHA,21,,,,hard_only,7,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""DIM""]",0,[],[]
10,106,DUHA,22,,,,hard_only,7,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""DIM""]",0,[],[]
10,106,DUHA,23,,,,hard_only,7,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""DIM""]",0,[],[]
10,106,DUHA,24,,,,hard_only,7,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""DIM""]",0,[],[]
10,106,DUHA,25,,,,hard_only,7,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""DIM""]",0,[],[]
10,106,DUHA,26,,,,hard_only,7,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""DIM""]",0,[],[]
2,20,Solo Zacatek Bert,201,,,,hard_only,7,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""DIM""]",0,[],[]
2,20,Solo Zacatek Bert,202,,,,hard_only,7,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""DIM""]",0,[],[]
2,3,Prichod tanecniku,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,hard_only,7,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""DIM""]",0,[],[]
2,32,Po procesu - s hudbou,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,hard_only,7,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""DIM""]",0,[],[]
2,46,Velkej ptak,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,hard_only,7,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""DIM""]",0,[],[]
2,55,Groteska boj o zradlo - Velikeho racka,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,hard_only,7,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""DIM""]",0,[],[]
2,55,Groteska boj o zradlo - Velikeho racka,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,hard_only,7,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""DIM""]",0,[],[]
2,6,Jonatan odchazi z hejna - 1:26,104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,hard_only,7,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM""]",0,[],0,[],[]
2,77,J+F Duet 2,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,hard_only,7,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""DIM""]",0,[],[]
2,77,J+F Duet 2,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,hard_only,7,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM""]",1,"[""DIM""]",0,[],[]
10,85,groupen sex,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,hard_only,6,"[""COLORMIXER"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""COLORTEMPERATURE""]",1,"[""DIM""]",0,[],[]
10,85,groupen sex,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,hard_only,6,"[""COLORMIXER"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""COLORTEMPERATURE""]",1,"[""DIM""]",0,[],[]
10,85,groupen sex,43,RLB350M1 3,12 Robin LEDBeam 350 Mode 1,13.045,hard_only,6,"[""COLORMIXER"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""COLORTEMPERATURE""]",1,"[""DIM""]",0,[],[]
10,85,groupen sex,44,RLB350M1 4,12 Robin LEDBeam 350 Mode 1,13.067,hard_only,6,"[""COLORMIXER"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""COLORTEMPERATURE""]",1,"[""DIM""]",0,[],[]
10,85,groupen sex,45,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,13.089,hard_only,6,"[""COLORMIXER"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""COLORTEMPERATURE""]",1,"[""DIM""]",0,[],[]
10,85,groupen sex,46,RLB350M1 6,12 Robin LEDBeam 350 Mode 1,13.111,hard_only,6,"[""COLORMIXER"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""COLORTEMPERATURE""]",1,"[""DIM""]",0,[],[]
10,85,groupen sex,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,hard_only,6,"[""COLORMIXER"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""COLORTEMPERATURE""]",1,"[""DIM""]",0,[],[]
10,85,groupen sex,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,hard_only,6,"[""COLORMIXER"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""COLORTEMPERATURE""]",1,"[""DIM""]",0,[],[]
10,85,groupen sex,49,RLB350M1 9,12 Robin LEDBeam 350 Mode 1,5.045,hard_only,6,"[""COLORMIXER"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""COLORTEMPERATURE""]",1,"[""DIM""]",0,[],[]
10,85,groupen sex,50,RLB350M1 10,12 Robin LEDBeam 350 Mode 1,5.067,hard_only,6,"[""COLORMIXER"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""COLORTEMPERATURE""]",1,"[""DIM""]",0,[],[]
10,85,groupen sex,51,RLB350M1 11,12 Robin LEDBeam 350 Mode 1,5.089,hard_only,6,"[""COLORMIXER"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""COLORTEMPERATURE""]",1,"[""DIM""]",0,[],[]
10,85,groupen sex,52,RLB350M1 12,12 Robin LEDBeam 350 Mode 1,5.111,hard_only,6,"[""COLORMIXER"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""COLORTEMPERATURE""]",1,"[""DIM""]",0,[],[]
2,46,Velkej ptak,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,hard_only,6,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT""]",1,"[""DIM""]",0,[],[]
2,46.6,Labus u astery,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,hard_only,6,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT""]",1,"[""DIM""]",0,[],[]
2,7,Jirka ze schodu u soklu - 1:50,202,,,,hard_only,6,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT""]",1,"[""DIM""]",0,[],[]
2,52,dialog,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,hard_only,5,"[""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""ZOOM""]",1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,hard_only,5,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""ZOOM""]",0,[],0,[],[]
2,54,TRIO do prostoru,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,hard_only,5,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""ZOOM""]",0,[],0,[],[]
10,1,lidi,61,HotboxW8 1,14 Hotbox RGBW 8 channel,2.217,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,1,lidi,62,HotboxW8 2,14 Hotbox RGBW 8 channel,2.225,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,1,lidi,63,HotboxW8 3,14 Hotbox RGBW 8 channel,2.233,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,1,lidi,64,HotboxW8 4,14 Hotbox RGBW 8 channel,2.241,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,105.6,PLATFORMA,67,HotboxW8 1,14 Hotbox RGBW 8 channel,1.401,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],0,[],[]
10,109,Blesk MIDI,21,,,,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],0,[],[]
10,109,Blesk MIDI,22,,,,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],0,[],[]
10,109,Blesk MIDI,23,,,,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],0,[],[]
10,109,Blesk MIDI,24,,,,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],0,[],[]
10,109,Blesk MIDI,25,,,,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],0,[],[]
10,109,Blesk MIDI,26,,,,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],0,[],[]
10,109,Blesk MIDI,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,109,Blesk MIDI,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,109,Blesk MIDI,43,RLB350M1 3,12 Robin LEDBeam 350 Mode 1,13.045,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,109,Blesk MIDI,44,RLB350M1 4,12 Robin LEDBeam 350 Mode 1,13.067,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,109,Blesk MIDI,45,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,13.089,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,109,Blesk MIDI,46,RLB350M1 6,12 Robin LEDBeam 350 Mode 1,13.111,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,109,Blesk MIDI,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,109,Blesk MIDI,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,109,Blesk MIDI,49,RLB350M1 9,12 Robin LEDBeam 350 Mode 1,5.045,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,109,Blesk MIDI,50,RLB350M1 10,12 Robin LEDBeam 350 Mode 1,5.067,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,109,Blesk MIDI,51,RLB350M1 11,12 Robin LEDBeam 350 Mode 1,5.089,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,109,Blesk MIDI,52,RLB350M1 12,12 Robin LEDBeam 350 Mode 1,5.111,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,36,9:46.888,61,HotboxW8 1,14 Hotbox RGBW 8 channel,2.217,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,36,9:46.888,62,HotboxW8 2,14 Hotbox RGBW 8 channel,2.225,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,36,9:46.888,63,HotboxW8 3,14 Hotbox RGBW 8 channel,2.233,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,36,9:46.888,64,HotboxW8 4,14 Hotbox RGBW 8 channel,2.241,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,36.5,koule pryc,61,HotboxW8 1,14 Hotbox RGBW 8 channel,2.217,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,36.5,koule pryc,62,HotboxW8 2,14 Hotbox RGBW 8 channel,2.225,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,36.5,koule pryc,63,HotboxW8 3,14 Hotbox RGBW 8 channel,2.233,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,36.5,koule pryc,64,HotboxW8 4,14 Hotbox RGBW 8 channel,2.241,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,40,Flash,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,40,Flash,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,40,Flash,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,40,Flash,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,42,Flash,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,42,Flash,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,42,Flash,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,42,Flash,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,44,Flash,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,44,Flash,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,44,Flash,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,44,Flash,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,46,Flash,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,46,Flash,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,46,Flash,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,46,Flash,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,48,Flash,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,48,Flash,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,48,Flash,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,48,Flash,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,50,Flash,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,50,Flash,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
10,50,Flash,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
