fixture_id,channel_id,subfixture_id,patch_target_type,patch_target_id,patch_target_key,name,label,display_name,fixture_type,mode,patch,universe,address,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,scale_x,scale_y,scale_z,source_files,flags
1,1,,channel,1,channel:1,,,Channel 1,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false}"
2,2,,channel,2,channel:2,,,Channel 2,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false}"
3,3,,channel,3,channel:3,,,Channel 3,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false}"
4,4,,channel,4,channel:4,,,Channel 4,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false}"
5,5,,channel,5,channel:5,,,Channel 5,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false}"
6,6,,channel,6,channel:6,,,Channel 6,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false}"
7,7,,channel,7,channel:7,,,Channel 7,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
8,8,,channel,8,channel:8,,,Channel 8,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
9,9,,channel,9,channel:9,,,Channel 9,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
10,10,,channel,10,channel:10,,,Channel 10,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
11,11,,channel,11,channel:11,,,Channel 11,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false}"
12,12,,channel,12,channel:12,,,Channel 12,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false}"
13,13,,channel,13,channel:13,,,Channel 13,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false}"
14,14,,channel,14,channel:14,,,Channel 14,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false}"
15,15,,channel,15,channel:15,,,Channel 15,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false}"
16,16,,channel,16,channel:16,,,Channel 16,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false}"
17,17,,channel,17,channel:17,,,Channel 17,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false}"
18,18,,channel,18,channel:18,,,Channel 18,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false}"
21,21,,channel,21,channel:21,,,Channel 21,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false}"
31,31,,channel,31,channel:31,,,Channel 31,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false}"
32,32,,channel,32,channel:32,,,Channel 32,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false}"
998,998,,channel,998,channel:998,,,Channel 998,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false}"
999,999,,channel,999,channel:999,,,Channel 999,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false}"
1001,1001,,channel,1001,channel:1001,,,Channel 1001,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1002,1002,,channel,1002,channel:1002,,,Channel 1002,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1003,1003,,channel,1003,channel:1003,,,Channel 1003,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1004,1004,,channel,1004,channel:1004,,,Channel 1004,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1005,1005,,channel,1005,channel:1005,,,Channel 1005,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1006,1006,,channel,1006,channel:1006,,,Channel 1006,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1007,1007,,channel,1007,channel:1007,,,Channel 1007,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1008,1008,,channel,1008,channel:1008,,,Channel 1008,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1009,1009,,channel,1009,channel:1009,,,Channel 1009,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false}"
1010,1010,,channel,1010,channel:1010,,,Channel 1010,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1011,1011,,channel,1011,channel:1011,,,Channel 1011,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1012,1012,,channel,1012,channel:1012,,,Channel 1012,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false}"
1013,1013,,channel,1013,channel:1013,,,Channel 1013,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1014,1014,,channel,1014,channel:1014,,,Channel 1014,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1015,1015,,channel,1015,channel:1015,,,Channel 1015,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1016,1016,,channel,1016,channel:1016,,,Channel 1016,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1017,1017,,channel,1017,channel:1017,,,Channel 1017,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1018,1018,,channel,1018,channel:1018,,,Channel 1018,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1019,1019,,channel,1019,channel:1019,,,Channel 1019,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1020,1020,,channel,1020,channel:1020,,,Channel 1020,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1021,1021,,channel,1021,channel:1021,,,Channel 1021,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1022,1022,,channel,1022,channel:1022,,,Channel 1022,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1023,1023,,channel,1023,channel:1023,,,Channel 1023,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1024,1024,,channel,1024,channel:1024,,,Channel 1024,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1025,1025,,channel,1025,channel:1025,,,Channel 1025,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1026,1026,,channel,1026,channel:1026,,,Channel 1026,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1027,1027,,channel,1027,channel:1027,,,Channel 1027,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1028,1028,,channel,1028,channel:1028,,,Channel 1028,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1029,1029,,channel,1029,channel:1029,,,Channel 1029,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": true, ""is_subfixture"": false}"
1030,1030,,channel,1030,channel:1030,,,Channel 1030,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false}"
1,,,fixture,1,fixture:1,HelDGB8S 1,HelDGB8S 1,HelDGB8S 1,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,1.001,1,1,0.581,1.229,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
2,,,fixture,2,fixture:2,HelDGB8S 2,HelDGB8S 2,HelDGB8S 2,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,1.025,1,25,1,0.775,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
3,,,fixture,3,fixture:3,HelDGB8S 3,HelDGB8S 3,HelDGB8S 3,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,1.049,1,49,1.547,0.938,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
4,,,fixture,4,fixture:4,HelDGB8S 4,HelDGB8S 4,HelDGB8S 4,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,1.073,1,73,3,0,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
5,,,fixture,5,fixture:5,HelDGB8S 5,HelDGB8S 5,HelDGB8S 5,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,1.097,1,97,4,0,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
6,,,fixture,6,fixture:6,HelDGB8S 6,HelDGB8S 6,HelDGB8S 6,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,1.121,1,121,5,0,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
7,,,fixture,7,fixture:7,HelDGB8S 7,HelDGB8S 7,HelDGB8S 7,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,1.145,1,145,6,0,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
8,,,fixture,8,fixture:8,HelDGB8S 8,HelDGB8S 8,HelDGB8S 8,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,1.169,1,169,7,0,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
9,,,fixture,9,fixture:9,HelDGB8S 9,HelDGB8S 9,HelDGB8S 9,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,1.193,1,193,8,0,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false}"
10,,,fixture,10,fixture:10,HelDGB8S 10,HelDGB8S 10,HelDGB8S 10,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,1.217,1,217,9,0,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false}"
11,,,fixture,11,fixture:11,HelDGB8S 11,HelDGB8S 11,HelDGB8S 11,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,1.241,1,241,0,-1,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
12,,,fixture,12,fixture:12,HelDGB8S 12,HelDGB8S 12,HelDGB8S 12,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,1.265,1,265,1,-1,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
13,,,fixture,13,fixture:13,HelDGB8S 13,HelDGB8S 13,HelDGB8S 13,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,1.289,1,289,2,-1,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
14,,,fixture,14,fixture:14,HelDGB8S 14,HelDGB8S 14,HelDGB8S 14,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,1.313,1,313,3,-1,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
15,,,fixture,15,fixture:15,HelDGB8S 15,HelDGB8S 15,HelDGB8S 15,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,1.337,1,337,4,-1,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
16,,,fixture,16,fixture:16,HelDGB8S 16,HelDGB8S 16,HelDGB8S 16,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,1.361,1,361,5,-1,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
17,,,fixture,17,fixture:17,HelDGB8S 17,HelDGB8S 17,HelDGB8S 17,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,1.385,1,385,6,-1,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
18,,,fixture,18,fixture:18,HelDGB8S 18,HelDGB8S 18,HelDGB8S 18,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,1.409,1,409,7,-1,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
19,,,fixture,19,fixture:19,HelDGB8S 19,HelDGB8S 19,HelDGB8S 19,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,1.433,1,433,8,-1,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false}"
20,,,fixture,20,fixture:20,HelDGB8S 20,HelDGB8S 20,HelDGB8S 20,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,1.457,1,457,9,-1,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false}"
21,,,fixture,21,fixture:21,HelDGB8S 21,HelDGB8S 21,HelDGB8S 21,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,2.001,2,1,0,-2,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
22,,,fixture,22,fixture:22,HelDGB8S 22,HelDGB8S 22,HelDGB8S 22,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,2.025,2,25,1,-2,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
