sequence_number,sequence_name,cue_number,cue_name,trigger,fade,delay,command,fixture_ids,fixture_details,references,preset_refs,effect_refs,group_refs,dimmer_value_count,hard_value_count,hard_value_attributes,hard_value_preview,source_file
10,Sequence 10,9.5,zebrik pryc,,,,,[11],"[""11 | Fixture 11""]",[],[],[],[],1,0,[],[],exports\Studio54_main_sequences.xml
10,Sequence 10,10,Par 1,,3,,,"[9, 18]","[""9 | Fixture 9"", ""18 | Fixture 18""]",[],[],[],[],1,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",exports\Studio54_main_sequences.xml
10,Sequence 10,11,Par 2,,3,,,"[8, 17]","[""8 | Fixture 8"", ""17 | Fixture 17""]",[],[],[],[],1,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",exports\Studio54_main_sequences.xml
10,Sequence 10,12,Par 3,,3,,,"[7, 16]","[""7 | Fixture 7"", ""16 | Fixture 16""]",[],[],[],[],1,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",exports\Studio54_main_sequences.xml
10,Sequence 10,13,Par 4,,3,,,"[6, 15]","[""6 | Fixture 6"", ""15 | Fixture 15""]",[],[],[],[],1,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",exports\Studio54_main_sequences.xml
10,Sequence 10,14,Par 5,,3,,,"[5, 14]","[""5 | Fixture 5"", ""14 | Fixture 14""]",[],[],[],[],1,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",exports\Studio54_main_sequences.xml
10,Sequence 10,15,Par 6,,3,,,"[4, 13]","[""4 | Fixture 4"", ""13 | Fixture 13""]",[],[],[],[],1,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",exports\Studio54_main_sequences.xml
10,Sequence 10,16,Par 7,,3,,,"[3, 12]","[""3 | Fixture 3"", ""12 | Fixture 12""]",[],[],[],[],1,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",exports\Studio54_main_sequences.xml
10,Sequence 10,17,Par 8,,3,,,"[2, 11]","[""2 | Fixture 2"", ""11 | Fixture 11""]",[],[],[],[],1,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",exports\Studio54_main_sequences.xml
10,Sequence 10,19,Scan,,4,,,"[16, 21, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 41, 47, 667]","[""16 | Fixture 16"", ""21 | Fixture 21"", ""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""9 | Fixture 9"", ""10 | Fixture 10"", ""11 | Fixture 11"", ""12 | Fixture 12"", ""13 | Fixture 13"", ""14 | Fixture 14"", ""15 | Fixture 15"", ""17 | Fixture 17"", ""18 | Fixture 18"", ""19 | Fixture 19"", ""20 | Fixture 20"", ""22 | Fixture 22"", ""23 | Fixture 23"", ""24 | Fixture 24"", ""25 | Fixture 25"", ""26 | Fixture 26"", ""27 | Fixture 27"", ""28 | Fixture 28"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""667 | voko | 17 Arcsource 12 RGB 00 | 9.430""]","[""preset:0.57"", ""preset:0.41"", ""preset:0.58""]","[""preset:0.41"", ""preset:0.57"", ""preset:0.58""]",[],[],5,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""4.00"", ""fixture_id"": null}]",exports\Studio54_main_sequences.xml
10,Sequence 10,20,350 1,,3,,,"[41, 47, 1, 2, 10, 11]","[""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""1 | Fixture 1"", ""2 | Fixture 2"", ""10 | Fixture 10"", ""11 | Fixture 11""]",[],[],[],[],3,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",exports\Studio54_main_sequences.xml
10,Sequence 10,21,350 2,,3,,,"[42, 48, 3, 12]","[""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""3 | Fixture 3"", ""12 | Fixture 12""]","[""preset:0.58""]","[""preset:0.58""]",[],[],1,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",exports\Studio54_main_sequences.xml
10,Sequence 10,22,350 3,,3,,,"[16, 43, 49, 4, 5, 13, 14]","[""16 | Fixture 16"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""13 | Fixture 13"", ""14 | Fixture 14""]","[""preset:0.58""]","[""preset:0.58""]",[],[],2,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",exports\Studio54_main_sequences.xml
10,Sequence 10,23,350 4,,3,,,"[44, 50, 6, 15]","[""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""6 | Fixture 6"", ""15 | Fixture 15""]","[""preset:0.58""]","[""preset:0.58""]",[],[],1,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",exports\Studio54_main_sequences.xml
10,Sequence 10,24,350 5,,3,,,"[45, 51, 7, 16]","[""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""7 | Fixture 7"", ""16 | Fixture 16""]","[""preset:0.58""]","[""preset:0.58""]",[],[],1,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",exports\Studio54_main_sequences.xml
10,Sequence 10,25,350 6,,3,,,"[16, 46, 52, 8, 9, 17, 18]","[""16 | Fixture 16"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111"", ""8 | Fixture 8"", ""9 | Fixture 9"", ""17 | Fixture 17"", ""18 | Fixture 18""]","[""preset:0.58""]","[""preset:0.58""]",[],[],2,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",exports\Studio54_main_sequences.xml
10,Sequence 10,26,dojizdi lavka,,6,,,"[21, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26]","[""21 | Fixture 21"", ""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""9 | Fixture 9"", ""10 | Fixture 10"", ""11 | Fixture 11"", ""12 | Fixture 12"", ""13 | Fixture 13"", ""14 | Fixture 14"", ""15 | Fixture 15"", ""16 | Fixture 16"", ""17 | Fixture 17"", ""18 | Fixture 18"", ""19 | Fixture 19"", ""20 | Fixture 20"", ""22 | Fixture 22"", ""23 | Fixture 23"", ""24 | Fixture 24"", ""25 | Fixture 25"", ""26 | Fixture 26""]",[],[],[],[],6,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""6.00"", ""fixture_id"": null}]",exports\Studio54_main_sequences.xml
10,Sequence 10,26.5,koule 6.27,Timecode,,,,[67],"[""67 | HotboxW8 1 | 14 Hotbox RGBW 8 channel | 1.401""]","[""preset:0.90""]","[""preset:0.90""]",[],[],0,0,[],[],exports\Studio54_main_sequences.xml
10,Sequence 10,26.8,signal,Time,,,,[67],"[""67 | HotboxW8 1 | 14 Hotbox RGBW 8 channel | 1.401""]","[""preset:0.90""]","[""preset:0.90""]",[],[],1,0,[],[],exports\Studio54_main_sequences.xml
10,Sequence 10,27,beegees 6:37.6,Timecode,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 17, 18, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 65, 66, 71, 72, 73, 74, 75, 76, 77, 78, 21, 31, 32]","[""1 | Fixture 1"", ""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""11 | Fixture 11"", ""12 | Fixture 12"", ""17 | Fixture 17"", ""18 | Fixture 18"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111"", ""65 | HotboxW8 5 | 14 Hotbox RGBW 8 channel | 2.249"", ""66 | HotboxW8 6 | 14 Hotbox RGBW 8 channel | 2.257"", ""71 | HelM1 1 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.001"", ""72 | HelM1 2 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.004"", ""73 | HelM1 3 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.007"", ""74 | HelM1 4 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.010"", ""75 | HelM1 5 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.013"", ""76 | HelM1 6 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.016"", ""77 | HelM1 7 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.019"", ""78 | HelM1 8 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.022"", ""21 | Fixture 21"", ""31 | Fixture 31"", ""32 | Fixture 32""]","[""preset:0.45"", ""preset:0.31"", ""preset:0.49""]","[""preset:0.31"", ""preset:0.45"", ""preset:0.49""]",[],[],30,64,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]","[{""attribute"": ""COLORRGB1"", ""raw_value"": ""42.45"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""66.43"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB31"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB32"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB33"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB35"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""42.45"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""66.43"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB31"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB32"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB33"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB35"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""42.45"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""66.43"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""0.00"", ""fixture_id"": 3}]",exports\Studio54_main_sequences.xml
10,Sequence 10,28,7:16.472,Timecode,,,,"[11, 12, 17, 18, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]","[""11 | Fixture 11"", ""12 | Fixture 12"", ""17 | Fixture 17"", ""18 | Fixture 18"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111""]","[""preset:0.30""]","[""preset:0.30""]",[],[],4,0,[],[],exports\Studio54_main_sequences.xml
10,Sequence 10,29,8:03.383,Timecode,,,,"[11, 12, 17, 18, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]","[""11 | Fixture 11"", ""12 | Fixture 12"", ""17 | Fixture 17"", ""18 | Fixture 18"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111""]","[""preset:0.34""]","[""preset:0.34""]",[],[],4,0,[],[],exports\Studio54_main_sequences.xml
10,Sequence 10,30,8:11.257,Timecode,3,,,"[41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]","[""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111""]","[""preset:0.30""]","[""preset:0.30""]",[],[],0,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",exports\Studio54_main_sequences.xml
10,Sequence 10,31,8:15.150,Timecode,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]","[""1 | Fixture 1"", ""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111""]","[""effect:29"", ""preset:0.34""]","[""preset:0.34""]",[],[],0,0,[],[],exports\Studio54_main_sequences.xml
10,Sequence 10,32,8:58.183,Timecode,,,,"[1, 2, 3, 4, 5, 6, 7, 8]","[""1 | Fixture 1"", ""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8""]","[""preset:0.60""]","[""preset:0.60""]",[],[],0,0,[],[],exports\Studio54_main_sequences.xml
10,Sequence 10,33,9:13.805,Timecode,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]","[""1 | Fixture 1"", ""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111""]","[""preset:0.45"", ""preset:0.30""]","[""preset:0.30"", ""preset:0.45""]",[],[],0,0,[],[],exports\Studio54_main_sequences.xml
10,Sequence 10,34,9:29.372,Timecode,10,,,"[41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]","[""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111""]","[""preset:0.34""]","[""preset:0.34""]",[],[],0,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""10.00"", ""fixture_id"": null}]",exports\Studio54_main_sequences.xml
10,Sequence 10,35,9:44.916,Timecode,,,,"[11, 12, 17, 18, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]","[""11 | Fixture 11"", ""12 | Fixture 12"", ""17 | Fixture 17"", ""18 | Fixture 18"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111""]",[],[],[],[],4,0,[],[],exports\Studio54_main_sequences.xml
