preset_number,preset_type,preset_xml_index,preset_name,fixture_id,fixture_name,fixture_type,fixture_patch,attribute,raw_value,value_type,reference_target,source_file
0.37,0,36,byk,6,,,,EFFECTMACRORATE,0.00,hard,,exports\Studio54_preset_0.xml
0.37,0,36,byk,6,,,,EFFECTMACROTIME,0.00,hard,,exports\Studio54_preset_0.xml
0.37,0,36,byk,6,,,,MACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.37,0,36,byk,6,,,,COLORRGB31,0.00,hard,,exports\Studio54_preset_0.xml
0.37,0,36,byk,6,,,,COLORRGB32,0.00,hard,,exports\Studio54_preset_0.xml
0.37,0,36,byk,6,,,,COLORRGB33,0.00,hard,,exports\Studio54_preset_0.xml
0.37,0,36,byk,6,,,,COLORRGB35,0.00,hard,,exports\Studio54_preset_0.xml
0.37,0,36,byk,6,,,,EFFECTMACROS2,0.00,hard,,exports\Studio54_preset_0.xml
0.37,0,36,byk,6,,,,SHUTTER,18.95,hard,,exports\Studio54_preset_0.xml
0.37,0,36,byk,6,,,,ZOOM,50.00,hard,,exports\Studio54_preset_0.xml
0.37,0,36,byk,6,,,,SHUTTER2,18.95,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,DIM,100.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,GOBO2,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,EFFECTWHEEL,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,PAN,-14.04,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,TILT,-53.76,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,POSITIONMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,FIXTUREGLOBALRESET,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,PWMFREQUENCY,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,PWMFREQUENCYADJUST,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,INTENSITYMACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,COLOR1,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,COLOR2,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,COLORRGB1,45.58,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,COLORRGB2,58.78,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,COLORRGB3,100.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,CTO,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,COLORMIXER,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,COLORMIXMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,COLORMIXMSPEED2,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,ZOOMMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,ANIMATIONWHEEL,100.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,ANIMATIONINDEXROTATE,45.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,EFFECTMACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,GOBO1,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,GOBO2_POS,61.70,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,EFFECTINDEXROTATE,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,FROST,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,IRIS,70.31,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,ZOOM,76.30,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,FOCUS,57.50,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,SHAPER ROT,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,BLADE1A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,BLADE1B,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,BLADE2A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,BLADE2B,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,BLADE3A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,BLADE3B,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,BLADE4A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,BLADE4B,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,11,,,,SHUTTER,18.95,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,DIM,100.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,GOBO2,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,EFFECTWHEEL,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,PAN,19.71,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,TILT,54.04,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,POSITIONMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,FIXTUREGLOBALRESET,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,PWMFREQUENCY,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,PWMFREQUENCYADJUST,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,INTENSITYMACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,COLOR1,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,COLOR2,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,COLORRGB1,45.58,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,COLORRGB2,58.78,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,COLORRGB3,100.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,CTO,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,COLORMIXER,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,COLORMIXMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,COLORMIXMSPEED2,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,ZOOMMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,ANIMATIONWHEEL,100.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,ANIMATIONINDEXROTATE,45.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,EFFECTMACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,GOBO1,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,GOBO2_POS,61.70,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,EFFECTINDEXROTATE,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,FROST,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,IRIS,70.31,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,ZOOM,76.30,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,FOCUS,57.50,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,SHAPER ROT,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,BLADE1A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,BLADE1B,36.50,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,BLADE2A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,BLADE2B,50.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,BLADE3A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,BLADE3B,50.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,BLADE4A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,BLADE4B,50.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,12,,,,SHUTTER,18.95,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,DIM,100.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,GOBO2,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,EFFECTWHEEL,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,PAN,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,TILT,-53.76,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,POSITIONMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,FIXTUREGLOBALRESET,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,PWMFREQUENCY,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,PWMFREQUENCYADJUST,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,INTENSITYMACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,COLOR1,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,COLOR2,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,COLORRGB1,45.58,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,COLORRGB2,58.78,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,COLORRGB3,100.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,CTO,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,COLORMIXER,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,COLORMIXMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,COLORMIXMSPEED2,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,ZOOMMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,ANIMATIONWHEEL,100.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,ANIMATIONINDEXROTATE,45.70,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,EFFECTMACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,GOBO1,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,GOBO2_POS,61.70,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,EFFECTINDEXROTATE,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,FROST,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,IRIS,70.31,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,ZOOM,76.30,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,FOCUS,57.50,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,SHAPER ROT,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,BLADE1A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,BLADE1B,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,BLADE2A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,BLADE2B,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,BLADE3A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,BLADE3B,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,BLADE4A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,BLADE4B,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,13,,,,SHUTTER,18.95,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,DIM,100.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,GOBO2,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,EFFECTWHEEL,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,PAN,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,TILT,-29.40,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,POSITIONMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,FIXTUREGLOBALRESET,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,PWMFREQUENCY,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,PWMFREQUENCYADJUST,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,INTENSITYMACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,COLOR1,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,COLOR2,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,COLORRGB1,45.58,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,COLORRGB2,58.78,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,COLORRGB3,100.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,CTO,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,COLORMIXER,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,COLORMIXMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,COLORMIXMSPEED2,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,ZOOMMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,ANIMATIONWHEEL,100.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,ANIMATIONINDEXROTATE,45.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,EFFECTMACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,GOBO1,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,GOBO2_POS,62.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,EFFECTINDEXROTATE,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,FROST,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,IRIS,70.31,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,ZOOM,89.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,FOCUS,57.50,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,SHAPER ROT,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,BLADE1A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,BLADE1B,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,BLADE2A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,BLADE2B,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,BLADE3A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,BLADE3B,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,BLADE4A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,BLADE4B,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,14,,,,SHUTTER,18.95,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,DIM,100.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,GOBO2,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,EFFECTWHEEL,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,PAN,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,TILT,36.96,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,POSITIONMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,FIXTUREGLOBALRESET,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,PWMFREQUENCY,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,PWMFREQUENCYADJUST,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,INTENSITYMACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,COLOR1,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,COLOR2,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,COLORRGB1,45.58,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,COLORRGB2,58.78,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,COLORRGB3,100.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,CTO,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,COLORMIXER,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,COLORMIXMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,COLORMIXMSPEED2,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,ZOOMMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,ANIMATIONWHEEL,100.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,ANIMATIONINDEXROTATE,45.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,EFFECTMACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,GOBO1,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,GOBO2_POS,61.70,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,EFFECTINDEXROTATE,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,FROST,87.70,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,IRIS,70.31,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,ZOOM,89.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,FOCUS,57.50,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,SHAPER ROT,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,BLADE1A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,BLADE1B,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,BLADE2A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,BLADE2B,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,BLADE3A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,BLADE3B,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,BLADE4A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,BLADE4B,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,15,,,,SHUTTER,18.95,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,DIM,100.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,GOBO2,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,EFFECTWHEEL,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,PAN,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,TILT,54.04,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,POSITIONMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,FIXTUREGLOBALRESET,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,PWMFREQUENCY,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,PWMFREQUENCYADJUST,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,INTENSITYMACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,COLOR1,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,COLOR2,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,COLORRGB1,45.58,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,COLORRGB2,58.78,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,COLORRGB3,100.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,CTO,33.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,COLORMIXER,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,COLORMIXMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,COLORMIXMSPEED2,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,ZOOMMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,ANIMATIONWHEEL,100.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,ANIMATIONINDEXROTATE,45.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,EFFECTMACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,GOBO1,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,GOBO2_POS,61.70,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,EFFECTINDEXROTATE,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,FROST,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,IRIS,70.31,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,ZOOM,76.30,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,FOCUS,57.50,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,SHAPER ROT,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,BLADE1A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,BLADE1B,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,BLADE2A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,BLADE2B,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,BLADE3A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,BLADE3B,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,BLADE4A,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,BLADE4B,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,16,,,,SHUTTER,18.95,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,17,,,,DIM,100.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,17,,,,GOBO2,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,17,,,,EFFECTWHEEL,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,17,,,,PAN,14.04,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,17,,,,TILT,-53.76,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,17,,,,POSITIONMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,17,,,,FIXTUREGLOBALRESET,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,17,,,,PWMFREQUENCY,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,17,,,,PWMFREQUENCYADJUST,50.20,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,17,,,,INTENSITYMACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,17,,,,COLOR1,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,17,,,,COLOR2,0.00,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,17,,,,COLORRGB1,45.58,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,17,,,,COLORRGB2,58.78,hard,,exports\Studio54_preset_0.xml
0.38,0,37,animacnigobo,17,,,,COLORRGB3,100.00,hard,,exports\Studio54_preset_0.xml
