sequence_number,sequence_name,cue_number,cue_name,attribute,raw_value,value_type,fixture_id,fixture_name,fixture_type,fixture_patch,reference_target,flags,source_path,is_hard_value,is_dimmer_value,source_file
2,qju,2,lidi,COLORMIXMODE,29.20,preset_ref,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset:0.4,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,ZOOM,79.50,hard,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,,[],Cue/CueDatas/CueData,True,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,DIM,100.00,preset_ref,201,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,PAN,-5.40,preset_ref,201,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,TILT,101.20,preset_ref,201,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,POSITIONMSPEED,0.00,preset_ref,201,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,LAMPCONTROL,0.00,preset_ref,201,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,COLORMIXER,0.00,preset_ref,201,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,COLORRGB1,1.52,preset_ref,201,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,COLORRGB2,29.78,preset_ref,201,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,COLORRGB3,62.68,preset_ref,201,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,COLORRGB5,41.03,preset_ref,201,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,CTC,0.00,preset_ref,201,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,COLORMIXMODE,29.20,preset_ref,201,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,PIXELEFFECTS,0.00,preset_ref,201,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,PIXELEFFECTSSPEED,0.00,preset_ref,201,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,PIXELEFFECTSFADE,0.00,preset_ref,201,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,ZOOM,68.00,preset_ref,201,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,SHUTTER,18.90,preset_ref,201,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,DIM,100.00,preset_ref,202,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,PAN,5.40,preset_ref,202,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,TILT,101.20,preset_ref,202,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,POSITIONMSPEED,0.00,preset_ref,202,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,LAMPCONTROL,0.00,preset_ref,202,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,COLORMIXER,0.00,preset_ref,202,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,COLORRGB1,1.52,preset_ref,202,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,COLORRGB2,29.78,preset_ref,202,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,COLORRGB3,62.68,preset_ref,202,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,COLORRGB5,41.03,preset_ref,202,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,CTC,0.00,preset_ref,202,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,COLORMIXMODE,29.20,preset_ref,202,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,PIXELEFFECTS,0.00,preset_ref,202,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,PIXELEFFECTSSPEED,0.00,preset_ref,202,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,PIXELEFFECTSFADE,0.00,preset_ref,202,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,ZOOM,68.00,preset_ref,202,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,SHUTTER,18.90,preset_ref,202,,,,preset:0.16,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,DIM,21.75,hard,1001,,,,,[],Cue/CueDatas/CueData,False,True,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,DIM,21.75,hard,1002,,,,,[],Cue/CueDatas/CueData,False,True,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,DIM,21.75,hard,1003,,,,,[],Cue/CueDatas/CueData,False,True,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,DIM,21.75,hard,1004,,,,,[],Cue/CueDatas/CueData,False,True,exports\Tram_Analyz_main_sequences.xml
2,qju,2,lidi,basic_fade,3.00,hard,,,,,,"[""timing""]",Cue/CuePart,True,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,text,3-2-1 s hudbou,hard,,,,,,[],Cue/InfoItems/Info,True,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,DIM,0.00,hard,103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,,[],Cue/CueDatas/CueData,False,True,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,COLORRGB1,0.00,hard,103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,,[],Cue/CueDatas/CueData,True,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,COLORRGB2,0.00,hard,103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,,[],Cue/CueDatas/CueData,True,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,COLORRGB3,0.00,hard,103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,,[],Cue/CueDatas/CueData,True,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,COLORRGB5,100.00,hard,103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,,[],Cue/CueDatas/CueData,True,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,DIM,0.00,hard,104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,,[],Cue/CueDatas/CueData,False,True,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,DIM,0.00,hard,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,,[],Cue/CueDatas/CueData,False,True,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,DIM,0.00,hard,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,,[],Cue/CueDatas/CueData,False,True,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,PAN,70.20,hard,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,,[],Cue/CueDatas/CueData,True,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,TILT,93.15,hard,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,,[],Cue/CueDatas/CueData,True,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,COLORRGB1,0.00,hard,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,,[],Cue/CueDatas/CueData,True,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,COLORRGB2,0.00,hard,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,,[],Cue/CueDatas/CueData,True,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,COLORRGB3,0.00,hard,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,,[],Cue/CueDatas/CueData,True,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,COLORRGB5,100.00,hard,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,,[],Cue/CueDatas/CueData,True,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,ZOOM,53.50,hard,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,,[],Cue/CueDatas/CueData,True,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,DIM,75.00,preset_ref,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,PAN,79.38,preset_ref,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,TILT,-86.71,preset_ref,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,POSITIONMSPEED,0.00,preset_ref,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,LAMPCONTROL,0.00,preset_ref,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,COLORMIXER,0.00,preset_ref,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,COLORRGB1,61.25,preset_ref,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,COLORRGB2,31.55,preset_ref,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,COLORRGB3,0.00,preset_ref,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,COLORRGB5,38.75,preset_ref,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,CTC,0.00,preset_ref,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,COLORMIXMODE,29.20,preset_ref,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,PIXELEFFECTS,0.00,preset_ref,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,PIXELEFFECTSSPEED,0.00,preset_ref,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,PIXELEFFECTSFADE,0.00,preset_ref,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,ZOOM,79.50,preset_ref,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,SHUTTER,18.90,preset_ref,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,DIM,75.00,preset_ref,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,PAN,-75.60,preset_ref,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,TILT,-86.71,preset_ref,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,POSITIONMSPEED,0.00,preset_ref,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,LAMPCONTROL,0.00,preset_ref,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,COLORMIXER,0.00,preset_ref,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,COLORRGB1,61.25,preset_ref,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,COLORRGB2,31.55,preset_ref,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,COLORRGB3,0.00,preset_ref,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,COLORRGB5,38.75,preset_ref,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,CTC,0.00,preset_ref,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,COLORMIXMODE,29.20,preset_ref,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,PIXELEFFECTS,0.00,preset_ref,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,PIXELEFFECTSSPEED,0.00,preset_ref,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,PIXELEFFECTSFADE,0.00,preset_ref,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,ZOOM,79.50,preset_ref,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,SHUTTER,18.90,preset_ref,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,preset:0.49,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,DIM,0.00,hard,1001,,,,,[],Cue/CueDatas/CueData,False,True,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,DIM,0.00,hard,1002,,,,,[],Cue/CueDatas/CueData,False,True,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,DIM,0.00,hard,1003,,,,,[],Cue/CueDatas/CueData,False,True,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,DIM,0.00,hard,1004,,,,,[],Cue/CueDatas/CueData,False,True,exports\Tram_Analyz_main_sequences.xml
2,qju,3,Prichod tanecniku,basic_fade,12.00,hard,,,,,,"[""timing""]",Cue/CuePart,True,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,text,2:00:00:00,hard,,,,,,[],Cue/InfoItems/Info,True,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,DIM,0.00,hard,101,,,,,[],Cue/CueDatas/CueData,False,True,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,DIM,100.00,preset_ref,102,,,,preset:0.18,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,PAN,-11.34,preset_ref,102,,,,preset:0.18,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,TILT,104.65,preset_ref,102,,,,preset:0.18,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,POSITIONMSPEED,0.00,preset_ref,102,,,,preset:0.18,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,LAMPCONTROL,0.00,preset_ref,102,,,,preset:0.18,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,COLORMIXER,0.00,preset_ref,102,,,,preset:0.18,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,COLORRGB1,2.94,preset_ref,102,,,,preset:0.18,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,COLORRGB2,14.06,preset_ref,102,,,,preset:0.18,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,COLORRGB3,24.22,preset_ref,102,,,,preset:0.18,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,COLORRGB5,79.49,preset_ref,102,,,,preset:0.18,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,CTC,0.00,preset_ref,102,,,,preset:0.18,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,COLORMIXMODE,29.20,preset_ref,102,,,,preset:0.18,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,PIXELEFFECTS,0.00,preset_ref,102,,,,preset:0.18,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,PIXELEFFECTSSPEED,0.00,preset_ref,102,,,,preset:0.18,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,PIXELEFFECTSFADE,0.00,preset_ref,102,,,,preset:0.18,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,ZOOM,43.50,preset_ref,102,,,,preset:0.18,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,SHUTTER,18.90,preset_ref,102,,,,preset:0.18,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,DIM,100.00,hard,102,,,,,[],Cue/CueDatas/CueData,False,True,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,COLORRGB1,79.49,hard,102,,,,,[],Cue/CueDatas/CueData,True,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,COLORRGB2,90.21,hard,102,,,,,[],Cue/CueDatas/CueData,True,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,COLORRGB3,100.00,hard,102,,,,,[],Cue/CueDatas/CueData,True,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,COLORRGB5,0.00,hard,102,,,,,[],Cue/CueDatas/CueData,True,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,DIM,100.00,preset_ref,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset:0.65,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,PAN,36.99,preset_ref,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset:0.65,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,TILT,111.55,preset_ref,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset:0.65,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,POSITIONMSPEED,0.00,preset_ref,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset:0.65,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,LAMPCONTROL,0.00,preset_ref,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset:0.65,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,COLORMIXER,0.00,preset_ref,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset:0.65,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,COLORRGB1,1.96,preset_ref,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset:0.65,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,COLORRGB2,9.66,preset_ref,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset:0.65,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,COLORRGB3,46.15,preset_ref,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset:0.65,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,COLORRGB5,57.26,preset_ref,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset:0.65,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,CTC,0.00,preset_ref,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset:0.65,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,COLORMIXMODE,29.20,preset_ref,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset:0.65,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,PIXELEFFECTS,0.00,preset_ref,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset:0.65,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,PIXELEFFECTSSPEED,0.00,preset_ref,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset:0.65,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,PIXELEFFECTSFADE,0.00,preset_ref,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset:0.65,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,ZOOM,38.00,preset_ref,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset:0.65,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,SHUTTER,18.90,preset_ref,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,preset:0.65,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,DIM,40.75,preset_ref,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,preset:0.66,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,PAN,92.61,preset_ref,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,preset:0.66,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,TILT,104.65,preset_ref,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,preset:0.66,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,POSITIONMSPEED,0.00,preset_ref,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,preset:0.66,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,LAMPCONTROL,0.00,preset_ref,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,preset:0.66,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,COLORMIXER,0.00,preset_ref,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,preset:0.66,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,COLORRGB1,2.62,preset_ref,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,preset:0.66,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
2,qju,4,Hudba,COLORRGB2,5.91,preset_ref,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,preset:0.66,[],Cue/CueDatas/CueData,False,False,exports\Tram_Analyz_main_sequences.xml
