fixture_id,fixture_name,fixture_type,fixture_patch,sequence_count,cue_count,preset_count,group_count,effect_count,hard_value_atoms,dimmer_value_atoms,preset_ref_atoms,group_ref_atoms,effect_ref_atoms,preset_types_available,top_attributes,attribute_frequency,feature_group_frequency,orphan_patch,is_sparse,control_mode
21,,,,3,28,12,0,0,1066,276,591,0,0,"[""0"", ""2""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""SHUTTER"", ""FLOWEREFFECT"", ""PAN"", ""TILT"", ""ZOOM""]","{""DIM"": 460, ""COLORRGB1"": 352, ""COLORRGB2"": 352, ""COLORRGB3"": 352, ""COLORRGB5"": 352, ""SHUTTER"": 55, ""FLOWEREFFECT"": 33, ""PAN"": 18, ""TILT"": 18, ""ZOOM"": 15, ""PANROTATE"": 12, ""POSITIONMSPEED"": 11, ""CONTROL"": 11, ""LEDFREQUENCY"": 11, ""LEDFREQUENCYADJUSTING"": 11, ""COLORMIXMODE"": 11, ""COLORMACROS"": 11, ""CTO"": 11}","{""Color"": 1430, ""Dimmer"": 515, ""Other"": 66, ""Position"": 59, ""Beam"": 15, ""Control"": 11}",False,False,mixed
22,,,,3,24,12,0,0,1390,276,591,0,0,"[""0"", ""2""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""SHUTTER"", ""FLOWEREFFECT"", ""PAN"", ""TILT"", ""ZOOM""]","{""DIM"": 460, ""COLORRGB1"": 460, ""COLORRGB2"": 460, ""COLORRGB3"": 460, ""COLORRGB5"": 352, ""SHUTTER"": 55, ""FLOWEREFFECT"": 33, ""PAN"": 18, ""TILT"": 18, ""ZOOM"": 15, ""PANROTATE"": 12, ""POSITIONMSPEED"": 11, ""CONTROL"": 11, ""LEDFREQUENCY"": 11, ""LEDFREQUENCYADJUSTING"": 11, ""COLORMIXMODE"": 11, ""COLORMACROS"": 11, ""CTO"": 11}","{""Color"": 1754, ""Dimmer"": 515, ""Other"": 66, ""Position"": 59, ""Beam"": 15, ""Control"": 11}",False,False,mixed
23,,,,3,24,12,0,0,1390,276,591,0,0,"[""0"", ""2""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""SHUTTER"", ""FLOWEREFFECT"", ""PAN"", ""TILT"", ""ZOOM""]","{""DIM"": 460, ""COLORRGB1"": 460, ""COLORRGB2"": 460, ""COLORRGB3"": 460, ""COLORRGB5"": 352, ""SHUTTER"": 55, ""FLOWEREFFECT"": 33, ""PAN"": 18, ""TILT"": 18, ""ZOOM"": 15, ""PANROTATE"": 12, ""POSITIONMSPEED"": 11, ""CONTROL"": 11, ""LEDFREQUENCY"": 11, ""LEDFREQUENCYADJUSTING"": 11, ""COLORMIXMODE"": 11, ""COLORMACROS"": 11, ""CTO"": 11}","{""Color"": 1754, ""Dimmer"": 515, ""Other"": 66, ""Position"": 59, ""Beam"": 15, ""Control"": 11}",False,False,mixed
24,,,,3,20,11,0,0,1390,276,591,0,0,"[""0"", ""2""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""SHUTTER"", ""FLOWEREFFECT"", ""PAN"", ""TILT"", ""ZOOM""]","{""DIM"": 460, ""COLORRGB1"": 460, ""COLORRGB2"": 460, ""COLORRGB3"": 460, ""COLORRGB5"": 352, ""SHUTTER"": 55, ""FLOWEREFFECT"": 33, ""PAN"": 18, ""TILT"": 18, ""ZOOM"": 15, ""PANROTATE"": 12, ""POSITIONMSPEED"": 11, ""CONTROL"": 11, ""LEDFREQUENCY"": 11, ""LEDFREQUENCYADJUSTING"": 11, ""COLORMIXMODE"": 11, ""COLORMACROS"": 11, ""CTO"": 11}","{""Color"": 1754, ""Dimmer"": 515, ""Other"": 66, ""Position"": 59, ""Beam"": 15, ""Control"": 11}",False,False,mixed
25,,,,3,20,11,0,0,1390,276,591,0,0,"[""0"", ""2""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""SHUTTER"", ""FLOWEREFFECT"", ""PAN"", ""TILT"", ""ZOOM""]","{""DIM"": 460, ""COLORRGB1"": 460, ""COLORRGB2"": 460, ""COLORRGB3"": 460, ""COLORRGB5"": 352, ""SHUTTER"": 55, ""FLOWEREFFECT"": 33, ""PAN"": 18, ""TILT"": 18, ""ZOOM"": 15, ""PANROTATE"": 12, ""POSITIONMSPEED"": 11, ""CONTROL"": 11, ""LEDFREQUENCY"": 11, ""LEDFREQUENCYADJUSTING"": 11, ""COLORMIXMODE"": 11, ""COLORMACROS"": 11, ""CTO"": 11}","{""Color"": 1754, ""Dimmer"": 515, ""Other"": 66, ""Position"": 59, ""Beam"": 15, ""Control"": 11}",False,False,mixed
26,,,,3,20,11,0,0,1390,276,591,0,0,"[""0"", ""2""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""SHUTTER"", ""FLOWEREFFECT"", ""PAN"", ""TILT"", ""ZOOM""]","{""DIM"": 460, ""COLORRGB1"": 460, ""COLORRGB2"": 460, ""COLORRGB3"": 460, ""COLORRGB5"": 352, ""SHUTTER"": 55, ""FLOWEREFFECT"": 33, ""PAN"": 18, ""TILT"": 18, ""ZOOM"": 15, ""PANROTATE"": 12, ""POSITIONMSPEED"": 11, ""CONTROL"": 11, ""LEDFREQUENCY"": 11, ""LEDFREQUENCYADJUSTING"": 11, ""COLORMIXMODE"": 11, ""COLORMACROS"": 11, ""CTO"": 11}","{""Color"": 1754, ""Dimmer"": 515, ""Other"": 66, ""Position"": 59, ""Beam"": 15, ""Control"": 11}",False,False,mixed
27,,,,2,16,4,0,0,196,161,361,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""SHUTTER"", ""FLOWEREFFECT"", ""PANROTATE"", ""PAN"", ""TILT""]","{""DIM"": 207, ""COLORRGB1"": 111, ""COLORRGB2"": 111, ""COLORRGB3"": 111, ""COLORRGB5"": 111, ""SHUTTER"": 25, ""FLOWEREFFECT"": 15, ""PANROTATE"": 5, ""PAN"": 5, ""TILT"": 5, ""POSITIONMSPEED"": 5, ""CONTROL"": 5, ""LEDFREQUENCY"": 5, ""LEDFREQUENCYADJUSTING"": 5, ""COLORMIXMODE"": 5, ""ZOOM"": 5, ""COLORMACROS"": 5, ""CTO"": 5}","{""Color"": 454, ""Dimmer"": 232, ""Other"": 30, ""Position"": 20, ""Control"": 5, ""Beam"": 5}",False,False,mixed
28,,,,2,16,4,0,0,106,161,451,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""SHUTTER"", ""FLOWEREFFECT"", ""PANROTATE"", ""PAN"", ""TILT""]","{""DIM"": 207, ""COLORRGB1"": 111, ""COLORRGB2"": 111, ""COLORRGB3"": 111, ""COLORRGB5"": 111, ""SHUTTER"": 25, ""FLOWEREFFECT"": 15, ""PANROTATE"": 5, ""PAN"": 5, ""TILT"": 5, ""POSITIONMSPEED"": 5, ""CONTROL"": 5, ""LEDFREQUENCY"": 5, ""LEDFREQUENCYADJUSTING"": 5, ""COLORMIXMODE"": 5, ""ZOOM"": 5, ""COLORMACROS"": 5, ""CTO"": 5}","{""Color"": 454, ""Dimmer"": 232, ""Other"": 30, ""Position"": 20, ""Control"": 5, ""Beam"": 5}",False,False,mixed
29,,,,2,11,3,0,0,0,0,0,0,0,"[""0""]",[],{},{},False,False,none
30,,,,2,11,3,0,0,0,0,0,0,0,"[""0""]",[],{},{},False,False,none
31,Robin SVB1 1,7 Robin SVB1 Mode 3 - Pixel,,3,22,5,0,0,0,0,0,0,0,"[""0""]",[],{},{},False,False,none
32,Robin SVB1 2,7 Robin SVB1 Mode 3 - Pixel,,4,26,4,0,0,0,0,0,0,0,"[""0""]",[],{},{},False,False,none
33,Robin SVB1 3,7 Robin SVB1 Mode 3 - Pixel,,2,16,2,0,0,0,0,0,0,0,"[""0""]",[],{},{},False,False,none
34,Robin SVB1 4,7 Robin SVB1 Mode 3 - Pixel,,0,0,0,0,0,0,0,0,0,0,[],[],{},{},True,True,none
35,Robin SVB1 5,7 Robin SVB1 Mode 3 - Pixel,,0,0,0,0,0,0,0,0,0,0,[],[],{},{},True,True,none
36,Robin SVB1 6,7 Robin SVB1 Mode 3 - Pixel,,0,0,0,0,0,0,0,0,0,0,[],[],{},{},True,True,none
37,Robin SVB1 7,7 Robin SVB1 Mode 3 - Pixel,,0,0,0,0,0,0,0,0,0,0,[],[],{},{},True,True,none
38,Robin SVB1 8,7 Robin SVB1 Mode 3 - Pixel,,0,0,0,0,0,0,0,0,0,0,[],[],{},{},True,True,none
41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,6,75,10,0,0,191,58,313,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM"", ""COLORMIXER"", ""COLORTEMPERATURE""]","{""DIM"": 78, ""COLORRGB1"": 61, ""COLORRGB2"": 61, ""COLORRGB3"": 61, ""COLORRGB5"": 61, ""PAN"": 31, ""TILT"": 31, ""ZOOM"": 30, ""COLORMIXER"": 28, ""COLORTEMPERATURE"": 28, ""SHUTTER"": 28, ""POSITIONMSPEED"": 27, ""FIXTUREGLOBALRESET"": 27, ""COLORMODE2"": 27}","{""Color"": 327, ""Dimmer"": 106, ""Position"": 89, ""Beam"": 30, ""Other"": 27}",False,False,mixed
42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,6,74,11,0,0,207,56,314,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM"", ""COLORMIXER"", ""COLORTEMPERATURE""]","{""DIM"": 79, ""COLORRGB1"": 63, ""COLORRGB2"": 63, ""COLORRGB3"": 63, ""COLORRGB5"": 63, ""PAN"": 32, ""TILT"": 32, ""ZOOM"": 31, ""COLORMIXER"": 29, ""COLORTEMPERATURE"": 29, ""SHUTTER"": 29, ""POSITIONMSPEED"": 28, ""FIXTUREGLOBALRESET"": 28, ""COLORMODE2"": 28}","{""Color"": 338, ""Dimmer"": 108, ""Position"": 92, ""Beam"": 31, ""Other"": 28}",False,False,mixed
43,RLB350M1 3,12 Robin LEDBeam 350 Mode 1,13.045,6,62,10,0,0,139,43,266,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM"", ""COLORMIXER"", ""COLORTEMPERATURE""]","{""DIM"": 65, ""COLORRGB1"": 36, ""COLORRGB2"": 36, ""COLORRGB3"": 36, ""COLORRGB5"": 36, ""PAN"": 31, ""TILT"": 31, ""ZOOM"": 30, ""COLORMIXER"": 28, ""COLORTEMPERATURE"": 28, ""POSITIONMSPEED"": 27, ""FIXTUREGLOBALRESET"": 27, ""COLORMODE2"": 27, ""SHUTTER"": 27}","{""Color"": 227, ""Dimmer"": 92, ""Position"": 89, ""Beam"": 30, ""Other"": 27}",False,False,mixed
44,RLB350M1 4,12 Robin LEDBeam 350 Mode 1,13.067,6,62,10,0,0,139,43,266,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM"", ""COLORMIXER"", ""COLORTEMPERATURE""]","{""DIM"": 65, ""COLORRGB1"": 36, ""COLORRGB2"": 36, ""COLORRGB3"": 36, ""COLORRGB5"": 36, ""PAN"": 31, ""TILT"": 31, ""ZOOM"": 30, ""COLORMIXER"": 28, ""COLORTEMPERATURE"": 28, ""POSITIONMSPEED"": 27, ""FIXTUREGLOBALRESET"": 27, ""COLORMODE2"": 27, ""SHUTTER"": 27}","{""Color"": 227, ""Dimmer"": 92, ""Position"": 89, ""Beam"": 30, ""Other"": 27}",False,False,mixed
45,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,13.089,6,62,11,0,0,155,43,266,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM"", ""COLORMIXER"", ""COLORTEMPERATURE""]","{""DIM"": 67, ""COLORRGB1"": 38, ""COLORRGB2"": 38, ""COLORRGB3"": 38, ""COLORRGB5"": 38, ""PAN"": 32, ""TILT"": 32, ""ZOOM"": 31, ""COLORMIXER"": 29, ""COLORTEMPERATURE"": 29, ""POSITIONMSPEED"": 28, ""FIXTUREGLOBALRESET"": 28, ""COLORMODE2"": 28, ""SHUTTER"": 28}","{""Color"": 238, ""Dimmer"": 95, ""Position"": 92, ""Beam"": 31, ""Other"": 28}",False,False,mixed
46,RLB350M1 6,12 Robin LEDBeam 350 Mode 1,13.111,6,48,10,0,0,139,29,266,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM"", ""COLORMIXER"", ""COLORTEMPERATURE""]","{""DIM"": 51, ""COLORRGB1"": 36, ""COLORRGB2"": 36, ""COLORRGB3"": 36, ""COLORRGB5"": 36, ""PAN"": 31, ""TILT"": 31, ""ZOOM"": 30, ""COLORMIXER"": 28, ""COLORTEMPERATURE"": 28, ""POSITIONMSPEED"": 27, ""FIXTUREGLOBALRESET"": 27, ""COLORMODE2"": 27, ""SHUTTER"": 27}","{""Color"": 227, ""Position"": 89, ""Dimmer"": 78, ""Beam"": 30, ""Other"": 27}",False,False,mixed
47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,6,75,10,0,0,201,58,313,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM"", ""COLORMIXER"", ""COLORTEMPERATURE""]","{""DIM"": 79, ""COLORRGB1"": 62, ""COLORRGB2"": 62, ""COLORRGB3"": 62, ""COLORRGB5"": 62, ""PAN"": 31, ""TILT"": 31, ""ZOOM"": 31, ""COLORMIXER"": 29, ""COLORTEMPERATURE"": 29, ""SHUTTER"": 29, ""POSITIONMSPEED"": 28, ""FIXTUREGLOBALRESET"": 28, ""COLORMODE2"": 28}","{""Color"": 334, ""Dimmer"": 108, ""Position"": 90, ""Beam"": 31, ""Other"": 28}",False,False,mixed
48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,6,74,11,0,0,217,56,314,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM"", ""COLORMIXER"", ""COLORTEMPERATURE""]","{""DIM"": 80, ""COLORRGB1"": 64, ""COLORRGB2"": 64, ""COLORRGB3"": 64, ""COLORRGB5"": 64, ""PAN"": 32, ""TILT"": 32, ""ZOOM"": 32, ""COLORMIXER"": 30, ""COLORTEMPERATURE"": 30, ""SHUTTER"": 30, ""POSITIONMSPEED"": 29, ""FIXTUREGLOBALRESET"": 29, ""COLORMODE2"": 29}","{""Color"": 345, ""Dimmer"": 110, ""Position"": 93, ""Beam"": 32, ""Other"": 29}",False,False,mixed
49,RLB350M1 9,12 Robin LEDBeam 350 Mode 1,5.045,6,62,10,0,0,149,43,266,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM"", ""COLORMIXER"", ""COLORTEMPERATURE""]","{""DIM"": 66, ""COLORRGB1"": 37, ""COLORRGB2"": 37, ""COLORRGB3"": 37, ""COLORRGB5"": 37, ""PAN"": 31, ""TILT"": 31, ""ZOOM"": 31, ""COLORMIXER"": 29, ""COLORTEMPERATURE"": 29, ""POSITIONMSPEED"": 28, ""FIXTUREGLOBALRESET"": 28, ""COLORMODE2"": 28, ""SHUTTER"": 28}","{""Color"": 234, ""Dimmer"": 94, ""Position"": 90, ""Beam"": 31, ""Other"": 28}",False,False,mixed
50,RLB350M1 10,12 Robin LEDBeam 350 Mode 1,5.067,6,62,10,0,0,149,43,266,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM"", ""COLORMIXER"", ""COLORTEMPERATURE""]","{""DIM"": 66, ""COLORRGB1"": 37, ""COLORRGB2"": 37, ""COLORRGB3"": 37, ""COLORRGB5"": 37, ""PAN"": 31, ""TILT"": 31, ""ZOOM"": 31, ""COLORMIXER"": 29, ""COLORTEMPERATURE"": 29, ""POSITIONMSPEED"": 28, ""FIXTUREGLOBALRESET"": 28, ""COLORMODE2"": 28, ""SHUTTER"": 28}","{""Color"": 234, ""Dimmer"": 94, ""Position"": 90, ""Beam"": 31, ""Other"": 28}",False,False,mixed
51,RLB350M1 11,12 Robin LEDBeam 350 Mode 1,5.089,6,62,11,0,0,165,43,266,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM"", ""COLORMIXER"", ""COLORTEMPERATURE""]","{""DIM"": 68, ""COLORRGB1"": 39, ""COLORRGB2"": 39, ""COLORRGB3"": 39, ""COLORRGB5"": 39, ""PAN"": 32, ""TILT"": 32, ""ZOOM"": 32, ""COLORMIXER"": 30, ""COLORTEMPERATURE"": 30, ""POSITIONMSPEED"": 29, ""FIXTUREGLOBALRESET"": 29, ""COLORMODE2"": 29, ""SHUTTER"": 29}","{""Color"": 245, ""Dimmer"": 97, ""Position"": 93, ""Beam"": 32, ""Other"": 29}",False,False,mixed
52,RLB350M1 12,12 Robin LEDBeam 350 Mode 1,5.111,6,48,10,0,0,149,29,266,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM"", ""COLORMIXER"", ""COLORTEMPERATURE""]","{""DIM"": 52, ""COLORRGB1"": 37, ""COLORRGB2"": 37, ""COLORRGB3"": 37, ""COLORRGB5"": 37, ""PAN"": 31, ""TILT"": 31, ""ZOOM"": 31, ""COLORMIXER"": 29, ""COLORTEMPERATURE"": 29, ""POSITIONMSPEED"": 28, ""FIXTUREGLOBALRESET"": 28, ""COLORMODE2"": 28, ""SHUTTER"": 28}","{""Color"": 234, ""Position"": 90, ""Dimmer"": 80, ""Beam"": 31, ""Other"": 28}",False,False,mixed
61,HotboxW8 1,14 Hotbox RGBW 8 channel,2.217,2,7,0,0,0,24,7,0,0,0,[],"[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]","{""DIM"": 7, ""COLORRGB1"": 6, ""COLORRGB2"": 6, ""COLORRGB3"": 6, ""COLORRGB5"": 6}","{""Color"": 24, ""Dimmer"": 7}",False,False,hard_only
62,HotboxW8 2,14 Hotbox RGBW 8 channel,2.225,2,7,0,0,0,24,7,0,0,0,[],"[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]","{""DIM"": 7, ""COLORRGB1"": 6, ""COLORRGB2"": 6, ""COLORRGB3"": 6, ""COLORRGB5"": 6}","{""Color"": 24, ""Dimmer"": 7}",False,False,hard_only
63,HotboxW8 3,14 Hotbox RGBW 8 channel,2.233,2,7,0,0,0,24,7,0,0,0,[],"[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]","{""DIM"": 7, ""COLORRGB1"": 6, ""COLORRGB2"": 6, ""COLORRGB3"": 6, ""COLORRGB5"": 6}","{""Color"": 24, ""Dimmer"": 7}",False,False,hard_only
64,HotboxW8 4,14 Hotbox RGBW 8 channel,2.241,2,7,0,0,0,24,7,0,0,0,[],"[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]","{""DIM"": 7, ""COLORRGB1"": 6, ""COLORRGB2"": 6, ""COLORRGB3"": 6, ""COLORRGB5"": 6}","{""Color"": 24, ""Dimmer"": 7}",False,False,hard_only
65,HotboxW8 5,14 Hotbox RGBW 8 channel,2.249,3,13,1,0,0,10,9,46,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""COLORMIXER"", ""SHUTTER"", ""COLORMIXMACRORATE""]","{""DIM"": 14, ""COLORRGB1"": 8, ""COLORRGB2"": 8, ""COLORRGB3"": 8, ""COLORRGB5"": 8, ""COLORMIXER"": 7, ""SHUTTER"": 7, ""COLORMIXMACRORATE"": 7}","{""Color"": 46, ""Dimmer"": 21}",False,False,mixed
66,HotboxW8 6,14 Hotbox RGBW 8 channel,2.257,3,15,1,0,0,10,9,48,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""COLORMIXER"", ""SHUTTER"", ""COLORMIXMACRORATE""]","{""DIM"": 16, ""COLORRGB1"": 8, ""COLORRGB2"": 8, ""COLORRGB3"": 8, ""COLORRGB5"": 8, ""COLORMIXER"": 7, ""SHUTTER"": 7, ""COLORMIXMACRORATE"": 7}","{""Color"": 46, ""Dimmer"": 23}",False,False,mixed
67,HotboxW8 1,14 Hotbox RGBW 8 channel,1.401,2,11,1,0,0,16,6,24,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]","{""DIM"": 11, ""COLORRGB1"": 9, ""COLORRGB2"": 9, ""COLORRGB3"": 9, ""COLORRGB5"": 9}","{""Color"": 36, ""Dimmer"": 11}",False,False,mixed
71,HelM1 1,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.001,2,10,2,1,0,9,3,24,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]","{""DIM"": 11, ""COLORRGB1"": 9, ""COLORRGB2"": 9, ""COLORRGB3"": 9}","{""Color"": 27, ""Dimmer"": 11}",False,False,mixed
72,HelM1 2,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.004,2,10,2,1,0,9,3,24,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]","{""DIM"": 11, ""COLORRGB1"": 9, ""COLORRGB2"": 9, ""COLORRGB3"": 9}","{""Color"": 27, ""Dimmer"": 11}",False,False,mixed
73,HelM1 3,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.007,2,10,2,1,0,9,3,24,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]","{""DIM"": 11, ""COLORRGB1"": 9, ""COLORRGB2"": 9, ""COLORRGB3"": 9}","{""Color"": 27, ""Dimmer"": 11}",False,False,mixed
74,HelM1 4,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.010,2,10,2,1,0,9,3,24,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]","{""DIM"": 11, ""COLORRGB1"": 9, ""COLORRGB2"": 9, ""COLORRGB3"": 9}","{""Color"": 27, ""Dimmer"": 11}",False,False,mixed
75,HelM1 5,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.013,2,10,2,1,0,9,3,24,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]","{""DIM"": 11, ""COLORRGB1"": 9, ""COLORRGB2"": 9, ""COLORRGB3"": 9}","{""Color"": 27, ""Dimmer"": 11}",False,False,mixed
76,HelM1 6,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.016,2,10,2,1,0,9,3,24,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]","{""DIM"": 11, ""COLORRGB1"": 9, ""COLORRGB2"": 9, ""COLORRGB3"": 9}","{""Color"": 27, ""Dimmer"": 11}",False,False,mixed
77,HelM1 7,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.019,2,10,2,1,0,9,3,24,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]","{""DIM"": 11, ""COLORRGB1"": 9, ""COLORRGB2"": 9, ""COLORRGB3"": 9}","{""Color"": 27, ""Dimmer"": 11}",False,False,mixed
78,HelM1 8,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.022,2,10,2,1,0,9,3,24,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]","{""DIM"": 11, ""COLORRGB1"": 9, ""COLORRGB2"": 9, ""COLORRGB3"": 9}","{""Color"": 27, ""Dimmer"": 11}",False,False,mixed
111,,,,2,14,4,0,0,552,280,337,0,0,"[""0""]","[""DIM"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""STROBEDURATION"", ""STROBEEFFECTRATE"", ""ZOOM""]","{""DIM"": 416, ""COLORRGB1"": 208, ""COLORRGB2"": 208, ""COLORRGB3"": 208, ""COLORRGB5"": 196, ""PAN"": 7, ""TILT"": 7, ""STROBEDURATION"": 7, ""STROBEEFFECTRATE"": 7, ""ZOOM"": 6, ""SPECIALEFFECTS"": 4, ""PANROTATE"": 2, ""TILTROTATE"": 2, ""POSITIONMSPEED"": 2, ""DMXSOURCE"": 2, ""LEDFREQUENCY"": 2, ""LEDFREQUENCYADJUST"": 2, ""CTO"": 2, ""TINT"": 2, ""COLORMIXMODE"": 2, ""CTC"": 2}","{""Color"": 822, ""Dimmer"": 430, ""Position"": 20, ""Other"": 16, ""Beam"": 6}",False,False,preset_only
112,,,,2,14,5,0,0,330,280,337,0,0,"[""0""]","[""DIM"", ""COLORRGB5"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""PAN"", ""TILT"", ""STROBEDURATION"", ""STROBEEFFECTRATE"", ""ZOOM""]","{""DIM"": 433, ""COLORRGB5"": 212, ""COLORRGB1"": 128, ""COLORRGB2"": 128, ""COLORRGB3"": 128, ""PAN"": 8, ""TILT"": 8, ""STROBEDURATION"": 7, ""STROBEEFFECTRATE"": 7, ""ZOOM"": 6, ""SPECIALEFFECTS"": 4, ""PANROTATE"": 2, ""TILTROTATE"": 2, ""POSITIONMSPEED"": 2, ""DMXSOURCE"": 2, ""LEDFREQUENCY"": 2, ""LEDFREQUENCYADJUST"": 2, ""CTO"": 2, ""TINT"": 2, ""COLORMIXMODE"": 2, ""CTC"": 2}","{""Color"": 598, ""Dimmer"": 447, ""Position"": 22, ""Other"": 16, ""Beam"": 6}",False,False,preset_only
666,Robin T1 Profile FS 1,13 Robin T1 Profile FS Mode 3 - RGBAL,10.001,2,3,0,0,0,0,3,0,0,0,[],"[""DIM""]","{""DIM"": 3}","{""Dimmer"": 3}",False,False,none
667,voko,17 Arcsource 12 RGB 00,9.430,2,16,0,0,0,0,14,0,0,0,[],"[""DIM""]","{""DIM"": 14}","{""Dimmer"": 14}",False,False,none
998,,,,2,2,0,0,0,0,0,0,0,0,[],[],{},{},False,False,none
999,,,,2,2,0,0,0,0,0,0,0,0,[],[],{},{},False,False,none
1001,,,,3,3,0,0,0,0,0,0,0,0,[],[],{},{},False,False,none
1002,,,,3,3,0,0,0,0,0,0,0,0,[],[],{},{},False,False,none
1003,,,,3,3,0,0,0,0,0,0,0,0,[],[],{},{},False,False,none
