sequence_number,sequence_name,cue_number,cue_name,trigger,trigger_time,fade,delay,down_delay,command,fixture_ids,fixture_details,references,preset_refs,effect_refs,group_refs,dimmer_value_count,hard_value_count,hard_value_attributes,hard_value_preview,source_file
11,QJU,9.5,zebrik pryc,Go,,2,,,,[11],"[""11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133""]",[],[],[],[],1,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""2.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,10,Par 1,Go,,3,,,,"[9, 18]","[""9"", ""18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175""]",[],[],[],[],2,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,11,Par 2,Go,,3,,,,"[8, 17]","[""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133""]",[],[],[],[],2,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,12,Par 3,Go,,3,,,,"[7, 16]","[""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127""]",[],[],[],[],2,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,13,Par 4,Go,,3,,,,"[6, 15]","[""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085""]",[],[],[],[],2,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,14,Par 5,Go,,3,,,,"[5, 14]","[""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043""]",[],[],[],[],2,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,15,Par 6,Go,,3,,,,"[27, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 28]","[""27 | Fixture 27"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""9"", ""10"", ""11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133"", ""12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175"", ""13 | Esprite 3 | 11 Robin Esprite Mode 2 | 3.001"", ""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043"", ""15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085"", ""16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127"", ""17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133"", ""18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175"", ""19"", ""20"", ""21 | Fixture 21"", ""22 | Fixture 22"", ""23 | Fixture 23"", ""28 | Fixture 28""]",[],[],[],[],48,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,16,Par 7,Go,,3,,,,"[3, 12]","[""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175""]",[],[],[],[],2,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,17,Par 8,Go,,3,,,,"[2, 11]","[""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133""]",[],[],[],[],2,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,19,Scan,Go,,4,,,,"[16, 21, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 41, 47, 667]","[""16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127"", ""21 | Fixture 21"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""9"", ""10"", ""11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133"", ""12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175"", ""13 | Esprite 3 | 11 Robin Esprite Mode 2 | 3.001"", ""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043"", ""15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085"", ""17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133"", ""18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175"", ""19"", ""20"", ""22 | Fixture 22"", ""23 | Fixture 23"", ""24 | Fixture 24"", ""25 | Fixture 25"", ""26 | Fixture 26"", ""27 | Fixture 27"", ""28 | Fixture 28"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""667 | voko | 17 Arcsource 12 RGB 00 | 9.430""]","[""preset:0.57"", ""preset:0.41"", ""preset:0.58""]","[""preset:0.41"", ""preset:0.57"", ""preset:0.58""]",[],[],49,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""4.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,20,350 1,Go,,3,,,,"[41, 47, 1, 2, 10, 11]","[""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""10"", ""11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133""]",[],[],[],[],6,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,21,350 2,Go,,3,,,,"[42, 48, 3, 12]","[""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175""]","[""preset:0.58""]","[""preset:0.58""]",[],[],2,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,22,350 3,Go,,3,,,,"[16, 43, 49, 4, 5, 13, 14]","[""16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""13 | Esprite 3 | 11 Robin Esprite Mode 2 | 3.001"", ""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043""]","[""preset:0.58""]","[""preset:0.58""]",[],[],5,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,23,350 4,Go,,3,,,,"[44, 50, 6, 15]","[""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085""]","[""preset:0.58""]","[""preset:0.58""]",[],[],2,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,24,350 5,Go,,3,,,,"[45, 51, 667, 7, 16]","[""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""667 | voko | 17 Arcsource 12 RGB 00 | 9.430"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127""]","[""preset:0.58""]","[""preset:0.58""]",[],[],3,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,25,350 6,Go,,3,,,,"[16, 46, 52, 8, 9, 17, 18]","[""16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""9"", ""17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133"", ""18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175""]","[""preset:0.58""]","[""preset:0.58""]",[],[],5,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,26,dojizdi lavka,Go,,6,,,,"[21, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26]","[""21 | Fixture 21"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""9"", ""10"", ""11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133"", ""12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175"", ""13 | Esprite 3 | 11 Robin Esprite Mode 2 | 3.001"", ""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043"", ""15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085"", ""16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127"", ""17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133"", ""18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175"", ""19"", ""20"", ""22 | Fixture 22"", ""23 | Fixture 23"", ""24 | Fixture 24"", ""25 | Fixture 25"", ""26 | Fixture 26""]",[],[],[],[],138,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""6.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,26.5,koule 6.27,Timecode,3980,,,,,[67],"[""67 | HotboxW8 1 | 14 Hotbox RGBW 8 channel | 1.401""]","[""preset:0.90""]","[""preset:0.90""]",[],[],0,0,[],[],C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,26.8,signal,Time,2,,,,,[67],"[""67 | HotboxW8 1 | 14 Hotbox RGBW 8 channel | 1.401""]","[""preset:0.90""]","[""preset:0.90""]",[],[],1,0,[],[],C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,27,beegees 6:37.6,Timecode,3997.598,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 17, 18, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 65, 66, 71, 72, 73, 74, 75, 76, 77, 78, 21, 31, 32, 33]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133"", ""12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175"", ""17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133"", ""18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111"", ""65 | HotboxW8 5 | 14 Hotbox RGBW 8 channel | 2.249"", ""66 | HotboxW8 6 | 14 Hotbox RGBW 8 channel | 2.257"", ""71 | HelM1 1 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.001"", ""72 | HelM1 2 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.004"", ""73 | HelM1 3 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.007"", ""74 | HelM1 4 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.010"", ""75 | HelM1 5 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.013"", ""76 | HelM1 6 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.016"", ""77 | HelM1 7 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.019"", ""78 | HelM1 8 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.022"", ""21 | Fixture 21"", ""31 | Robin SVB1 1 | 7 Robin SVB1 Mode 3 - Pixel"", ""32 | Robin SVB1 2 | 7 Robin SVB1 Mode 3 - Pixel"", ""33 | Robin SVB1 3 | 7 Robin SVB1 Mode 3 - Pixel""]","[""preset:0.45"", ""preset:0.31"", ""preset:0.49""]","[""preset:0.31"", ""preset:0.45"", ""preset:0.49""]",[],[],32,64,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]","[{""attribute"": ""COLORRGB1"", ""raw_value"": ""42.45"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""66.43"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB31"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB32"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB33"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB35"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""42.45"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""66.43"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB31"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB32"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB33"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB35"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""42.45"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""66.43"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""0.00"", ""fixture_id"": 3}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,28,7:16.472,Timecode,4036.472,,,,,"[11, 12, 17, 18, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]","[""11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133"", ""12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175"", ""17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133"", ""18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111""]","[""preset:0.30""]","[""preset:0.30""]",[],[],4,0,[],[],C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,29,8:03.383,Timecode,4083.383,,,,,"[11, 12, 17, 18, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]","[""11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133"", ""12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175"", ""17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133"", ""18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111""]","[""preset:0.34""]","[""preset:0.34""]",[],[],4,0,[],[],C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,30,8:11.257,Timecode,4091,3,,,,"[41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]","[""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111""]","[""preset:0.30""]","[""preset:0.30""]",[],[],0,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,31,8:15.150,Timecode,4095,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111""]","[""effect:29"", ""preset:0.34""]","[""preset:0.34""]",[],[],0,0,[],[],C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
