sequence_number,sequence_name,cue_number,cue_name,trigger,trigger_time,fade,delay,down_delay,command,fixture_ids,fixture_details,references,preset_refs,effect_refs,group_refs,dimmer_value_count,hard_value_count,hard_value_attributes,hard_value_preview,source_file
11,QJU,62,Flash,Timecode,4347.143,,,,,"[1, 5, 41, 42, 47, 48]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023""]",[],[],[],[],8,32,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]","[{""attribute"": ""COLORRGB1"", ""raw_value"": ""99.40"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""99.40"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""99.40"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""100.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB31"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB32"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB33"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB35"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""99.40"", ""fixture_id"": 5}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""99.40"", ""fixture_id"": 5}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""99.40"", ""fixture_id"": 5}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""100.00"", ""fixture_id"": 5}, {""attribute"": ""COLORRGB31"", ""raw_value"": ""0.00"", ""fixture_id"": 5}, {""attribute"": ""COLORRGB32"", ""raw_value"": ""0.00"", ""fixture_id"": 5}, {""attribute"": ""COLORRGB33"", ""raw_value"": ""0.00"", ""fixture_id"": 5}, {""attribute"": ""COLORRGB35"", ""raw_value"": ""0.00"", ""fixture_id"": 5}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""97.02"", ""fixture_id"": 41}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""97.02"", ""fixture_id"": 41}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""97.02"", ""fixture_id"": 41}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""100.00"", ""fixture_id"": 41}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,63,catwalk,Time,0.3,0.05,,,,"[1, 2, 3, 5, 6, 7, 41, 42, 43, 44, 45, 47, 48, 49, 50, 51, 4, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""9"", ""11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133"", ""12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175"", ""13 | Esprite 3 | 11 Robin Esprite Mode 2 | 3.001"", ""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043"", ""15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085"", ""16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127"", ""17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133"", ""18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175""]","[""preset:0.45"", ""preset:0.34""]","[""preset:0.34"", ""preset:0.45""]",[],[],38,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""0.05"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,64,jdou dopredu,Timecode,4355.144,3,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 9, 11, 12, 13, 14, 15, 16, 17, 18]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111"", ""9"", ""11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133"", ""12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175"", ""13 | Esprite 3 | 11 Robin Esprite Mode 2 | 3.001"", ""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043"", ""15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085"", ""16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127"", ""17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133"", ""18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175""]",[],[],[],[],44,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,65,final flash,Timecode,4387.108,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 21, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 111, 27, 28, 29, 30, 31, 32, 112, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""21 | Fixture 21"", ""9"", ""10"", ""11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133"", ""12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175"", ""13 | Esprite 3 | 11 Robin Esprite Mode 2 | 3.001"", ""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043"", ""15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085"", ""16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127"", ""17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133"", ""18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175"", ""19"", ""20"", ""22 | Fixture 22"", ""23 | Fixture 23"", ""24 | Fixture 24"", ""25 | Fixture 25"", ""26 | Fixture 26"", ""111 | Fixture 111"", ""27 | Fixture 27"", ""28 | Fixture 28"", ""29"", ""30"", ""31 | Robin SVB1 1 | 7 Robin SVB1 Mode 3 - Pixel"", ""32 | Robin SVB1 2 | 7 Robin SVB1 Mode 3 - Pixel"", ""112 | Fixture 112"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111""]",[],[],[],[],214,112,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]","[{""attribute"": ""COLORRGB1"", ""raw_value"": ""98.71"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""98.71"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""98.71"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""100.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB31"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB32"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB33"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB35"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""98.71"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""98.71"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""98.71"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""100.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB31"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB32"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB33"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB35"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""98.71"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""98.71"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""98.71"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""100.00"", ""fixture_id"": 3}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,66,konec,Time,0.3,2,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 111, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 112, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""111 | Fixture 111"", ""9"", ""10"", ""11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133"", ""12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175"", ""13 | Esprite 3 | 11 Robin Esprite Mode 2 | 3.001"", ""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043"", ""15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085"", ""16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127"", ""17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133"", ""18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175"", ""20"", ""21 | Fixture 21"", ""22 | Fixture 22"", ""23 | Fixture 23"", ""24 | Fixture 24"", ""25 | Fixture 25"", ""26 | Fixture 26"", ""27 | Fixture 27"", ""28 | Fixture 28"", ""29"", ""30"", ""31 | Robin SVB1 1 | 7 Robin SVB1 Mode 3 - Pixel"", ""32 | Robin SVB1 2 | 7 Robin SVB1 Mode 3 - Pixel"", ""112 | Fixture 112"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111""]","[""preset:0.26""]","[""preset:0.26""]",[],[],102,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""2.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,67,Stych Miki  od Garaze Jede lavka,Go,,4,,,,"[4, 8, 15, 7, 9, 16, 17, 18]","[""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""9"", ""16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127"", ""17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133"", ""18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175""]",[],[],[],[],11,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""4.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,68,Ondra klavir satna,Go,,35,,,,"[1, 2, 3, 5, 6, 7, 11, 13, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 65, 66, 4, 12, 14, 15, 32]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133"", ""13 | Esprite 3 | 11 Robin Esprite Mode 2 | 3.001"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111"", ""65 | HotboxW8 5 | 14 Hotbox RGBW 8 channel | 2.249"", ""66 | HotboxW8 6 | 14 Hotbox RGBW 8 channel | 2.257"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175"", ""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043"", ""15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085"", ""32 | Robin SVB1 2 | 7 Robin SVB1 Mode 3 - Pixel""]","[""preset:0.36"", ""preset:0.72""]","[""preset:0.36"", ""preset:0.72""]",[],[],26,10,"[""COLOR1"", ""COLOR2"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""FOCUS"", ""PAN"", ""TILT"", ""ZOOM"", ""basic_fade""]","[{""attribute"": ""PAN"", ""raw_value"": ""-3.24"", ""fixture_id"": 13}, {""attribute"": ""TILT"", ""raw_value"": ""-22.68"", ""fixture_id"": 13}, {""attribute"": ""COLOR1"", ""raw_value"": ""0.00"", ""fixture_id"": 13}, {""attribute"": ""COLOR2"", ""raw_value"": ""0.00"", ""fixture_id"": 13}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""100.00"", ""fixture_id"": 13}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""85.19"", ""fixture_id"": 13}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""60.11"", ""fixture_id"": 13}, {""attribute"": ""ZOOM"", ""raw_value"": ""71.00"", ""fixture_id"": 13}, {""attribute"": ""FOCUS"", ""raw_value"": ""0.00"", ""fixture_id"": 13}, {""attribute"": ""basic_fade"", ""raw_value"": ""35.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,69,odjizdi stendr BACHA STYCH,Go,,5,,,,"[5, 14]","[""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043""]",[],[],[],[],2,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""5.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,70,Strip na miste STYCH MIKI ZAPALOVAC,Go,,4,,,,[14],"[""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043""]","[""preset:0.70""]","[""preset:0.70""]",[],[],1,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""4.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,71,miki ji pripali,Go,,10,,,,"[13, 14, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]","[""13 | Esprite 3 | 11 Robin Esprite Mode 2 | 3.001"", ""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111""]",[],[],[],[],14,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""10.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,72,STYCH Dotancuji steluje mu motylka,Go,,5,,,,"[14, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 31, 33]","[""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111"", ""31 | Robin SVB1 1 | 7 Robin SVB1 Mode 3 - Pixel"", ""33 | Robin SVB1 3 | 7 Robin SVB1 Mode 3 - Pixel""]",[],[],[],[],15,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""5.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
