sequence_number,sequence_name,cue_number,cue_name,trigger,fade,delay,command,fixture_ids,fixture_details,references,preset_refs,effect_refs,group_refs,hard_value_count,hard_value_attributes,hard_value_preview,source_file
1,Sequence 1,76,Cue 76,,,,,"[4, 6, 31, 32, 1, 2, 3, 5, 7, 8, 9, 10, 11, 12]","[""4 | RSpiide3 4"", ""6 | RSpiide3 6"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""5 | RSpiide3 5"", ""7 | RSpiide3 7"", ""8 | RSpiide3 8"", ""9"", ""10"", ""11"", ""12""]","[""preset:12.121221""]","[""preset:12.121221""]",[],[],19,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""60.25"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""8"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""4"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""7"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""50"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""27.004122"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""56.702057"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.630159"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""74.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.897638"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-26.995882"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""33.75"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,77,Cue 77,,,,,"[2, 4, 5, 6, 222, 21, 22, 23, 24, 31, 32, 25, 26, 27, 28]","[""2 | RSpiide3 2"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""222 | R3LEDWm2 1"", ""21 | Sp30012 1"", ""22 | Sp30012 2"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""25 | Sp30012 5"", ""26 | Sp30012 6"", ""27 | Sp30012 7"", ""28 | Sp30012 8""]","[""preset:13.468022""]","[""preset:13.468022""]",[],[],17,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""mini pred"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""19.096952"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""31.908827"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""68.091179"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""22.222227"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""77.777779"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1.9999998e-05"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""19.09696"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""31.908833"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""51"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.590525"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""75.498604"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""24.501431"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,78,Cue 78,,,,,"[1, 2, 3, 222, 51, 52, 53, 54]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""222 | R3LEDWm2 1"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54""]","[""preset:2.7041185"", ""preset:13.468022"", ""preset:13.468017"", ""preset:2.7041168"", ""preset:13.468024""]","[""preset:13.468017"", ""preset:13.468022"", ""preset:13.468024"", ""preset:2.7041168"", ""preset:2.7041185""]",[],[],25,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""stahovani stripu"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""8"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""4"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""7"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""50"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-24.297945"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""22.222227"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""77.777779"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.630159"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.897638"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""22.222216"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""77.777786"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-24.297943"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.202024"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,79,Cue 79,,,,,"[2, 222, 31, 32]","[""2 | RSpiide3 2"", ""222 | R3LEDWm2 1"", ""31 | NP300cR 1"", ""32 | NP300cR 2""]","[""preset:5.4041195"", ""preset:2.4020844""]","[""preset:2.4020844"", ""preset:5.4041195""]",[],[],23,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""domecek - rozhoupe zarovku"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""29.25"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""8"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-62.097923"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""50"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""4"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""7"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""51"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.897638"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""29.250004"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-86.845886"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.202024"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1.9999998e-05"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999985"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,80,Cue 80,,,,,"[6, 31, 32, 51, 52, 53, 54]","[""6 | RSpiide3 6"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54""]","[""preset:2.7041187"", ""preset:5.402072""]","[""preset:2.7041187"", ""preset:5.402072""]",[],[],16,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""19"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""8"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""4"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""7"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""50"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.630159"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""62"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.897638"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""26"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,81,Cue 81,,,,,"[2, 222, 51, 52, 53, 54, 87]","[""2 | RSpiide3 2"", ""222 | R3LEDWm2 1"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54"", ""87""]","[""preset:13.75"", ""preset:13.750008""]","[""preset:13.75"", ""preset:13.750008""]",[],[],6,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1.9999998e-05"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999985"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""31.75"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,82,Cue 82,,,,,"[21, 22, 23, 24, 31, 32, 25, 26, 27, 28, 86, 85, 84, 83, 82, 81]","[""21 | Sp30012 1"", ""22 | Sp30012 2"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""25 | Sp30012 5"", ""26 | Sp30012 6"", ""27 | Sp30012 7"", ""28 | Sp30012 8"", ""86"", ""85"", ""84"", ""83"", ""82"", ""81""]",[],[],[],[],11,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""tezka"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""30"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""51"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.590525"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""75.498604"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""24.501431"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""52.882355"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,83,Cue 83,,,,,"[6, 21, 22, 23, 24, 25, 26, 27, 28, 87, 86, 85, 84, 83, 82, 81]","[""6 | RSpiide3 6"", ""21 | Sp30012 1"", ""22 | Sp30012 2"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""25 | Sp30012 5"", ""26 | Sp30012 6"", ""27 | Sp30012 7"", ""28 | Sp30012 8"", ""87"", ""86"", ""85"", ""84"", ""83"", ""82"", ""81""]",[],[],[],[],12,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""prichazi albert - zvuk v hudbe"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""27.75"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""51"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.590525"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""75.498604"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""24.501431"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""31.911766"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""21.25"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,84,Cue 84,,,,,[87],"[""87""]",[],[],[],[],2,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""toceni kulisy"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,85,Cue 85,,,,,"[1, 2, 3, 4, 5, 6, 222, 21, 22, 23, 24, 25, 26, 27, 28, 87, 86, 85, 84, 83, 82, 81]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""222 | R3LEDWm2 1"", ""21 | Sp30012 1"", ""22 | Sp30012 2"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""25 | Sp30012 5"", ""26 | Sp30012 6"", ""27 | Sp30012 7"", ""28 | Sp30012 8"", ""87"", ""86"", ""85"", ""84"", ""83"", ""82"", ""81""]","[""preset:13.50412"", ""preset:1.1914113"", ""preset:11.254135""]","[""preset:1.1914113"", ""preset:11.254135"", ""preset:13.50412""]",[],[],37,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""zvonky v hudbe?"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""56"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""8"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-8.0958786"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-45.897938"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""55.303028"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.630159"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.897638"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0.0041199359"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-35.097942"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""55.303036"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-49.947941"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""78.632477"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,86,Cue 86,,,,,"[1, 2, 3, 4, 5, 6, 222, 31, 32, 33, 34, 35, 36, 37, 38, 86, 85, 84, 83, 82, 81, 44, 43, 42, 41, 40, 39]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""222 | R3LEDWm2 1"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""86"", ""85"", ""84"", ""83"", ""82"", ""81"", ""44"", ""43 | RPointe1 3"", ""42 | RPointe1 2"", ""41 | RPointe1 1"", ""40"", ""39""]","[""preset:13.50412"", ""preset:11.254135""]","[""preset:11.254135"", ""preset:13.50412""]",[],[],32,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""svatba- zvony"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""56"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""8"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-8.0958786"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-45.897938"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""55.303028"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.630159"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.897638"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0.0041199359"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-35.097942"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""55.303036"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-49.947941"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.904121"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,87,Cue 87,,,,,"[51, 52, 53, 54, 86, 85, 84, 83, 82, 81]","[""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54"", ""86"", ""85"", ""84"", ""83"", ""82"", ""81""]",[],[],[],[],3,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""60"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""58.25"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""39"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,88,Cue 88,,,,,"[1, 2, 3, 4, 5, 6, 222, 31, 32, 33, 34, 35, 36, 37, 38, 44, 43, 42, 41, 40, 39]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""222 | R3LEDWm2 1"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""44"", ""43 | RPointe1 3"", ""42 | RPointe1 2"", ""41 | RPointe1 1"", ""40"", ""39""]",[],[],[],[],13,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""¨viktor buzno tanec"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""13"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""56"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""55.303036"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999985"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""55.30304"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1.9999998e-05"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,89,Cue 89,,,,,"[1, 2, 3, 4, 5, 6, 222, 33, 34, 35, 36, 37, 38, 86, 85, 84, 83, 82, 81, 44, 43, 42, 41, 40, 39]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""222 | R3LEDWm2 1"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""86"", ""85"", ""84"", ""83"", ""82"", ""81"", ""44"", ""43 | RPointe1 3"", ""42 | RPointe1 2"", ""41 | RPointe1 1"", ""40"", ""39""]",[],[],[],[],13,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""13"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""56"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""55.303036"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999985"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""55.30304"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1.9999998e-05"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""21.5"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,90,Cue 90,,,,,"[1, 2, 3, 4, 5, 6, 222]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""222 | R3LEDWm2 1""]",[],[],[],[],10,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""56"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""55.303036"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999985"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""55.30304"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1.9999998e-05"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,91,Cue 91,,,,,"[4, 5, 6, 222, 23, 24, 51, 52, 53, 54, 86, 85, 84, 83, 82, 81]","[""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""222 | R3LEDWm2 1"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54"", ""86"", ""85"", ""84"", ""83"", ""82"", ""81""]","[""preset:2.8490102"", ""preset:6.5"", ""preset:3.5000038"", ""preset:5.854126"", ""preset:2.8490198""]","[""preset:2.8490102"", ""preset:2.8490198"", ""preset:3.5000038"", ""preset:5.854126"", ""preset:6.5""]",[],[],29,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""je na miste nahore"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""13"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""4"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""7"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""50"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-94.495872"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-58.047935"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""97.151001"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""47.103527"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.630159"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.897638"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""44.25"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-5.3958807"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""51"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,92,Cue 92,,,,,"[4, 5, 6, 222, 23, 24, 51]","[""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""222 | R3LEDWm2 1"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""51 | LUMI 1""]",[],[],[],[],3,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""40.25"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""32"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
