sequence_number,sequence_name,cue_number,cue_name,attribute,raw_value,value_type,fixture_id,fixture_name,fixture_type,fixture_patch,reference_target,flags,source_path,is_hard_value,source_file
1,Sequence 1,0,Cue 0,text,0,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,0,Cue 0,text,0.0041199359,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,0,Cue 0,text,0.002059968,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,0,Cue 0,text,100,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,0,Cue 0,text,18.630159,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,0,Cue 0,text,49.999237,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,0,Cue 0,text,18.897638,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,0,Cue 0,text,0.0034332799,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,0,Cue 0,text,0.0022888533,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,0,Cue 0,text,50.000763,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,0,Cue 0,text,43.945313,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,1,Cue 1,text,odchazi z ulice ===,hard,,,,,,[],Cue/InfoItems/Info,True,exports\patch666_main_sequences.xml
1,Sequence 1,1,Cue 1,text,0,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,1,Cue 1,text,1,hard,,,,,,[],Cue/CueDatas/CueData/Preset/No,True,exports\patch666_main_sequences.xml
1,Sequence 1,1,Cue 1,text,0,hard,,,,,,[],Cue/CueDatas/CueData/Preset/No,True,exports\patch666_main_sequences.xml
1,Sequence 1,1,Cue 1,text,49,hard,,,,,,[],Cue/CueDatas/CueData/Preset/No,True,exports\patch666_main_sequences.xml
1,Sequence 1,1,Cue 1,text,56.704136,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,1,Cue 1,text,-98.547897,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,1,Cue 1,text,99.999992,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,1,Cue 1,text,18.181826,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,1,Cue 1,text,9.9999997e-06,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,1,Cue 1,text,100,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,1,Cue 1,text,18.630159,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,1,Cue 1,text,18.897638,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,1,Cue 1,text,-56.695896,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,0,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,1,hard,,,,,,[],Cue/CueDatas/CueData/Preset/No,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,4,hard,,,,,,[],Cue/CueDatas/CueData/Preset/No,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,7,hard,,,,,,[],Cue/CueDatas/CueData/Preset/No,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,0.004119873,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,-78.29792,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,99.999977,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,41.27076,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,1.8701264,preset_ref,,,,,preset:1.8701264,[],Cue/CueDatas/CueData/Value,False,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,13.675235,preset_ref,,,,,preset:13.675235,[],Cue/CueDatas/CueData/Value,False,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,100,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,61.25,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,0,hard,,,,,,[],Cue/CueDatas/CueData/Preset/No,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,5,hard,,,,,,[],Cue/CueDatas/CueData/Preset/No,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,-8.0958815,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,-55.347923,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,21.604122,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,48,hard,,,,,,[],Cue/CueDatas/CueData/Preset/No,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,45.902054,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,79.48716,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,49.378399,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,9.9999997e-06,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,20.512842,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,18.630159,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,18.897638,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,0.0041199359,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,21.602062,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,-21.595882,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,32,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,59,hard,,,,,,[],Cue/CueDatas/CueData/Preset/No,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,4.5034332,preset_ref,,,,,preset:4.5034332,[],Cue/CueDatas/CueData/Value,False,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,-41.997711,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,71.509964,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,41.714161,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,28.490036,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,31,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,43.945313,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,82.25,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,58,hard,,,,,,[],Cue/CueDatas/CueData/Preset/No,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,40.503433,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,18.002289,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,99.999992,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,51.515179,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,0.0034332799,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,0.0022888184,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,85.503433,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,-10.497711,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,-40.496567,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,51.51516,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,35,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,35.5,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,30,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,31.5,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,2,Cue 2,text,40,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,3,Cue 3,text,100,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,3,Cue 3,text,0,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,3,Cue 3,text,20,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,4,Cue 4,text,100,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,4,Cue 4,text,48.25,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,4,Cue 4,text,40,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,4,Cue 4,text,39,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,4,Cue 4,text,54.25,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,5,Cue 5,text,0,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,5,Cue 5,text,55.5,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,5,Cue 5,text,-126.89592,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,5,Cue 5,text,-20.247931,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,5,Cue 5,text,46.5,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,5,Cue 5,text,0.0041199359,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,5,Cue 5,text,20.252062,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,5,Cue 5,text,63,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,5,Cue 5,text,86.324791,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,5,Cue 5,text,99.999992,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,5,Cue 5,text,92.126396,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,5,Cue 5,text,9.9999997e-06,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,5,Cue 5,text,86.324783,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,5,Cue 5,text,92.126389,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,5,Cue 5,text,35,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,5,Cue 5,text,40,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,5,Cue 5,text,19,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,5,Cue 5,text,24.25,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,59.25,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,-24.83588,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,-28.347946,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,79.48716,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,1,hard,,,,,,[],Cue/CueDatas/CueData/Preset/No,True,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,4,hard,,,,,,[],Cue/CueDatas/CueData/Preset/No,True,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,49.378399,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,9.9999997e-06,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,20.512842,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,63,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,0,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,0.0041199359,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,0,hard,,,,,,[],Cue/CueDatas/CueData/Preset/No,True,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,7,hard,,,,,,[],Cue/CueDatas/CueData/Preset/No,True,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,27.002064,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,100,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,13.414124,preset_ref,,,,,preset:13.414124,[],Cue/CueDatas/CueData/Value,False,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,3.1520615,preset_ref,,,,,preset:3.1520615,[],Cue/CueDatas/CueData/Value,False,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,79.487152,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,49.378403,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,1.9999998e-05,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,20.512848,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,61.428574,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,6,Cue 6,text,26.75,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,LOLO,hard,,,,,,[],Cue/InfoItems/Info,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,100,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,0,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,1,hard,,,,,,[],Cue/CueDatas/CueData/Preset/No,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,4,hard,,,,,,[],Cue/CueDatas/CueData/Preset/No,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,7,hard,,,,,,[],Cue/CueDatas/CueData/Preset/No,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,-18.895878,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,-48.597931,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,79.48716,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,49.378399,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,9.9999997e-06,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,20.512842,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,18.904118,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,0,hard,,,,,,[],Cue/CueDatas/CueData/Preset/No,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,48,hard,,,,,,[],Cue/CueDatas/CueData/Preset/No,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,21.604122,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,45.902054,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,99.999992,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,10.606071,preset_ref,,,,,preset:10.606071,[],Cue/CueDatas/CueData/Value,False,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,0.004119873,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,-44.547966,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,18.181826,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,-21.595882,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,59.404144,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,-91.797905,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,-59.395905,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,13.414124,preset_ref,,,,,preset:13.414124,[],Cue/CueDatas/CueData/Value,False,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,-4.3479385,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,36.363644,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,40.488213,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,13.675219,preset_ref,,,,,preset:13.675219,[],Cue/CueDatas/CueData/Value,False,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,0.25,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,7,Cue 7,text,39.75,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,8,Cue 8,text,Jede Tram,hard,,,,,,[],Cue/InfoItems/Info,True,exports\patch666_main_sequences.xml
1,Sequence 1,8,Cue 8,text,99.999992,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,8,Cue 8,text,41.919201,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,8,Cue 8,text,1.7094114,preset_ref,,,,,preset:1.7094114,[],Cue/CueDatas/CueData/Value,False,exports\patch666_main_sequences.xml
1,Sequence 1,8,Cue 8,text,9.9999997e-06,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,8,Cue 8,text,100,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,8,Cue 8,text,5,hard,,,,,,[],Cue/CueDatas/CueData/Delay,True,exports\patch666_main_sequences.xml
1,Sequence 1,8,Cue 8,text,4,hard,,,,,,[],Cue/CueDatas/CueData/Delay,True,exports\patch666_main_sequences.xml
1,Sequence 1,8,Cue 8,text,3,hard,,,,,,[],Cue/CueDatas/CueData/Delay,True,exports\patch666_main_sequences.xml
1,Sequence 1,8,Cue 8,text,2,hard,,,,,,[],Cue/CueDatas/CueData/Delay,True,exports\patch666_main_sequences.xml
1,Sequence 1,8,Cue 8,text,1,hard,,,,,,[],Cue/CueDatas/CueData/Delay,True,exports\patch666_main_sequences.xml
1,Sequence 1,8,Cue 8,text,0,hard,,,,,,[],Cue/CueDatas/CueData/Delay,True,exports\patch666_main_sequences.xml
1,Sequence 1,8,Cue 8,text,20,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,9,Cue 9,text,100,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,9,Cue 9,text,5,hard,,,,,,[],Cue/CueDatas/CueData/Delay,True,exports\patch666_main_sequences.xml
1,Sequence 1,9,Cue 9,text,4,hard,,,,,,[],Cue/CueDatas/CueData/Delay,True,exports\patch666_main_sequences.xml
1,Sequence 1,9,Cue 9,text,3,hard,,,,,,[],Cue/CueDatas/CueData/Delay,True,exports\patch666_main_sequences.xml
1,Sequence 1,9,Cue 9,text,2,hard,,,,,,[],Cue/CueDatas/CueData/Delay,True,exports\patch666_main_sequences.xml
1,Sequence 1,9,Cue 9,text,1,hard,,,,,,[],Cue/CueDatas/CueData/Delay,True,exports\patch666_main_sequences.xml
1,Sequence 1,9,Cue 9,text,0,hard,,,,,,[],Cue/CueDatas/CueData/Delay,True,exports\patch666_main_sequences.xml
1,Sequence 1,10,Cue 10,text,0,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,10,Cue 10,text,79.48716,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,10,Cue 10,text,1,hard,,,,,,[],Cue/CueDatas/CueData/Preset/No,True,exports\patch666_main_sequences.xml
1,Sequence 1,10,Cue 10,text,4,hard,,,,,,[],Cue/CueDatas/CueData/Preset/No,True,exports\patch666_main_sequences.xml
1,Sequence 1,10,Cue 10,text,49.378399,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,10,Cue 10,text,9.9999997e-06,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,10,Cue 10,text,20.512842,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,10,Cue 10,text,53,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,10,Cue 10,text,79.487152,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,10,Cue 10,text,49.378403,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,10,Cue 10,text,1.9999998e-05,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,10,Cue 10,text,20.512848,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,10,Cue 10,text,43,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,10,Cue 10,text,100,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,10,Cue 10,text,50,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,10,Cue 10,text,30,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,11,Cue 11,text,postel hotova - pripadne holky vćhazeji,hard,,,,,,[],Cue/InfoItems/Info,True,exports\patch666_main_sequences.xml
1,Sequence 1,11,Cue 11,text,81,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
1,Sequence 1,11,Cue 11,text,0,hard,,,,,,[],Cue/CueDatas/CueData/Value,True,exports\patch666_main_sequences.xml
