source_type,source_id,target_type,target_id,relation_type,evidence
cue,cue:1:35:patch666_main_sequences.xml:36,preset,1.2345769,value_reference,atom:text=1.2345769
cue,cue:1:35:patch666_main_sequences.xml:36,preset,11.111118,value_reference,atom:text=11.111118
cue,cue:1:36:patch666_main_sequences.xml:37,preset,12.833334,reference_unresolved,preset:12.833334
cue,cue:1:36:patch666_main_sequences.xml:37,preset,12.833334,value_reference,atom:text=12.833334
cue,cue:1:38:patch666_main_sequences.xml:39,preset,9.4017172,reference_unresolved,preset:9.4017172
cue,cue:1:38:patch666_main_sequences.xml:39,preset,1.8701264,reference_unresolved,preset:1.8701264
cue,cue:1:38:patch666_main_sequences.xml:39,preset,13.675235,reference_unresolved,preset:13.675235
cue,cue:1:38:patch666_main_sequences.xml:39,preset,10.804113,reference_unresolved,preset:10.804113
cue,cue:1:38:patch666_main_sequences.xml:39,preset,6.5,reference_unresolved,preset:6.5
cue,cue:1:38:patch666_main_sequences.xml:39,preset,4.0981932,reference_unresolved,preset:4.0981932
cue,cue:1:38:patch666_main_sequences.xml:39,preset,1.870136,reference_unresolved,preset:1.870136
cue,cue:1:38:patch666_main_sequences.xml:39,preset,13.675242,reference_unresolved,preset:13.675242
cue,cue:1:38:patch666_main_sequences.xml:39,preset,9.4017172,value_reference,atom:text=9.4017172
cue,cue:1:38:patch666_main_sequences.xml:39,preset,1.8701264,value_reference,atom:text=1.8701264
cue,cue:1:38:patch666_main_sequences.xml:39,preset,13.675235,value_reference,atom:text=13.675235
cue,cue:1:38:patch666_main_sequences.xml:39,preset,10.804113,value_reference,atom:text=10.804113
cue,cue:1:38:patch666_main_sequences.xml:39,preset,6.5,value_reference,atom:text=6.5
cue,cue:1:38:patch666_main_sequences.xml:39,preset,4.0981932,value_reference,atom:text=4.0981932
cue,cue:1:38:patch666_main_sequences.xml:39,preset,1.870136,value_reference,atom:text=1.870136
cue,cue:1:38:patch666_main_sequences.xml:39,preset,13.675242,value_reference,atom:text=13.675242
cue,cue:1:41:patch666_main_sequences.xml:42,preset,9.4017172,reference_unresolved,preset:9.4017172
cue,cue:1:41:patch666_main_sequences.xml:42,preset,1.8701264,reference_unresolved,preset:1.8701264
cue,cue:1:41:patch666_main_sequences.xml:42,preset,13.675235,reference_unresolved,preset:13.675235
cue,cue:1:41:patch666_main_sequences.xml:42,preset,4.0981932,reference_unresolved,preset:4.0981932
cue,cue:1:41:patch666_main_sequences.xml:42,preset,6.8376155,reference_unresolved,preset:6.8376155
cue,cue:1:41:patch666_main_sequences.xml:42,preset,1.870136,reference_unresolved,preset:1.870136
cue,cue:1:41:patch666_main_sequences.xml:42,preset,13.675242,reference_unresolved,preset:13.675242
cue,cue:1:41:patch666_main_sequences.xml:42,preset,12.878795,reference_unresolved,preset:12.878795
cue,cue:1:41:patch666_main_sequences.xml:42,preset,9.4017172,value_reference,atom:text=9.4017172
cue,cue:1:41:patch666_main_sequences.xml:42,preset,1.8701264,value_reference,atom:text=1.8701264
cue,cue:1:41:patch666_main_sequences.xml:42,preset,13.675235,value_reference,atom:text=13.675235
cue,cue:1:41:patch666_main_sequences.xml:42,preset,4.0981932,value_reference,atom:text=4.0981932
cue,cue:1:41:patch666_main_sequences.xml:42,preset,6.8376155,value_reference,atom:text=6.8376155
cue,cue:1:41:patch666_main_sequences.xml:42,preset,1.870136,value_reference,atom:text=1.870136
cue,cue:1:41:patch666_main_sequences.xml:42,preset,13.675242,value_reference,atom:text=13.675242
cue,cue:1:41:patch666_main_sequences.xml:42,preset,12.878795,value_reference,atom:text=12.878795
cue,cue:1:42:patch666_main_sequences.xml:43,preset,1.8701264,reference_unresolved,preset:1.8701264
cue,cue:1:42:patch666_main_sequences.xml:43,preset,13.675235,reference_unresolved,preset:13.675235
cue,cue:1:42:patch666_main_sequences.xml:43,preset,8.25,reference_unresolved,preset:8.25
cue,cue:1:42:patch666_main_sequences.xml:43,preset,1.870136,reference_unresolved,preset:1.870136
cue,cue:1:42:patch666_main_sequences.xml:43,preset,13.675242,reference_unresolved,preset:13.675242
cue,cue:1:42:patch666_main_sequences.xml:43,preset,1.8701264,value_reference,atom:text=1.8701264
cue,cue:1:42:patch666_main_sequences.xml:43,preset,13.675235,value_reference,atom:text=13.675235
cue,cue:1:42:patch666_main_sequences.xml:43,preset,8.25,value_reference,atom:text=8.25
cue,cue:1:42:patch666_main_sequences.xml:43,preset,1.870136,value_reference,atom:text=1.870136
cue,cue:1:42:patch666_main_sequences.xml:43,preset,13.675242,value_reference,atom:text=13.675242
cue,cue:1:43:patch666_main_sequences.xml:44,preset,6.25,reference_unresolved,preset:6.25
cue,cue:1:43:patch666_main_sequences.xml:44,preset,6.25,value_reference,atom:text=6.25
cue,cue:1:44:patch666_main_sequences.xml:45,preset,1.8701264,reference_unresolved,preset:1.8701264
cue,cue:1:44:patch666_main_sequences.xml:45,preset,13.675235,reference_unresolved,preset:13.675235
cue,cue:1:44:patch666_main_sequences.xml:45,preset,1.870136,reference_unresolved,preset:1.870136
cue,cue:1:44:patch666_main_sequences.xml:45,preset,13.675242,reference_unresolved,preset:13.675242
cue,cue:1:44:patch666_main_sequences.xml:45,preset,1.8701264,value_reference,atom:text=1.8701264
cue,cue:1:44:patch666_main_sequences.xml:45,preset,13.675235,value_reference,atom:text=13.675235
cue,cue:1:44:patch666_main_sequences.xml:45,preset,1.870136,value_reference,atom:text=1.870136
cue,cue:1:44:patch666_main_sequences.xml:45,preset,13.675242,value_reference,atom:text=13.675242
cue,cue:1:45:patch666_main_sequences.xml:46,preset,1.8701264,reference_unresolved,preset:1.8701264
cue,cue:1:45:patch666_main_sequences.xml:46,preset,13.675235,reference_unresolved,preset:13.675235
cue,cue:1:45:patch666_main_sequences.xml:46,preset,1.870136,reference_unresolved,preset:1.870136
cue,cue:1:45:patch666_main_sequences.xml:46,preset,13.675242,reference_unresolved,preset:13.675242
cue,cue:1:45:patch666_main_sequences.xml:46,preset,1.8701264,value_reference,atom:text=1.8701264
cue,cue:1:45:patch666_main_sequences.xml:46,preset,13.675235,value_reference,atom:text=13.675235
cue,cue:1:45:patch666_main_sequences.xml:46,preset,1.870136,value_reference,atom:text=1.870136
cue,cue:1:45:patch666_main_sequences.xml:46,preset,13.675242,value_reference,atom:text=13.675242
cue,cue:1:46:patch666_main_sequences.xml:47,preset,1.8701264,reference_unresolved,preset:1.8701264
cue,cue:1:46:patch666_main_sequences.xml:47,preset,13.675235,reference_unresolved,preset:13.675235
cue,cue:1:46:patch666_main_sequences.xml:47,preset,1.870136,reference_unresolved,preset:1.870136
cue,cue:1:46:patch666_main_sequences.xml:47,preset,13.675242,reference_unresolved,preset:13.675242
cue,cue:1:46:patch666_main_sequences.xml:47,preset,1.8701264,value_reference,atom:text=1.8701264
cue,cue:1:46:patch666_main_sequences.xml:47,preset,13.675235,value_reference,atom:text=13.675235
cue,cue:1:46:patch666_main_sequences.xml:47,preset,1.870136,value_reference,atom:text=1.870136
cue,cue:1:46:patch666_main_sequences.xml:47,preset,13.675242,value_reference,atom:text=13.675242
cue,cue:1:47:patch666_main_sequences.xml:48,preset,1.8701264,reference_unresolved,preset:1.8701264
cue,cue:1:47:patch666_main_sequences.xml:48,preset,13.675235,reference_unresolved,preset:13.675235
cue,cue:1:47:patch666_main_sequences.xml:48,preset,1.870136,reference_unresolved,preset:1.870136
cue,cue:1:47:patch666_main_sequences.xml:48,preset,13.675242,reference_unresolved,preset:13.675242
cue,cue:1:47:patch666_main_sequences.xml:48,preset,1.8701264,value_reference,atom:text=1.8701264
cue,cue:1:47:patch666_main_sequences.xml:48,preset,13.675235,value_reference,atom:text=13.675235
cue,cue:1:47:patch666_main_sequences.xml:48,preset,1.870136,value_reference,atom:text=1.870136
cue,cue:1:47:patch666_main_sequences.xml:48,preset,13.675242,value_reference,atom:text=13.675242
cue,cue:1:48:patch666_main_sequences.xml:49,preset,1.25,reference_unresolved,preset:1.25
cue,cue:1:48:patch666_main_sequences.xml:49,preset,1.25,value_reference,atom:text=1.25
cue,cue:1:49:patch666_main_sequences.xml:50,preset,6.8376155,reference_unresolved,preset:6.8376155
cue,cue:1:49:patch666_main_sequences.xml:50,preset,2.7041204,reference_unresolved,preset:2.7041204
cue,cue:1:49:patch666_main_sequences.xml:50,preset,6.8376155,value_reference,atom:text=6.8376155
cue,cue:1:49:patch666_main_sequences.xml:50,preset,2.7041204,value_reference,atom:text=2.7041204
cue,cue:1:50:patch666_main_sequences.xml:51,preset,6.8376155,reference_unresolved,preset:6.8376155
cue,cue:1:50:patch666_main_sequences.xml:51,preset,2.7020588,reference_unresolved,preset:2.7020588
cue,cue:1:50:patch666_main_sequences.xml:51,preset,9.25,reference_unresolved,preset:9.25
cue,cue:1:50:patch666_main_sequences.xml:51,preset,6.8376155,value_reference,atom:text=6.8376155
cue,cue:1:50:patch666_main_sequences.xml:51,preset,2.7020588,value_reference,atom:text=2.7020588
cue,cue:1:50:patch666_main_sequences.xml:51,preset,9.25,value_reference,atom:text=9.25
cue,cue:1:52:patch666_main_sequences.xml:53,preset,11.25,reference_unresolved,preset:11.25
cue,cue:1:52:patch666_main_sequences.xml:53,preset,11.25,value_reference,atom:text=11.25
cue,cue:1:53:patch666_main_sequences.xml:54,preset,12.121221,reference_unresolved,preset:12.121221
cue,cue:1:53:patch666_main_sequences.xml:54,preset,12.121221,value_reference,atom:text=12.121221
cue,cue:1:54:patch666_main_sequences.xml:55,preset,6.8376155,reference_unresolved,preset:6.8376155
cue,cue:1:54:patch666_main_sequences.xml:55,preset,6.8376155,value_reference,atom:text=6.8376155
cue,cue:1:56:patch666_main_sequences.xml:57,preset,1.0519493,reference_unresolved,preset:1.0519493
cue,cue:1:56:patch666_main_sequences.xml:57,preset,10.256417,reference_unresolved,preset:10.256417
cue,cue:1:56:patch666_main_sequences.xml:57,preset,11.301869,reference_unresolved,preset:11.301869
cue,cue:1:56:patch666_main_sequences.xml:57,preset,8.6111374,reference_unresolved,preset:8.6111374
cue,cue:1:56:patch666_main_sequences.xml:57,preset,4.0520549,reference_unresolved,preset:4.0520549
cue,cue:1:56:patch666_main_sequences.xml:57,preset,8.2621183,reference_unresolved,preset:8.2621183
cue,cue:1:56:patch666_main_sequences.xml:57,preset,11.301877,reference_unresolved,preset:11.301877
cue,cue:1:56:patch666_main_sequences.xml:57,preset,5.5,reference_unresolved,preset:5.5
cue,cue:1:56:patch666_main_sequences.xml:57,preset,1.5,reference_unresolved,preset:1.5
cue,cue:1:56:patch666_main_sequences.xml:57,preset,10.804121,reference_unresolved,preset:10.804121
cue,cue:1:56:patch666_main_sequences.xml:57,preset,1.0519493,value_reference,atom:text=1.0519493
cue,cue:1:56:patch666_main_sequences.xml:57,preset,10.256417,value_reference,atom:text=10.256417
cue,cue:1:56:patch666_main_sequences.xml:57,preset,11.301869,value_reference,atom:text=11.301869
cue,cue:1:56:patch666_main_sequences.xml:57,preset,8.6111374,value_reference,atom:text=8.6111374
cue,cue:1:56:patch666_main_sequences.xml:57,preset,4.0520549,value_reference,atom:text=4.0520549
cue,cue:1:56:patch666_main_sequences.xml:57,preset,8.2621183,value_reference,atom:text=8.2621183
cue,cue:1:56:patch666_main_sequences.xml:57,preset,11.301877,value_reference,atom:text=11.301877
cue,cue:1:56:patch666_main_sequences.xml:57,preset,5.5,value_reference,atom:text=5.5
cue,cue:1:56:patch666_main_sequences.xml:57,preset,1.5,value_reference,atom:text=1.5
cue,cue:1:56:patch666_main_sequences.xml:57,preset,10.804121,value_reference,atom:text=10.804121
cue,cue:1:58:patch666_main_sequences.xml:59,preset,11.301869,reference_unresolved,preset:11.301869
cue,cue:1:58:patch666_main_sequences.xml:59,preset,11.301877,reference_unresolved,preset:11.301877
cue,cue:1:58:patch666_main_sequences.xml:59,preset,2.25,reference_unresolved,preset:2.25
cue,cue:1:58:patch666_main_sequences.xml:59,preset,11.301869,value_reference,atom:text=11.301869
cue,cue:1:58:patch666_main_sequences.xml:59,preset,11.301877,value_reference,atom:text=11.301877
cue,cue:1:58:patch666_main_sequences.xml:59,preset,2.25,value_reference,atom:text=2.25
cue,cue:1:60:patch666_main_sequences.xml:61,preset,1.0519493,reference_unresolved,preset:1.0519493
cue,cue:1:60:patch666_main_sequences.xml:61,preset,10.256417,reference_unresolved,preset:10.256417
cue,cue:1:60:patch666_main_sequences.xml:61,preset,11.301869,reference_unresolved,preset:11.301869
cue,cue:1:60:patch666_main_sequences.xml:61,preset,8.6111374,reference_unresolved,preset:8.6111374
cue,cue:1:60:patch666_main_sequences.xml:61,preset,4.0520549,reference_unresolved,preset:4.0520549
cue,cue:1:60:patch666_main_sequences.xml:61,preset,8.2621183,reference_unresolved,preset:8.2621183
cue,cue:1:60:patch666_main_sequences.xml:61,preset,6.8376155,reference_unresolved,preset:6.8376155
cue,cue:1:60:patch666_main_sequences.xml:61,preset,11.301877,reference_unresolved,preset:11.301877
cue,cue:1:60:patch666_main_sequences.xml:61,preset,1.0519493,value_reference,atom:text=1.0519493
cue,cue:1:60:patch666_main_sequences.xml:61,preset,10.256417,value_reference,atom:text=10.256417
cue,cue:1:60:patch666_main_sequences.xml:61,preset,11.301869,value_reference,atom:text=11.301869
cue,cue:1:60:patch666_main_sequences.xml:61,preset,8.6111374,value_reference,atom:text=8.6111374
cue,cue:1:60:patch666_main_sequences.xml:61,preset,4.0520549,value_reference,atom:text=4.0520549
cue,cue:1:60:patch666_main_sequences.xml:61,preset,8.2621183,value_reference,atom:text=8.2621183
cue,cue:1:60:patch666_main_sequences.xml:61,preset,6.8376155,value_reference,atom:text=6.8376155
