cue_id,sequence_id,sequence_number,sequence_name,cue_number,cue_name,cue_position,is_main_cue_list,fixture_count,fixtures,fixture_details,attribute_count,attributes,feature_group_count,feature_groups,hard_value_count,hard_fixture_count,preset_ref_count,preset_refs,group_ref_count,group_refs,effect_ref_count,effect_refs,zero_like_count,mixed_fixture_count,mixed_family_count,control_mode,fixture_attribute_map,fixture_family_mode_map,family_mode_summary,signature_pairs,source_file
cue:0:1:Tram_Analyz_all_sequences.xml:1,sequence:0:Tram_Analyz_all_sequences.xml:1,0,stripy,1,Cue 1,1,False,0,[],[],0,[],0,[],0,0,0,[],0,[],0,[],0,0,0,none,{},{},{},[],C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260326-154933-9fbac438\uploads\Tram_Analyz_all_sequences.xml
cue:0:1:Tram_Analyz_all_sequences.xml:2,sequence:0:Tram_Analyz_all_sequences.xml:1,0,stripy,1,Cue 1,2,False,8,"[1001, 1, 1002, 2, 1003, 3, 1004, 4]","[""1001 | Fixture 1001"", ""1 | HelDGB8S 1 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.001"", ""1002 | Fixture 1002"", ""2 | HelDGB8S 2 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.025"", ""1003 | Fixture 1003"", ""3 | HelDGB8S 3 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.049"", ""1004 | Fixture 1004"", ""4 | HelDGB8S 4 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.073""]",1,"[""DIM""]",1,"[""Dimmer""]",4,4,0,[],0,[],0,[],0,0,0,hard_only,"{""1001"": [""DIM""], ""1002"": [""DIM""], ""1003"": [""DIM""], ""1004"": [""DIM""]}","{""1001"": {""Dimmer"": [""hard""]}, ""1002"": {""Dimmer"": [""hard""]}, ""1003"": {""Dimmer"": [""hard""]}, ""1004"": {""Dimmer"": [""hard""]}}","{""Dimmer"": {""hard_fixtures"": [1001, 1002, 1003, 1004], ""preset_fixtures"": [], ""mixed_fixtures"": []}}","[""1001:DIM"", ""1002:DIM"", ""1003:DIM"", ""1004:DIM""]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260326-154933-9fbac438\uploads\Tram_Analyz_all_sequences.xml
cue:1:1:Tram_Analyz_all_sequences.xml:1,sequence:1:Tram_Analyz_all_sequences.xml:2,1,astery,1,Cue 1,1,False,0,[],[],0,[],0,[],0,0,0,[],0,[],0,[],0,0,0,none,{},{},{},[],C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260326-154933-9fbac438\uploads\Tram_Analyz_all_sequences.xml
cue:1:1:Tram_Analyz_all_sequences.xml:2,sequence:1:Tram_Analyz_all_sequences.xml:2,1,astery,1,Cue 1,2,False,40,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","[""1 | HelDGB8S 1 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.001"", ""2 | HelDGB8S 2 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.025"", ""3 | HelDGB8S 3 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.049"", ""4 | HelDGB8S 4 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.073"", ""5 | HelDGB8S 5 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.097"", ""6 | HelDGB8S 6 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.121"", ""7 | HelDGB8S 7 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.145"", ""8 | HelDGB8S 8 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.169"", ""9 | HelDGB8S 9 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.193"", ""10 | HelDGB8S 10 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.217"", ""11 | HelDGB8S 11 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.241"", ""12 | HelDGB8S 12 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.265"", ""13 | HelDGB8S 13 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.289"", ""14 | HelDGB8S 14 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.313"", ""15 | HelDGB8S 15 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.337"", ""16 | HelDGB8S 16 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.361"", ""17 | HelDGB8S 17 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.385"", ""18 | HelDGB8S 18 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.409"", ""19 | HelDGB8S 19 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.433"", ""20 | HelDGB8S 20 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 1.457"", ""21 | HelDGB8S 21 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 2.001"", ""22 | HelDGB8S 22 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 2.025"", ""23 | HelDGB8S 23 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 2.049"", ""24 | HelDGB8S 24 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 2.073"", ""25 | HelDGB8S 25 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 2.097"", ""26 | HelDGB8S 26 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 2.121"", ""27 | HelDGB8S 27 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 2.145"", ""28 | HelDGB8S 28 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 2.169"", ""29 | HelDGB8S 29 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 2.193"", ""30 | HelDGB8S 30 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 2.217"", ""31 | HelDGB8S 31 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 2.241"", ""32 | HelDGB8S 32 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 2.265"", ""33 | HelDGB8S 33 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 2.289"", ""34 | HelDGB8S 34 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 2.313"", ""35 | HelDGB8S 35 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 2.337"", ""36 | HelDGB8S 36 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 2.361"", ""37 | HelDGB8S 37 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 2.385"", ""38 | HelDGB8S 38 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 2.409"", ""39 | HelDGB8S 39 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 2.433"", ""40 | HelDGB8S 40 | 6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off | 2.457""]",1,"[""DIM""]",1,"[""Dimmer""]",40,40,0,[],0,[],0,[],0,0,0,hard_only,"{""1"": [""DIM""], ""2"": [""DIM""], ""3"": [""DIM""], ""4"": [""DIM""], ""5"": [""DIM""], ""6"": [""DIM""], ""7"": [""DIM""], ""8"": [""DIM""], ""9"": [""DIM""], ""10"": [""DIM""], ""11"": [""DIM""], ""12"": [""DIM""], ""13"": [""DIM""], ""14"": [""DIM""], ""15"": [""DIM""], ""16"": [""DIM""], ""17"": [""DIM""], ""18"": [""DIM""], ""19"": [""DIM""], ""20"": [""DIM""], ""21"": [""DIM""], ""22"": [""DIM""], ""23"": [""DIM""], ""24"": [""DIM""], ""25"": [""DIM""], ""26"": [""DIM""], ""27"": [""DIM""], ""28"": [""DIM""], ""29"": [""DIM""], ""30"": [""DIM""], ""31"": [""DIM""], ""32"": [""DIM""], ""33"": [""DIM""], ""34"": [""DIM""], ""35"": [""DIM""], ""36"": [""DIM""], ""37"": [""DIM""], ""38"": [""DIM""], ""39"": [""DIM""], ""40"": [""DIM""]}","{""1"": {""Dimmer"": [""hard""]}, ""2"": {""Dimmer"": [""hard""]}, ""3"": {""Dimmer"": [""hard""]}, ""4"": {""Dimmer"": [""hard""]}, ""5"": {""Dimmer"": [""hard""]}, ""6"": {""Dimmer"": [""hard""]}, ""7"": {""Dimmer"": [""hard""]}, ""8"": {""Dimmer"": [""hard""]}, ""9"": {""Dimmer"": [""hard""]}, ""10"": {""Dimmer"": [""hard""]}, ""11"": {""Dimmer"": [""hard""]}, ""12"": {""Dimmer"": [""hard""]}, ""13"": {""Dimmer"": [""hard""]}, ""14"": {""Dimmer"": [""hard""]}, ""15"": {""Dimmer"": [""hard""]}, ""16"": {""Dimmer"": [""hard""]}, ""17"": {""Dimmer"": [""hard""]}, ""18"": {""Dimmer"": [""hard""]}, ""19"": {""Dimmer"": [""hard""]}, ""20"": {""Dimmer"": [""hard""]}, ""21"": {""Dimmer"": [""hard""]}, ""22"": {""Dimmer"": [""hard""]}, ""23"": {""Dimmer"": [""hard""]}, ""24"": {""Dimmer"": [""hard""]}, ""25"": {""Dimmer"": [""hard""]}, ""26"": {""Dimmer"": [""hard""]}, ""27"": {""Dimmer"": [""hard""]}, ""28"": {""Dimmer"": [""hard""]}, ""29"": {""Dimmer"": [""hard""]}, ""30"": {""Dimmer"": [""hard""]}, ""31"": {""Dimmer"": [""hard""]}, ""32"": {""Dimmer"": [""hard""]}, ""33"": {""Dimmer"": [""hard""]}, ""34"": {""Dimmer"": [""hard""]}, ""35"": {""Dimmer"": [""hard""]}, ""36"": {""Dimmer"": [""hard""]}, ""37"": {""Dimmer"": [""hard""]}, ""38"": {""Dimmer"": [""hard""]}, ""39"": {""Dimmer"": [""hard""]}, ""40"": {""Dimmer"": [""hard""]}}","{""Dimmer"": {""hard_fixtures"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""preset_fixtures"": [], ""mixed_fixtures"": []}}","[""10:DIM"", ""11:DIM"", ""12:DIM"", ""13:DIM"", ""14:DIM"", ""15:DIM"", ""16:DIM"", ""17:DIM"", ""18:DIM"", ""19:DIM"", ""1:DIM"", ""20:DIM"", ""21:DIM"", ""22:DIM"", ""23:DIM"", ""24:DIM"", ""25:DIM"", ""26:DIM"", ""27:DIM"", ""28:DIM"", ""29:DIM"", ""2:DIM"", ""30:DIM"", ""31:DIM"", ""32:DIM"", ""33:DIM"", ""34:DIM"", ""35:DIM"", ""36:DIM"", ""37:DIM"", ""38:DIM"", ""39:DIM"", ""3:DIM"", ""40:DIM"", ""4:DIM"", ""5:DIM"", ""6:DIM"", ""7:DIM"", ""8:DIM"", ""9:DIM""]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260326-154933-9fbac438\uploads\Tram_Analyz_all_sequences.xml
