id,preset_type,number,name,fixture_ids,channel_ids,patch_target_keys,fixture_details,references,source_file
preset:0.32:Studio_54_preset_0.xml:11,0,0.32,Spiddery gula,1 2 3 4 5 6 7 8,,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8,1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001 || 2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034 || 3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067 || 4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100 || 5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001 || 6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034 || 7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067 || 8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-094732-024f66b9\uploads\Studio_54_preset_0.xml
preset:0.33:Studio_54_preset_0.xml:12,0,0.33,vorez,14 15,,fixture:14 | fixture:15,14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043 || 15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-094732-024f66b9\uploads\Studio_54_preset_0.xml
preset:0.34:Studio_54_preset_0.xml:13,0,0.34,350 plocha,41 42 43 44 45 46 47 48 49 50 51 52,,fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52,41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-094732-024f66b9\uploads\Studio_54_preset_0.xml
preset:0.35:Studio_54_preset_0.xml:14,0,0.35,spii stred,1 2 3 4 5 6 7 8,,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8,1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001 || 2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034 || 3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067 || 4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100 || 5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001 || 6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034 || 7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067 || 8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-094732-024f66b9\uploads\Studio_54_preset_0.xml
preset:0.36:Studio_54_preset_0.xml:15,0,0.36,ondra klavir,11,,fixture:11,11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-094732-024f66b9\uploads\Studio_54_preset_0.xml
preset:0.37:Studio_54_preset_0.xml:16,0,0.37,byk,1 2 5 6,,fixture:1 | fixture:2 | fixture:5 | fixture:6,1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001 || 2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034 || 5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001 || 6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-094732-024f66b9\uploads\Studio_54_preset_0.xml
preset:0.38:Studio_54_preset_0.xml:17,0,0.38,animacnigobo,11 12 13 14 15 16 17 18,,fixture:11 | fixture:12 | fixture:13 | fixture:14 | fixture:15 | fixture:16 | fixture:17 | fixture:18,11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133 || 12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175 || 13 | Esprite 3 | 11 Robin Esprite Mode 2 | 3.001 || 14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043 || 15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085 || 16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127 || 17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133 || 18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-094732-024f66b9\uploads\Studio_54_preset_0.xml
preset:0.39:Studio_54_preset_0.xml:18,0,0.39,gobo,11 12 13 14 15 16 17 18,,fixture:11 | fixture:12 | fixture:13 | fixture:14 | fixture:15 | fixture:16 | fixture:17 | fixture:18,11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133 || 12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175 || 13 | Esprite 3 | 11 Robin Esprite Mode 2 | 3.001 || 14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043 || 15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085 || 16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127 || 17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133 || 18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-094732-024f66b9\uploads\Studio_54_preset_0.xml
preset:0.40:Studio_54_preset_0.xml:19,0,0.40,tetra vstup,21 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 25 26,,fixture:21 | subfixture:21:2 | subfixture:21:3 | subfixture:21:4 | subfixture:21:5 | subfixture:21:6 | subfixture:21:7 | subfixture:21:8 | subfixture:21:9 | subfixture:21:10 | subfixture:21:11 | subfixture:21:12 | subfixture:21:13 | subfixture:21:14 | subfixture:21:15 | subfixture:21:16 | subfixture:21:17 | subfixture:21:18 | subfixture:21:19 | subfixture:21:20 | subfixture:21:21 | subfixture:21:22 | subfixture:21:23 | fixture:22 | subfixture:22:2 | subfixture:22:3 | subfixture:22:4 | subfixture:22:5 | subfixture:22:6 | subfixture:22:7 | subfixture:22:8 | subfixture:22:9 | subfixture:22:10 | subfixture:22:11 | subfixture:22:12 | subfixture:22:13 | subfixture:22:14 | subfixture:22:15 | subfixture:22:16 | subfixture:22:17 | subfixture:22:18 | subfixture:22:19 | subfixture:22:20 | subfixture:22:21 | subfixture:22:22 | subfixture:22:23 | fixture:23 | subfixture:23:2 | subfixture:23:3 | subfixture:23:4 | subfixture:23:5 | subfixture:23:6 | subfixture:23:7 | subfixture:23:8 | subfixture:23:9 | subfixture:23:10 | subfixture:23:11 | subfixture:23:12 | subfixture:23:13 | subfixture:23:14 | subfixture:23:15 | subfixture:23:16 | subfixture:23:17 | subfixture:23:18 | subfixture:23:19 | subfixture:23:20 | subfixture:23:21 | subfixture:23:22 | subfixture:23:23 | fixture:24 | subfixture:24:2 | subfixture:24:3 | subfixture:24:4 | subfixture:24:5 | subfixture:24:6 | subfixture:24:7 | subfixture:24:8 | subfixture:24:9 | subfixture:24:10 | subfixture:24:11 | subfixture:24:12 | subfixture:24:13 | subfixture:24:14 | subfixture:24:15 | subfixture:24:16 | subfixture:24:17 | subfixture:24:18 | subfixture:24:19 | subfixture:24:20 | subfixture:24:21 | subfixture:24:22 | subfixture:24:23 | fixture:25 | subfixture:25:2 | subfixture:25:3 | subfixture:25:4 | subfixture:25:5 | subfixture:25:6 | subfixture:25:7 | subfixture:25:8 | subfixture:25:9 | subfixture:25:10 | subfixture:25:11 | subfixture:25:12 | subfixture:25:13 | subfixture:25:14 | subfixture:25:15 | subfixture:25:16 | subfixture:25:17 | subfixture:25:18 | subfixture:25:19 | subfixture:25:20 | subfixture:25:21 | subfixture:25:22 | subfixture:25:23 | fixture:26 | subfixture:26:2 | subfixture:26:3 | subfixture:26:4 | subfixture:26:5 | subfixture:26:6 | subfixture:26:7 | subfixture:26:8 | subfixture:26:9 | subfixture:26:10 | subfixture:26:11 | subfixture:26:12 | subfixture:26:13 | subfixture:26:14 | subfixture:26:15 | subfixture:26:16 | subfixture:26:17 | subfixture:26:18 | subfixture:26:19 | subfixture:26:20 | subfixture:26:21 | subfixture:26:22 | subfixture:26:23,21 | Fixture 21 || 2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034 || 3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067 || 4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100 || 5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001 || 6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034 || 7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067 || 8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100 || 9 || 10 || 11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133 || 12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175 || 13 | Esprite 3 | 11 Robin Esprite Mode 2 | 3.001 || 14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043 || 15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085 || 16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127 || 17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133 || 18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175 || 19 || 20 || 22 | Fixture 22 || 23 | Fixture 23 || 24 | Fixture 24 || 25 | Fixture 25 || 26 | Fixture 26,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-094732-024f66b9\uploads\Studio_54_preset_0.xml
preset:0.41:Studio_54_preset_0.xml:20,0,0.41,tetra scan,21 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 25 26,,fixture:21 | subfixture:21:2 | subfixture:21:3 | subfixture:21:4 | subfixture:21:5 | subfixture:21:6 | subfixture:21:7 | subfixture:21:8 | subfixture:21:9 | subfixture:21:10 | subfixture:21:11 | subfixture:21:12 | subfixture:21:13 | subfixture:21:14 | subfixture:21:15 | subfixture:21:16 | subfixture:21:17 | subfixture:21:18 | subfixture:21:19 | subfixture:21:20 | subfixture:21:21 | subfixture:21:22 | subfixture:21:23 | fixture:22 | subfixture:22:2 | subfixture:22:3 | subfixture:22:4 | subfixture:22:5 | subfixture:22:6 | subfixture:22:7 | subfixture:22:8 | subfixture:22:9 | subfixture:22:10 | subfixture:22:11 | subfixture:22:12 | subfixture:22:13 | subfixture:22:14 | subfixture:22:15 | subfixture:22:16 | subfixture:22:17 | subfixture:22:18 | subfixture:22:19 | subfixture:22:20 | subfixture:22:21 | subfixture:22:22 | subfixture:22:23 | fixture:23 | subfixture:23:2 | subfixture:23:3 | subfixture:23:4 | subfixture:23:5 | subfixture:23:6 | subfixture:23:7 | subfixture:23:8 | subfixture:23:9 | subfixture:23:10 | subfixture:23:11 | subfixture:23:12 | subfixture:23:13 | subfixture:23:14 | subfixture:23:15 | subfixture:23:16 | subfixture:23:17 | subfixture:23:18 | subfixture:23:19 | subfixture:23:20 | subfixture:23:21 | subfixture:23:22 | subfixture:23:23 | fixture:24 | subfixture:24:2 | subfixture:24:3 | subfixture:24:4 | subfixture:24:5 | subfixture:24:6 | subfixture:24:7 | subfixture:24:8 | subfixture:24:9 | subfixture:24:10 | subfixture:24:11 | subfixture:24:12 | subfixture:24:13 | subfixture:24:14 | subfixture:24:15 | subfixture:24:16 | subfixture:24:17 | subfixture:24:18 | subfixture:24:19 | subfixture:24:20 | subfixture:24:21 | subfixture:24:22 | subfixture:24:23 | fixture:25 | subfixture:25:2 | subfixture:25:3 | subfixture:25:4 | subfixture:25:5 | subfixture:25:6 | subfixture:25:7 | subfixture:25:8 | subfixture:25:9 | subfixture:25:10 | subfixture:25:11 | subfixture:25:12 | subfixture:25:13 | subfixture:25:14 | subfixture:25:15 | subfixture:25:16 | subfixture:25:17 | subfixture:25:18 | subfixture:25:19 | subfixture:25:20 | subfixture:25:21 | subfixture:25:22 | subfixture:25:23 | fixture:26 | subfixture:26:2 | subfixture:26:3 | subfixture:26:4 | subfixture:26:5 | subfixture:26:6 | subfixture:26:7 | subfixture:26:8 | subfixture:26:9 | subfixture:26:10 | subfixture:26:11 | subfixture:26:12 | subfixture:26:13 | subfixture:26:14 | subfixture:26:15 | subfixture:26:16 | subfixture:26:17 | subfixture:26:18 | subfixture:26:19 | subfixture:26:20 | subfixture:26:21 | subfixture:26:22 | subfixture:26:23,21 | Fixture 21 || 2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034 || 3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067 || 4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100 || 5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001 || 6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034 || 7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067 || 8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100 || 9 || 10 || 11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133 || 12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175 || 13 | Esprite 3 | 11 Robin Esprite Mode 2 | 3.001 || 14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043 || 15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085 || 16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127 || 17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133 || 18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175 || 19 || 20 || 22 | Fixture 22 || 23 | Fixture 23 || 24 | Fixture 24 || 25 | Fixture 25 || 26 | Fixture 26,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-094732-024f66b9\uploads\Studio_54_preset_0.xml
preset:0.42:Studio_54_preset_0.xml:21,0,0.42,dvere k vytahu,16,,fixture:16,16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-094732-024f66b9\uploads\Studio_54_preset_0.xml
preset:0.43:Studio_54_preset_0.xml:22,0,0.43,klavir,11,,fixture:11,11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-094732-024f66b9\uploads\Studio_54_preset_0.xml
preset:0.44:Studio_54_preset_0.xml:23,0,0.44,stred zacatek,2 3 6 7,,fixture:2 | fixture:3 | fixture:6 | fixture:7,2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034 || 3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067 || 6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034 || 7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-094732-024f66b9\uploads\Studio_54_preset_0.xml
preset:0.45:Studio_54_preset_0.xml:24,0,0.45,plocha spiider,1 2 3 4 5 6 7 8,,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8,1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001 || 2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034 || 3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067 || 4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100 || 5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001 || 6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034 || 7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067 || 8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-094732-024f66b9\uploads\Studio_54_preset_0.xml
preset:0.46:Studio_54_preset_0.xml:25,0,0.46,spot fotka,13,,fixture:13,13 | Esprite 3 | 11 Robin Esprite Mode 2 | 3.001,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-094732-024f66b9\uploads\Studio_54_preset_0.xml
preset:0.47:Studio_54_preset_0.xml:26,0,0.47,Kluci stred koule,14 15,,fixture:14 | fixture:15,14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043 || 15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-094732-024f66b9\uploads\Studio_54_preset_0.xml
preset:0.48:Studio_54_preset_0.xml:27,0,0.48,lidi,1 2 3 4 5 6 7 8,,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8,1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001 || 2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034 || 3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067 || 4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100 || 5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001 || 6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034 || 7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067 || 8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-094732-024f66b9\uploads\Studio_54_preset_0.xml
preset:0.49:Studio_54_preset_0.xml:28,0,0.49,BAR,65 66 71 72 73 74 75 76 77 78 31 32 33,31 32 33,fixture:65 | fixture:66 | fixture:71 | fixture:72 | fixture:73 | fixture:74 | fixture:75 | fixture:76 | fixture:77 | fixture:78 | channel:31 | channel:32 | channel:33,65 | HotboxW8 5 | 14 Hotbox RGBW 8 channel | 2.249 || 66 | HotboxW8 6 | 14 Hotbox RGBW 8 channel | 2.257 || 71 | HelM1 1 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.001 || 72 | HelM1 2 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.004 || 73 | HelM1 3 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.007 || 74 | HelM1 4 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.010 || 75 | HelM1 5 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.013 || 76 | HelM1 6 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.016 || 77 | HelM1 7 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.019 || 78 | HelM1 8 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.022 || 31 | Robin SVB1 1 | 7 Robin SVB1 Mode 3 - Pixel || 32 | Robin SVB1 2 | 7 Robin SVB1 Mode 3 - Pixel || 33 | Robin SVB1 3 | 7 Robin SVB1 Mode 3 - Pixel,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-094732-024f66b9\uploads\Studio_54_preset_0.xml
preset:0.50:Studio_54_preset_0.xml:29,0,0.50,stred,14 15,,fixture:14 | fixture:15,14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043 || 15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-094732-024f66b9\uploads\Studio_54_preset_0.xml
preset:0.51:Studio_54_preset_0.xml:30,0,0.51,buzek,18,,fixture:18,18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-094732-024f66b9\uploads\Studio_54_preset_0.xml
preset:0.52:Studio_54_preset_0.xml:31,0,0.52,Zacatek lidi,1 5 7 21 2 3 4 6 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 25 26 41 42 43 44 45 46 47 48 49 50 51 52,,fixture:1 | fixture:5 | fixture:7 | fixture:21 | subfixture:21:2 | subfixture:21:3 | subfixture:21:4 | subfixture:21:5 | subfixture:21:6 | subfixture:21:7 | subfixture:21:8 | subfixture:21:9 | subfixture:21:10 | subfixture:21:11 | subfixture:21:12 | subfixture:21:13 | subfixture:21:14 | subfixture:21:15 | subfixture:21:16 | subfixture:21:17 | subfixture:21:18 | subfixture:21:19 | subfixture:21:20 | subfixture:21:21 | subfixture:21:22 | subfixture:21:23 | fixture:22 | subfixture:22:2 | subfixture:22:3 | subfixture:22:4 | subfixture:22:5 | subfixture:22:6 | subfixture:22:7 | subfixture:22:8 | subfixture:22:9 | subfixture:22:10 | subfixture:22:11 | subfixture:22:12 | subfixture:22:13 | subfixture:22:14 | subfixture:22:15 | subfixture:22:16 | subfixture:22:17 | subfixture:22:18 | subfixture:22:19 | subfixture:22:20 | subfixture:22:21 | subfixture:22:22 | subfixture:22:23 | fixture:23 | subfixture:23:2 | subfixture:23:3 | subfixture:23:4 | subfixture:23:5 | subfixture:23:6 | subfixture:23:7 | subfixture:23:8 | subfixture:23:9 | subfixture:23:10 | subfixture:23:11 | subfixture:23:12 | subfixture:23:13 | subfixture:23:14 | subfixture:23:15 | subfixture:23:16 | subfixture:23:17 | subfixture:23:18 | subfixture:23:19 | subfixture:23:20 | subfixture:23:21 | subfixture:23:22 | subfixture:23:23 | fixture:24 | subfixture:24:2 | subfixture:24:3 | subfixture:24:4 | subfixture:24:5 | subfixture:24:6 | subfixture:24:7 | subfixture:24:8 | subfixture:24:9 | subfixture:24:10 | subfixture:24:11 | subfixture:24:12 | subfixture:24:13 | subfixture:24:14 | subfixture:24:15 | subfixture:24:16 | subfixture:24:17 | subfixture:24:18 | subfixture:24:19 | subfixture:24:20 | subfixture:24:21 | subfixture:24:22 | subfixture:24:23 | fixture:25 | subfixture:25:2 | subfixture:25:3 | subfixture:25:4 | subfixture:25:5 | subfixture:25:6 | subfixture:25:7 | subfixture:25:8 | subfixture:25:9 | subfixture:25:10 | subfixture:25:11 | subfixture:25:12 | subfixture:25:13 | subfixture:25:14 | subfixture:25:15 | subfixture:25:16 | subfixture:25:17 | subfixture:25:18 | subfixture:25:19 | subfixture:25:20 | subfixture:25:21 | subfixture:25:22 | subfixture:25:23 | fixture:26 | subfixture:26:2 | subfixture:26:3 | subfixture:26:4 | subfixture:26:5 | subfixture:26:6 | subfixture:26:7 | subfixture:26:8 | subfixture:26:9 | subfixture:26:10 | subfixture:26:11 | subfixture:26:12 | subfixture:26:13 | subfixture:26:14 | subfixture:26:15 | subfixture:26:16 | subfixture:26:17 | subfixture:26:18 | subfixture:26:19 | subfixture:26:20 | subfixture:26:21 | subfixture:26:22 | subfixture:26:23 | fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52,1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001 || 5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001 || 7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067 || 21 | Fixture 21 || 2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034 || 3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067 || 4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100 || 6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034 || 8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100 || 9 || 10 || 11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133 || 12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175 || 13 | Esprite 3 | 11 Robin Esprite Mode 2 | 3.001 || 14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043 || 15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085 || 16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127 || 17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133 || 18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175 || 19 || 20 || 22 | Fixture 22 || 23 | Fixture 23 || 24 | Fixture 24 || 25 | Fixture 25 || 26 | Fixture 26 || 41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-094732-024f66b9\uploads\Studio_54_preset_0.xml
preset:0.53:Studio_54_preset_0.xml:32,0,0.53,Astery Start,71 72 73 74 75 76 77 78 31 33,31 33,fixture:71 | fixture:72 | fixture:73 | fixture:74 | fixture:75 | fixture:76 | fixture:77 | fixture:78 | channel:31 | channel:33,71 | HelM1 1 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.001 || 72 | HelM1 2 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.004 || 73 | HelM1 3 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.007 || 74 | HelM1 4 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.010 || 75 | HelM1 5 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.013 || 76 | HelM1 6 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.016 || 77 | HelM1 7 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.019 || 78 | HelM1 8 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.022 || 31 | Robin SVB1 1 | 7 Robin SVB1 Mode 3 - Pixel || 33 | Robin SVB1 3 | 7 Robin SVB1 Mode 3 - Pixel,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-094732-024f66b9\uploads\Studio_54_preset_0.xml
