id,number,name,fixture_ids,channel_ids,patch_target_keys,fixture_details,fixture_count,source_file
group:0:Studio_54_groups.xml:1,0,HelM1,71 72 73 74 75 76 77 78,,fixture:71 | fixture:72 | fixture:73 | fixture:74 | fixture:75 | fixture:76 | fixture:77 | fixture:78,71 | HelM1 1 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.001 || 72 | HelM1 2 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.004 || 73 | HelM1 3 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.007 || 74 | HelM1 4 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.010 || 75 | HelM1 5 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.013 || 76 | HelM1 6 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.016 || 77 | HelM1 7 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.019 || 78 | HelM1 8 | 16 Helios Tube 1: RGB - 1 Pixel - Strobe Off | 14.022,8,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-100706-76b8aa01\uploads\Studio_54_groups.xml
