fixture_id,fixture_name,fixture_type,fixture_patch,attribute,raw_value,cue_count,sequence_count,cue_list_preview,details
102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,LAMPCONTROL,0.00,4,1,2.11 J. SOLO - 2:47 | 2.18 Rackove rostazeny nohy 5:05 | 2.25 Vilda odchazi | 2.76 J+F duet - S hudbou,repeated hard value candidate for preset cleanup
102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,POSITIONMSPEED,0.00,4,1,2.11 J. SOLO - 2:47 | 2.18 Rackove rostazeny nohy 5:05 | 2.25 Vilda odchazi | 2.76 J+F duet - S hudbou,repeated hard value candidate for preset cleanup
102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,SHUTTER,18.90,4,1,2.11 J. SOLO - 2:47 | 2.18 Rackove rostazeny nohy 5:05 | 2.25 Vilda odchazi | 2.76 J+F duet - S hudbou,repeated hard value candidate for preset cleanup
103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,DIM,100.00,4,2,2.2 lidi | 2.32 Po procesu - s hudbou | 2.86 lidi | 3.1 Cue 1,repeated hard value candidate for preset cleanup
104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,DIM,100.00,4,2,2.2 lidi | 2.85 Dekovacka | 2.86 lidi | 3.1 Cue 1,repeated hard value candidate for preset cleanup
105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,DIM,100.00,4,2,2.2 lidi | 2.85 Dekovacka | 2.86 lidi | 3.1 Cue 1,repeated hard value candidate for preset cleanup
106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,DIM,100.00,4,2,2.2 lidi | 2.32 Po procesu - s hudbou | 2.86 lidi | 3.1 Cue 1,repeated hard value candidate for preset cleanup
107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,COLORRGB2,0.00,4,2,2.18 Rackove rostazeny nohy 5:05 | 2.38 Vkladaji astery POZA se k lidem-zastavi se | 2.55 Groteska boj o zradlo - Velikeho racka | 5.1 Cue 1,repeated hard value candidate for preset cleanup
107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,COLORRGB3,0.00,4,2,2.54 TRIO do prostoru | 2.77 J+F Duet 2 | 2.85 Dekovacka | 5.1 Cue 1,repeated hard value candidate for preset cleanup
107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,DIM,100.00,4,2,2.2 lidi | 2.11 J. SOLO - 2:47 | 2.86 lidi | 3.1 Cue 1,repeated hard value candidate for preset cleanup
108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,COLORRGB2,0.00,4,2,2.18 Rackove rostazeny nohy 5:05 | 2.38 Vkladaji astery POZA se k lidem-zastavi se | 2.55 Groteska boj o zradlo - Velikeho racka | 5.1 Cue 1,repeated hard value candidate for preset cleanup
108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,COLORRGB3,0.00,4,2,2.46.6 Labus u astery | 2.54 TRIO do prostoru | 2.77 J+F Duet 2 | 5.1 Cue 1,repeated hard value candidate for preset cleanup
108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,DIM,60.00,4,1,2.14 Groteska W. hodi zradlo | 2.15 Bert na sokl | 2.38 Vkladaji astery POZA se k lidem-zastavi se | 2.85 Dekovacka,repeated hard value candidate for preset cleanup
201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,DIM,100.00,4,2,2.7 Jirka ze schodu u soklu - 1:50 | 2.25 Vilda odchazi | 2.85 Dekovacka | 3.1 Cue 1,repeated hard value candidate for preset cleanup
202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,DIM,100.00,4,2,2.4 Hudba | 2.7 Jirka ze schodu u soklu - 1:50 | 2.85 Dekovacka | 3.1 Cue 1,repeated hard value candidate for preset cleanup
1002,,,,DIM,0.00,4,1,2.3 Prichod tanecniku | 2.16 Boj o zradlo - Na Housle 2:12 | 2.44 Duet - velky nebe -HNED | 2.53 Zacatek trio EFF 16,repeated hard value candidate for preset cleanup
1003,,,,DIM,0.00,4,1,2.3 Prichod tanecniku | 2.16 Boj o zradlo - Na Housle 2:12 | 2.44 Duet - velky nebe -HNED | 2.53 Zacatek trio EFF 16,repeated hard value candidate for preset cleanup
1,HelDGB8S 1,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.001,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
2,HelDGB8S 2,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.025,COLORRGB1,100.00,3,1,2.36 Jen prava strana - Wilda na schodech | 2.46 Velkej ptak | 2.55 Groteska boj o zradlo - Velikeho racka,repeated hard value candidate for preset cleanup
2,HelDGB8S 2,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.025,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
2,HelDGB8S 2,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.025,DIM,0.00,3,1,2.36 Jen prava strana - Wilda na schodech | 2.41 Jdou k nemu do rohu - Pouze astery | 2.82 Bez aster- odejde W. - Stahnout Lampicky orchestr,repeated hard value candidate for preset cleanup
3,HelDGB8S 3,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.049,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
4,HelDGB8S 4,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.073,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
5,HelDGB8S 5,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.097,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
6,HelDGB8S 6,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.121,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
7,HelDGB8S 7,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.145,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
8,HelDGB8S 8,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.169,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
9,HelDGB8S 9,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.193,DIM,100.00,3,2,1.1 Cue 1 | 2.41 Jdou k nemu do rohu - Pouze astery | 2.45 Bere asteru C9.9,repeated hard value candidate for preset cleanup
9,HelDGB8S 9,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.193,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
10,HelDGB8S 10,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.217,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
11,HelDGB8S 11,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.241,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
12,HelDGB8S 12,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.265,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
13,HelDGB8S 13,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.289,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
14,HelDGB8S 14,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.313,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
15,HelDGB8S 15,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.337,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
16,HelDGB8S 16,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.361,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
17,HelDGB8S 17,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.385,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
18,HelDGB8S 18,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.409,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
19,HelDGB8S 19,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.433,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
20,HelDGB8S 20,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.457,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
21,HelDGB8S 21,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.001,DIM,100.00,3,3,1.1 Cue 1 | 2.78 Svicka | 4.1 Cue 1,repeated hard value candidate for preset cleanup
22,HelDGB8S 22,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.025,DIM,100.00,3,3,1.1 Cue 1 | 2.78 Svicka | 4.1 Cue 1,repeated hard value candidate for preset cleanup
23,HelDGB8S 23,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.049,DIM,100.00,3,3,1.1 Cue 1 | 2.78 Svicka | 4.1 Cue 1,repeated hard value candidate for preset cleanup
24,HelDGB8S 24,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.073,DIM,100.00,3,3,1.1 Cue 1 | 2.78 Svicka | 4.1 Cue 1,repeated hard value candidate for preset cleanup
25,HelDGB8S 25,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.097,DIM,100.00,3,3,1.1 Cue 1 | 2.78 Svicka | 4.1 Cue 1,repeated hard value candidate for preset cleanup
26,HelDGB8S 26,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.121,DIM,100.00,3,3,1.1 Cue 1 | 2.78 Svicka | 4.1 Cue 1,repeated hard value candidate for preset cleanup
27,HelDGB8S 27,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.145,DIM,100.00,3,3,1.1 Cue 1 | 2.78 Svicka | 4.1 Cue 1,repeated hard value candidate for preset cleanup
28,HelDGB8S 28,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.169,DIM,100.00,3,3,1.1 Cue 1 | 2.78 Svicka | 4.1 Cue 1,repeated hard value candidate for preset cleanup
29,HelDGB8S 29,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.193,DIM,100.00,3,3,1.1 Cue 1 | 2.78 Svicka | 4.1 Cue 1,repeated hard value candidate for preset cleanup
30,HelDGB8S 30,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.217,COLORRGB2,100.00,3,2,2.30.5 Soud - zelena- - bici hudba | 2.55 Groteska boj o zradlo - Velikeho racka | 5.1 Cue 1,repeated hard value candidate for preset cleanup
30,HelDGB8S 30,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.217,DIM,100.00,3,3,1.1 Cue 1 | 2.78 Svicka | 4.1 Cue 1,repeated hard value candidate for preset cleanup
31,HelDGB8S 31,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.241,COLORRGB2,100.00,3,2,2.30.5 Soud - zelena- - bici hudba | 2.55 Groteska boj o zradlo - Velikeho racka | 5.1 Cue 1,repeated hard value candidate for preset cleanup
31,HelDGB8S 31,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.241,DIM,100.00,3,3,1.1 Cue 1 | 2.78 Svicka | 4.1 Cue 1,repeated hard value candidate for preset cleanup
32,HelDGB8S 32,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.265,COLORRGB2,100.00,3,2,2.30.5 Soud - zelena- - bici hudba | 2.55 Groteska boj o zradlo - Velikeho racka | 5.1 Cue 1,repeated hard value candidate for preset cleanup
32,HelDGB8S 32,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.265,DIM,100.00,3,3,1.1 Cue 1 | 2.78 Svicka | 4.1 Cue 1,repeated hard value candidate for preset cleanup
33,HelDGB8S 33,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.289,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
34,HelDGB8S 34,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.313,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
35,HelDGB8S 35,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.337,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
36,HelDGB8S 36,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.361,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
37,HelDGB8S 37,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.385,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
38,HelDGB8S 38,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.409,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
39,HelDGB8S 39,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.433,DIM,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
40,HelDGB8S 40,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.457,COLORRGB1,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
40,HelDGB8S 40,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.457,COLORRGB1,100.00,3,1,2.35 zustava sam LET- GESTO | 2.52 dialog | 2.76 J+F duet - S hudbou,repeated hard value candidate for preset cleanup
40,HelDGB8S 40,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.457,COLORRGB2,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
40,HelDGB8S 40,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.457,COLORRGB3,DefaultLink,3,1,2.0 Cue Zero | 2.55 Groteska boj o zradlo - Velikeho racka | 2.86 lidi,repeated hard value candidate for preset cleanup
40,HelDGB8S 40,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.457,COLORRGB3,100.00,3,1,2.35 zustava sam LET- GESTO | 2.52 dialog | 2.76 J+F duet - S hudbou,repeated hard value candidate for preset cleanup
101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,COLORRGB1,59.54,3,1,2.7 Jirka ze schodu u soklu - 1:50 | 2.52 dialog | 2.85 Dekovacka,repeated hard value candidate for preset cleanup
101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,COLORRGB2,84.37,3,1,2.7 Jirka ze schodu u soklu - 1:50 | 2.52 dialog | 2.85 Dekovacka,repeated hard value candidate for preset cleanup
101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,COLORRGB3,100.00,3,1,2.7 Jirka ze schodu u soklu - 1:50 | 2.46 Velkej ptak | 2.85 Dekovacka,repeated hard value candidate for preset cleanup
101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,COLORRGB5,0.00,3,1,2.7 Jirka ze schodu u soklu - 1:50 | 2.46 Velkej ptak | 2.85 Dekovacka,repeated hard value candidate for preset cleanup
101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,FLOWERCOLORMACROS,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,FLOWEREFFECT,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,SHUTTER,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,TILT,104.65,3,1,2.9 Racek astery 2:32 | 2.25 Vilda odchazi | 2.80 Flo konec sola stred,repeated hard value candidate for preset cleanup
102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,FLOWERCOLORMACROS,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,FLOWEREFFECT,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,SHUTTER,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,TILT,104.65,3,1,2.9 Racek astery 2:32 | 2.25 Vilda odchazi | 2.29 Skupina posmesky,repeated hard value candidate for preset cleanup
103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,COLORMIXER,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,COLORMIXMODE,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,COLORRGB1,0.00,3,1,2.3 Prichod tanecniku | 2.32 Po procesu - s hudbou | 2.85 Dekovacka,repeated hard value candidate for preset cleanup
103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,CTC,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,LAMPCONTROL,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,PIXELEFFECTS,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,PIXELEFFECTSFADE,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,PIXELEFFECTSSPEED,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,POSITIONMSPEED,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,SHUTTER,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,COLORMIXER,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,COLORMIXMODE,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,CTC,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,LAMPCONTROL,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,PIXELEFFECTS,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,PIXELEFFECTSFADE,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,PIXELEFFECTSSPEED,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,POSITIONMSPEED,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,SHUTTER,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,TILT,112.70,3,1,2.20 Solo Zacatek Bert | 2.21 cela plocha | 2.76 J+F duet - S hudbou,repeated hard value candidate for preset cleanup
106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,ZOOM,38.00,3,1,2.20 Solo Zacatek Bert | 2.21 cela plocha | 2.76 J+F duet - S hudbou,repeated hard value candidate for preset cleanup
107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,TILT,-88.55,3,1,2.55 Groteska boj o zradlo - Velikeho racka | 2.67 Jdou na schody | 2.85 Dekovacka,repeated hard value candidate for preset cleanup
107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,ZOOM,79.50,3,1,2.2 lidi | 2.18 Rackove rostazeny nohy 5:05 | 2.86 lidi,repeated hard value candidate for preset cleanup
108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,COLORRGB1,0.00,3,1,2.14 Groteska W. hodi zradlo | 2.46 Velkej ptak | 2.85 Dekovacka,repeated hard value candidate for preset cleanup
108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,PAN,-62.10,3,1,2.14 Groteska W. hodi zradlo | 2.55 Groteska boj o zradlo - Velikeho racka | 2.85 Dekovacka,repeated hard value candidate for preset cleanup
108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,TILT,-92.00,3,1,2.55 Groteska boj o zradlo - Velikeho racka | 2.67 Jdou na schody | 2.85 Dekovacka,repeated hard value candidate for preset cleanup
201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,COLORMIXER,0.00,3,1,2.11 J. SOLO - 2:47 | 2.18 Rackove rostazeny nohy 5:05 | 2.76 J+F duet - S hudbou,repeated hard value candidate for preset cleanup
201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,COLORMIXMODE,29.20,3,1,2.11 J. SOLO - 2:47 | 2.18 Rackove rostazeny nohy 5:05 | 2.76 J+F duet - S hudbou,repeated hard value candidate for preset cleanup
201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,COLORRGB1,59.54,3,1,2.7 Jirka ze schodu u soklu - 1:50 | 2.52 dialog | 2.85 Dekovacka,repeated hard value candidate for preset cleanup
201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,COLORRGB2,84.37,3,1,2.7 Jirka ze schodu u soklu - 1:50 | 2.52 dialog | 2.85 Dekovacka,repeated hard value candidate for preset cleanup
201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,COLORRGB3,100.00,3,1,2.7 Jirka ze schodu u soklu - 1:50 | 2.46 Velkej ptak | 2.85 Dekovacka,repeated hard value candidate for preset cleanup
201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,COLORRGB5,0.00,3,1,2.7 Jirka ze schodu u soklu - 1:50 | 2.46 Velkej ptak | 2.85 Dekovacka,repeated hard value candidate for preset cleanup
201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,CTC,0.00,3,1,2.11 J. SOLO - 2:47 | 2.18 Rackove rostazeny nohy 5:05 | 2.76 J+F duet - S hudbou,repeated hard value candidate for preset cleanup
201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,FLOWERCOLORMACROS,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,FLOWEREFFECT,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,LAMPCONTROL,0.00,3,1,2.11 J. SOLO - 2:47 | 2.18 Rackove rostazeny nohy 5:05 | 2.76 J+F duet - S hudbou,repeated hard value candidate for preset cleanup
201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,POSITIONMSPEED,0.00,3,1,2.11 J. SOLO - 2:47 | 2.18 Rackove rostazeny nohy 5:05 | 2.76 J+F duet - S hudbou,repeated hard value candidate for preset cleanup
201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,SHUTTER,DefaultLink,3,1,2.0 Cue Zero | 2.85 Dekovacka | 2.86 lidi,repeated hard value candidate for preset cleanup
201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,SHUTTER,18.90,3,1,2.11 J. SOLO - 2:47 | 2.18 Rackove rostazeny nohy 5:05 | 2.76 J+F duet - S hudbou,repeated hard value candidate for preset cleanup
202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,COLORMIXER,0.00,3,1,2.11 J. SOLO - 2:47 | 2.18 Rackove rostazeny nohy 5:05 | 2.76 J+F duet - S hudbou,repeated hard value candidate for preset cleanup
202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,COLORMIXMODE,29.20,3,1,2.11 J. SOLO - 2:47 | 2.18 Rackove rostazeny nohy 5:05 | 2.76 J+F duet - S hudbou,repeated hard value candidate for preset cleanup
