sequence_number,sequence_name,cue_number,cue_name,fixture_id,fixture_name,fixture_type,fixture_patch,dimmer,position,gobo,color,beam,focus,control,preset_refs,dimmer_value_count,hard_value_count,preset_value_count
11,QJU,36,9:46.888,29,,,,[],[],[],[],[],[],[],[],0,0,0
11,QJU,36,9:46.888,30,,,,[],[],[],[],[],[],[],[],0,0,0
11,QJU,36,9:46.888,31,Robin SVB1 1,7 Robin SVB1 Mode 3 - Pixel,,[],[],[],[],[],[],[],[],0,0,0
11,QJU,36,9:46.888,32,Robin SVB1 2,7 Robin SVB1 Mode 3 - Pixel,,[],[],[],[],[],[],[],[],0,0,0
11,QJU,36,9:46.888,33,Robin SVB1 3,7 Robin SVB1 Mode 3 - Pixel,,[],[],[],[],[],[],[],[],0,0,0
11,QJU,36,9:46.888,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,"[""P0.34 DIM=100.00"", ""P0.34 SHUTTER=18.95""]","[""P0.34 PAN=0.00"", ""P0.34 TILT=60.19"", ""P0.34 POSITIONMSPEED=0.00""]",[],"[""P0.34 COLORMIXER=0.00"", ""P0.34 COLORRGB1=30.77"", ""P0.34 COLORRGB2=50.70"", ""P0.34 COLORRGB3=100.00"", ""P0.34 COLORRGB5=0.00"", ""P0.34 COLORTEMPERATURE=0.00"", ""P0.34 COLORMODE2=17.70""]","[""P0.34 ZOOM=44.50""]",[],"[""P0.34 FIXTUREGLOBALRESET=0.00""]","[""0.34""]",0,0,14
11,QJU,36,9:46.888,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,"[""P0.34 DIM=100.00"", ""P0.34 SHUTTER=18.95""]","[""P0.34 PAN=0.00"", ""P0.34 TILT=60.19"", ""P0.34 POSITIONMSPEED=0.00""]",[],"[""P0.34 COLORMIXER=0.00"", ""P0.34 COLORRGB1=30.77"", ""P0.34 COLORRGB2=50.70"", ""P0.34 COLORRGB3=100.00"", ""P0.34 COLORRGB5=0.00"", ""P0.34 COLORTEMPERATURE=0.00"", ""P0.34 COLORMODE2=17.70""]","[""P0.34 ZOOM=44.50""]",[],"[""P0.34 FIXTUREGLOBALRESET=0.00""]","[""0.34""]",0,0,14
11,QJU,36,9:46.888,43,RLB350M1 3,12 Robin LEDBeam 350 Mode 1,13.045,"[""P0.34 DIM=100.00"", ""P0.34 SHUTTER=18.95""]","[""P0.34 PAN=0.00"", ""P0.34 TILT=60.19"", ""P0.34 POSITIONMSPEED=0.00""]",[],"[""P0.34 COLORMIXER=0.00"", ""P0.34 COLORRGB1=30.77"", ""P0.34 COLORRGB2=50.70"", ""P0.34 COLORRGB3=100.00"", ""P0.34 COLORRGB5=0.00"", ""P0.34 COLORTEMPERATURE=0.00"", ""P0.34 COLORMODE2=17.70""]","[""P0.34 ZOOM=44.50""]",[],"[""P0.34 FIXTUREGLOBALRESET=0.00""]","[""0.34""]",0,0,14
11,QJU,36,9:46.888,44,RLB350M1 4,12 Robin LEDBeam 350 Mode 1,13.067,"[""P0.34 DIM=100.00"", ""P0.34 SHUTTER=18.95""]","[""P0.34 PAN=0.00"", ""P0.34 TILT=60.19"", ""P0.34 POSITIONMSPEED=0.00""]",[],"[""P0.34 COLORMIXER=0.00"", ""P0.34 COLORRGB1=30.77"", ""P0.34 COLORRGB2=50.70"", ""P0.34 COLORRGB3=100.00"", ""P0.34 COLORRGB5=0.00"", ""P0.34 COLORTEMPERATURE=0.00"", ""P0.34 COLORMODE2=17.70""]","[""P0.34 ZOOM=44.50""]",[],"[""P0.34 FIXTUREGLOBALRESET=0.00""]","[""0.34""]",0,0,14
11,QJU,36,9:46.888,45,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,13.089,"[""P0.34 DIM=100.00"", ""P0.34 SHUTTER=18.95""]","[""P0.34 PAN=0.00"", ""P0.34 TILT=60.19"", ""P0.34 POSITIONMSPEED=0.00""]",[],"[""P0.34 COLORMIXER=0.00"", ""P0.34 COLORRGB1=30.77"", ""P0.34 COLORRGB2=50.70"", ""P0.34 COLORRGB3=100.00"", ""P0.34 COLORRGB5=0.00"", ""P0.34 COLORTEMPERATURE=0.00"", ""P0.34 COLORMODE2=17.70""]","[""P0.34 ZOOM=44.50""]",[],"[""P0.34 FIXTUREGLOBALRESET=0.00""]","[""0.34""]",0,0,14
11,QJU,36,9:46.888,46,RLB350M1 6,12 Robin LEDBeam 350 Mode 1,13.111,"[""P0.34 DIM=100.00"", ""P0.34 SHUTTER=18.95""]","[""P0.34 PAN=0.00"", ""P0.34 TILT=60.19"", ""P0.34 POSITIONMSPEED=0.00""]",[],"[""P0.34 COLORMIXER=0.00"", ""P0.34 COLORRGB1=30.77"", ""P0.34 COLORRGB2=50.70"", ""P0.34 COLORRGB3=100.00"", ""P0.34 COLORRGB5=0.00"", ""P0.34 COLORTEMPERATURE=0.00"", ""P0.34 COLORMODE2=17.70""]","[""P0.34 ZOOM=44.50""]",[],"[""P0.34 FIXTUREGLOBALRESET=0.00""]","[""0.34""]",0,0,14
11,QJU,36,9:46.888,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,"[""P0.34 DIM=100.00"", ""P0.34 SHUTTER=18.95""]","[""P0.34 PAN=0.00"", ""P0.34 TILT=61.45"", ""P0.34 POSITIONMSPEED=0.00""]",[],"[""P0.34 COLORMIXER=0.00"", ""P0.34 COLORRGB1=30.77"", ""P0.34 COLORRGB2=50.70"", ""P0.34 COLORRGB3=100.00"", ""P0.34 COLORRGB5=0.00"", ""P0.34 COLORTEMPERATURE=0.00"", ""P0.34 COLORMODE2=17.70""]","[""P0.34 ZOOM=44.50""]",[],"[""P0.34 FIXTUREGLOBALRESET=0.00""]","[""0.34""]",0,0,14
11,QJU,36,9:46.888,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,"[""P0.34 DIM=100.00"", ""P0.34 SHUTTER=18.95""]","[""P0.34 PAN=0.00"", ""P0.34 TILT=61.45"", ""P0.34 POSITIONMSPEED=0.00""]",[],"[""P0.34 COLORMIXER=0.00"", ""P0.34 COLORRGB1=30.77"", ""P0.34 COLORRGB2=50.70"", ""P0.34 COLORRGB3=100.00"", ""P0.34 COLORRGB5=0.00"", ""P0.34 COLORTEMPERATURE=0.00"", ""P0.34 COLORMODE2=17.70""]","[""P0.34 ZOOM=44.50""]",[],"[""P0.34 FIXTUREGLOBALRESET=0.00""]","[""0.34""]",0,0,14
11,QJU,36,9:46.888,49,RLB350M1 9,12 Robin LEDBeam 350 Mode 1,5.045,"[""P0.34 DIM=100.00"", ""P0.34 SHUTTER=18.95""]","[""P0.34 PAN=0.00"", ""P0.34 TILT=61.45"", ""P0.34 POSITIONMSPEED=0.00""]",[],"[""P0.34 COLORMIXER=0.00"", ""P0.34 COLORRGB1=30.77"", ""P0.34 COLORRGB2=50.70"", ""P0.34 COLORRGB3=100.00"", ""P0.34 COLORRGB5=0.00"", ""P0.34 COLORTEMPERATURE=0.00"", ""P0.34 COLORMODE2=17.70""]","[""P0.34 ZOOM=44.50""]",[],"[""P0.34 FIXTUREGLOBALRESET=0.00""]","[""0.34""]",0,0,14
11,QJU,36,9:46.888,50,RLB350M1 10,12 Robin LEDBeam 350 Mode 1,5.067,"[""P0.34 DIM=100.00"", ""P0.34 SHUTTER=18.95""]","[""P0.34 PAN=0.00"", ""P0.34 TILT=63.39"", ""P0.34 POSITIONMSPEED=0.00""]",[],"[""P0.34 COLORMIXER=0.00"", ""P0.34 COLORRGB1=30.77"", ""P0.34 COLORRGB2=50.70"", ""P0.34 COLORRGB3=100.00"", ""P0.34 COLORRGB5=0.00"", ""P0.34 COLORTEMPERATURE=0.00"", ""P0.34 COLORMODE2=17.70""]","[""P0.34 ZOOM=44.50""]",[],"[""P0.34 FIXTUREGLOBALRESET=0.00""]","[""0.34""]",0,0,14
11,QJU,36,9:46.888,51,RLB350M1 11,12 Robin LEDBeam 350 Mode 1,5.089,"[""P0.34 DIM=100.00"", ""P0.34 SHUTTER=18.95""]","[""P0.34 PAN=0.00"", ""P0.34 TILT=66.58"", ""P0.34 POSITIONMSPEED=0.00""]",[],"[""P0.34 COLORMIXER=0.00"", ""P0.34 COLORRGB1=30.77"", ""P0.34 COLORRGB2=50.70"", ""P0.34 COLORRGB3=100.00"", ""P0.34 COLORRGB5=0.00"", ""P0.34 COLORTEMPERATURE=0.00"", ""P0.34 COLORMODE2=17.70""]","[""P0.34 ZOOM=44.50""]",[],"[""P0.34 FIXTUREGLOBALRESET=0.00""]","[""0.34""]",0,0,14
11,QJU,36,9:46.888,52,RLB350M1 12,12 Robin LEDBeam 350 Mode 1,5.111,"[""P0.34 DIM=100.00"", ""P0.34 SHUTTER=18.95""]","[""P0.34 PAN=0.00"", ""P0.34 TILT=61.45"", ""P0.34 POSITIONMSPEED=0.00""]",[],"[""P0.34 COLORMIXER=0.00"", ""P0.34 COLORRGB1=30.77"", ""P0.34 COLORRGB2=50.70"", ""P0.34 COLORRGB3=100.00"", ""P0.34 COLORRGB5=0.00"", ""P0.34 COLORTEMPERATURE=0.00"", ""P0.34 COLORMODE2=17.70""]","[""P0.34 ZOOM=44.50""]",[],"[""P0.34 FIXTUREGLOBALRESET=0.00""]","[""0.34""]",0,0,14
11,QJU,36,9:46.888,61,HotboxW8 1,14 Hotbox RGBW 8 channel,2.217,"[""D DIM=0.00""]",[],[],"[""H COLORRGB1=23.93"", ""H COLORRGB2=30.85"", ""H COLORRGB3=100.00"", ""H COLORRGB5=0.00""]",[],[],[],[],1,4,0
11,QJU,36,9:46.888,62,HotboxW8 2,14 Hotbox RGBW 8 channel,2.225,"[""D DIM=0.00""]",[],[],"[""H COLORRGB1=23.93"", ""H COLORRGB2=30.85"", ""H COLORRGB3=100.00"", ""H COLORRGB5=0.00""]",[],[],[],[],1,4,0
11,QJU,36,9:46.888,63,HotboxW8 3,14 Hotbox RGBW 8 channel,2.233,"[""D DIM=0.00""]",[],[],"[""H COLORRGB1=23.93"", ""H COLORRGB2=30.85"", ""H COLORRGB3=100.00"", ""H COLORRGB5=0.00""]",[],[],[],[],1,4,0
11,QJU,36,9:46.888,64,HotboxW8 4,14 Hotbox RGBW 8 channel,2.241,"[""D DIM=0.00""]",[],[],"[""H COLORRGB1=23.93"", ""H COLORRGB2=30.85"", ""H COLORRGB3=100.00"", ""H COLORRGB5=0.00""]",[],[],[],[],1,4,0
11,QJU,36,9:46.888,65,HotboxW8 5,14 Hotbox RGBW 8 channel,2.249,"[""P0.49 DIM=100.00"", ""P0.49 SHUTTER=0.00""]",[],[],"[""P0.49 COLORMIXER=0.00"", ""P0.49 COLORRGB1=34.19"", ""P0.49 COLORRGB2=36.18"", ""P0.49 COLORRGB3=100.00"", ""P0.49 COLORRGB5=0.00"", ""P0.49 COLORMIXMACRORATE=0.00""]",[],[],[],"[""0.49""]",0,0,8
11,QJU,36,9:46.888,66,HotboxW8 6,14 Hotbox RGBW 8 channel,2.257,"[""P0.49 DIM=34.50"", ""P0.49 SHUTTER=0.00""]",[],[],"[""P0.49 COLORMIXER=0.00"", ""P0.49 COLORRGB1=100.00"", ""P0.49 COLORRGB2=88.93"", ""P0.49 COLORRGB3=61.54"", ""P0.49 COLORRGB5=0.00"", ""P0.49 COLORMIXMACRORATE=0.00""]",[],[],[],"[""0.49""]",0,0,8
11,QJU,36,9:46.888,71,HelM1 1,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.001,"[""P0.49 DIM=53.00""]",[],[],"[""P0.49 COLORRGB1=100.00"", ""P0.49 COLORRGB2=45.86"", ""P0.49 COLORRGB3=3.42""]",[],[],[],"[""0.49""]",0,0,4
11,QJU,36,9:46.888,72,HelM1 2,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.004,"[""P0.49 DIM=53.00""]",[],[],"[""P0.49 COLORRGB1=100.00"", ""P0.49 COLORRGB2=45.86"", ""P0.49 COLORRGB3=0.00""]",[],[],[],"[""0.49""]",0,0,4
11,QJU,36,9:46.888,73,HelM1 3,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.007,"[""P0.49 DIM=53.00""]",[],[],"[""P0.49 COLORRGB1=100.00"", ""P0.49 COLORRGB2=45.86"", ""P0.49 COLORRGB3=3.42""]",[],[],[],"[""0.49""]",0,0,4
11,QJU,36,9:46.888,74,HelM1 4,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.010,"[""P0.49 DIM=53.00""]",[],[],"[""P0.49 COLORRGB1=100.00"", ""P0.49 COLORRGB2=45.86"", ""P0.49 COLORRGB3=3.42""]",[],[],[],"[""0.49""]",0,0,4
11,QJU,36,9:46.888,75,HelM1 5,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.013,"[""P0.49 DIM=53.00""]",[],[],"[""P0.49 COLORRGB1=100.00"", ""P0.49 COLORRGB2=45.86"", ""P0.49 COLORRGB3=3.42""]",[],[],[],"[""0.49""]",0,0,4
11,QJU,36,9:46.888,76,HelM1 6,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.016,"[""P0.49 DIM=53.00""]",[],[],"[""P0.49 COLORRGB1=100.00"", ""P0.49 COLORRGB2=45.86"", ""P0.49 COLORRGB3=3.42""]",[],[],[],"[""0.49""]",0,0,4
11,QJU,36,9:46.888,77,HelM1 7,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.019,"[""P0.49 DIM=53.00""]",[],[],"[""P0.49 COLORRGB1=100.00"", ""P0.49 COLORRGB2=45.86"", ""P0.49 COLORRGB3=3.42""]",[],[],[],"[""0.49""]",0,0,4
11,QJU,36,9:46.888,78,HelM1 8,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.022,"[""P0.49 DIM=53.00""]",[],[],"[""P0.49 COLORRGB1=100.00"", ""P0.49 COLORRGB2=45.86"", ""P0.49 COLORRGB3=3.42""]",[],[],[],"[""0.49""]",0,0,4
11,QJU,36,9:46.888,111,,,,"[""D DIM=0.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=0.00""]","[""P0.26 PAN=-92.07"", ""P0.26 TILT=49.85""]",[],"[""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00""]",[],[],[],"[""0.26""]",17,0,96
11,QJU,36,9:46.888,112,,,,"[""D DIM=0.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""D DIM=50.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=100.00"", ""P0.26 DIM=0.00""]","[""P0.26 PAN=-77.22"", ""P0.26 TILT=50.80""]",[],"[""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB1=0.00"", ""P0.26 COLORRGB2=0.00"", ""P0.26 COLORRGB3=0.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00"", ""P0.26 COLORRGB5=100.00""]",[],[],[],"[""0.26""]",17,0,96
11,QJU,36,9:46.888,667,voko,17 Arcsource 12 RGB 00,9.430,"[""D DIM=0.00""]",[],[],[],[],[],[],[],1,0,0
11,QJU,36.5,koule pryc,1,Spiider 1,3 Robin Spiider Mode 3,2.001,"[""D DIM=20.00"", ""D DIM2=17.50"", ""P0.45 DIM=100.00"", ""P0.45 DIM2=100.00"", ""P0.45 SHUTTER=18.95"", ""P0.45 SHUTTER2=18.95""]","[""P0.45 PAN=33.75"", ""P0.45 TILT=24.15"", ""P0.45 POSITIONMSPEED=0.00""]",[],"[""P0.45 COLORMIXER=0.00"", ""P0.45 COLORRGB1=35.61"", ""P0.45 COLORRGB2=48.29"", ""P0.45 COLORRGB3=100.00"", ""P0.45 COLORRGB5=0.00"", ""P0.45 COLORTEMPERATURE=0.00"", ""P0.45 COLORRGB31=0.00"", ""P0.45 COLORRGB32=0.00"", ""P0.45 COLORRGB33=0.00"", ""P0.45 COLORRGB35=0.00""]","[""P0.45 ZOOM=78.50""]",[],"[""P0.45 FIXTUREGLOBALRESET=0.00"", ""P0.45 MODE3=17.69"", ""P0.45 EFFECTMACROS=0.00"", ""P0.45 EFFECTMACRORATE=0.00"", ""P0.45 EFFECTMACROTIME=0.00"", ""P0.45 MACROS=0.00"", ""P0.45 EFFECTMACROS2=0.00""]","[""0.45""]",2,0,25
11,QJU,36.5,koule pryc,2,Spiider 2,3 Robin Spiider Mode 3,2.034,"[""D DIM=20.00"", ""D DIM2=17.50"", ""P0.45 DIM=100.00"", ""P0.45 DIM2=100.00"", ""P0.45 SHUTTER=18.95"", ""P0.45 SHUTTER2=18.95""]","[""P0.45 PAN=0.00"", ""P0.45 TILT=24.15"", ""P0.45 POSITIONMSPEED=0.00""]",[],"[""P0.45 COLORMIXER=0.00"", ""P0.45 COLORRGB1=35.61"", ""P0.45 COLORRGB2=48.29"", ""P0.45 COLORRGB3=100.00"", ""P0.45 COLORRGB5=0.00"", ""P0.45 COLORTEMPERATURE=0.00"", ""P0.45 COLORRGB31=0.00"", ""P0.45 COLORRGB32=0.00"", ""P0.45 COLORRGB33=0.00"", ""P0.45 COLORRGB35=0.00""]","[""P0.45 ZOOM=88.00""]",[],"[""P0.45 FIXTUREGLOBALRESET=0.00"", ""P0.45 MODE3=17.69"", ""P0.45 EFFECTMACROS=0.00"", ""P0.45 EFFECTMACRORATE=0.00"", ""P0.45 EFFECTMACROTIME=0.00"", ""P0.45 MACROS=0.00"", ""P0.45 EFFECTMACROS2=0.00""]","[""0.45""]",2,0,25
11,QJU,36.5,koule pryc,3,Spiider 3,3 Robin Spiider Mode 3,2.067,"[""D DIM=20.00"", ""D DIM2=17.50"", ""P0.45 DIM=100.00"", ""P0.45 DIM2=100.00"", ""P0.45 SHUTTER=18.95"", ""P0.45 SHUTTER2=18.95""]","[""P0.45 PAN=0.00"", ""P0.45 TILT=24.15"", ""P0.45 POSITIONMSPEED=0.00""]",[],"[""P0.45 COLORMIXER=0.00"", ""P0.45 COLORRGB1=35.61"", ""P0.45 COLORRGB2=48.29"", ""P0.45 COLORRGB3=100.00"", ""P0.45 COLORRGB5=0.00"", ""P0.45 COLORTEMPERATURE=0.00"", ""P0.45 COLORRGB31=0.00"", ""P0.45 COLORRGB32=0.00"", ""P0.45 COLORRGB33=0.00"", ""P0.45 COLORRGB35=0.00""]","[""P0.45 ZOOM=88.00""]",[],"[""P0.45 FIXTUREGLOBALRESET=0.00"", ""P0.45 MODE3=17.69"", ""P0.45 EFFECTMACROS=0.00"", ""P0.45 EFFECTMACRORATE=0.00"", ""P0.45 EFFECTMACROTIME=0.00"", ""P0.45 MACROS=0.00"", ""P0.45 EFFECTMACROS2=0.00""]","[""0.45""]",2,0,25
11,QJU,36.5,koule pryc,4,Spiider 4,3 Robin Spiider Mode 3,2.100,"[""D DIM=20.00"", ""D DIM2=17.50"", ""P0.45 DIM=100.00"", ""P0.45 DIM2=100.00"", ""P0.45 SHUTTER=18.95"", ""P0.45 SHUTTER2=18.95""]","[""P0.45 PAN=-27.00"", ""P0.45 TILT=29.44"", ""P0.45 POSITIONMSPEED=0.00""]",[],"[""P0.45 COLORMIXER=0.00"", ""P0.45 COLORRGB1=35.61"", ""P0.45 COLORRGB2=48.29"", ""P0.45 COLORRGB3=100.00"", ""P0.45 COLORRGB5=0.00"", ""P0.45 COLORTEMPERATURE=0.00"", ""P0.45 COLORRGB31=0.00"", ""P0.45 COLORRGB32=0.00"", ""P0.45 COLORRGB33=0.00"", ""P0.45 COLORRGB35=0.00""]","[""P0.45 ZOOM=78.50""]",[],"[""P0.45 FIXTUREGLOBALRESET=0.00"", ""P0.45 MODE3=17.69"", ""P0.45 EFFECTMACROS=0.00"", ""P0.45 EFFECTMACRORATE=0.00"", ""P0.45 EFFECTMACROTIME=0.00"", ""P0.45 MACROS=0.00"", ""P0.45 EFFECTMACROS2=0.00""]","[""0.45""]",2,0,25
