sequence_number,cue_number,cue_name,fixture_id,fixture_name,fixture_type,fixture_patch,control_mode,hard_attribute_count,hard_attributes,dimmer_attribute_count,dimmer_attributes,preset_ref_count,preset_refs,preset_types
11,42,Flash,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,44,Flash,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,44,Flash,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,44,Flash,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,44,Flash,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,46,Flash,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,46,Flash,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,46,Flash,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,46,Flash,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,48,Flash,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,48,Flash,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,48,Flash,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,48,Flash,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,50,Flash,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,50,Flash,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,50,Flash,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,50,Flash,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,52,Flash,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,52,Flash,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,52,Flash,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,52,Flash,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,54,Flash,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,54,Flash,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,54,Flash,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,54,Flash,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,56,Flash,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,56,Flash,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,56,Flash,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,56,Flash,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,58,Flash,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,58,Flash,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,58,Flash,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,58,Flash,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,60,Flash,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,60,Flash,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,60,Flash,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,60,Flash,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,62,Flash,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,62,Flash,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,62,Flash,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,62,Flash,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,65,final flash,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],0,[],[]
11,65,final flash,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],0,[],[]
11,65,final flash,43,RLB350M1 3,12 Robin LEDBeam 350 Mode 1,13.045,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],0,[],[]
11,65,final flash,44,RLB350M1 4,12 Robin LEDBeam 350 Mode 1,13.067,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],0,[],[]
11,65,final flash,45,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,13.089,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],0,[],[]
11,65,final flash,46,RLB350M1 6,12 Robin LEDBeam 350 Mode 1,13.111,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],0,[],[]
11,65,final flash,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],0,[],[]
11,65,final flash,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],0,[],[]
11,65,final flash,49,RLB350M1 9,12 Robin LEDBeam 350 Mode 1,5.045,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],0,[],[]
11,65,final flash,50,RLB350M1 10,12 Robin LEDBeam 350 Mode 1,5.067,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],0,[],[]
11,65,final flash,51,RLB350M1 11,12 Robin LEDBeam 350 Mode 1,5.089,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],0,[],[]
11,65,final flash,52,RLB350M1 12,12 Robin LEDBeam 350 Mode 1,5.111,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",0,[],0,[],[]
11,75,Projede Lavka az na konci,1,Spiider 1,3 Robin Spiider Mode 3,2.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",2,"[""DIM"", ""DIM2""]",0,[],[]
11,75,Projede Lavka az na konci,2,Spiider 2,3 Robin Spiider Mode 3,2.034,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",2,"[""DIM"", ""DIM2""]",0,[],[]
11,75,Projede Lavka az na konci,3,Spiider 3,3 Robin Spiider Mode 3,2.067,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",2,"[""DIM"", ""DIM2""]",0,[],[]
11,75,Projede Lavka az na konci,4,Spiider 4,3 Robin Spiider Mode 3,2.100,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",2,"[""DIM"", ""DIM2""]",0,[],[]
11,75,Projede Lavka az na konci,5,Spiider 5,3 Robin Spiider Mode 3,4.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",2,"[""DIM"", ""DIM2""]",0,[],[]
11,75,Projede Lavka az na konci,6,Spiider 6,3 Robin Spiider Mode 3,4.034,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",2,"[""DIM"", ""DIM2""]",0,[],[]
11,75,Projede Lavka az na konci,7,Spiider 7,3 Robin Spiider Mode 3,4.067,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",2,"[""DIM"", ""DIM2""]",0,[],[]
11,75,Projede Lavka az na konci,8,Spiider 8,3 Robin Spiider Mode 3,4.100,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",2,"[""DIM"", ""DIM2""]",0,[],[]
11,89,koks KOUR GARAZ,27,,,,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,89,koks KOUR GARAZ,28,,,,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,97,follow,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,97,follow,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,97,follow,43,RLB350M1 3,12 Robin LEDBeam 350 Mode 1,13.045,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,97,follow,44,RLB350M1 4,12 Robin LEDBeam 350 Mode 1,13.067,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,97,follow,45,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,13.089,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,97,follow,46,RLB350M1 6,12 Robin LEDBeam 350 Mode 1,13.111,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,97,follow,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,97,follow,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,97,follow,49,RLB350M1 9,12 Robin LEDBeam 350 Mode 1,5.045,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,97,follow,50,RLB350M1 10,12 Robin LEDBeam 350 Mode 1,5.067,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,97,follow,51,RLB350M1 11,12 Robin LEDBeam 350 Mode 1,5.089,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,97,follow,52,RLB350M1 12,12 Robin LEDBeam 350 Mode 1,5.111,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
24,1,Cue 1,61,HotboxW8 1,14 Hotbox RGBW 8 channel,2.217,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
24,1,Cue 1,62,HotboxW8 2,14 Hotbox RGBW 8 channel,2.225,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
24,1,Cue 1,63,HotboxW8 3,14 Hotbox RGBW 8 channel,2.233,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
24,1,Cue 1,64,HotboxW8 4,14 Hotbox RGBW 8 channel,2.241,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
24,1,Cue 1,65,HotboxW8 5,14 Hotbox RGBW 8 channel,2.249,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
24,1,Cue 1,66,HotboxW8 6,14 Hotbox RGBW 8 channel,2.257,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
29,1,Cue 1,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",2,"[""DIM"", ""SHUTTER""]",0,[],[]
29,1,Cue 1,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",2,"[""DIM"", ""SHUTTER""]",0,[],[]
29,1,Cue 1,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",2,"[""DIM"", ""SHUTTER""]",0,[],[]
29,1,Cue 1,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",2,"[""DIM"", ""SHUTTER""]",0,[],[]
34,1,Cue 1,67,HotboxW8 1,14 Hotbox RGBW 8 channel,1.401,hard_only,4,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]",1,"[""DIM""]",0,[],[]
11,1,lidi,13,Esprite 3,11 Robin Esprite Mode 2,3.001,hard_only,3,"[""PAN"", ""TILT"", ""ZOOM""]",0,[],0,[],[]
11,36,9:46.888,13,Esprite 3,11 Robin Esprite Mode 2,3.001,hard_only,3,"[""PAN"", ""TILT"", ""ZOOM""]",0,[],0,[],[]
11,36.5,koule pryc,13,Esprite 3,11 Robin Esprite Mode 2,3.001,hard_only,3,"[""PAN"", ""TILT"", ""ZOOM""]",0,[],0,[],[]
32,1,Cue 1,71,HelM1 1,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.001,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],0,[],[]
32,1,Cue 1,72,HelM1 2,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.004,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],0,[],[]
32,1,Cue 1,73,HelM1 3,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.007,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],0,[],[]
32,1,Cue 1,74,HelM1 4,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.010,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],0,[],[]
32,1,Cue 1,75,HelM1 5,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.013,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],0,[],[]
32,1,Cue 1,76,HelM1 6,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.016,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],0,[],[]
32,1,Cue 1,77,HelM1 7,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.019,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],0,[],[]
32,1,Cue 1,78,HelM1 8,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,14.022,hard_only,3,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3""]",0,[],0,[],[]
12,1,Cue 1,16,Esprite 6,11 Robin Esprite Mode 2,3.127,hard_only,1,"[""INTENSITYMACROS""]",1,"[""DIM""]",0,[],[]
11,1,lidi,7,Spiider 7,3 Robin Spiider Mode 3,4.067,preset_only,0,[],0,[],2,"[""0.52"", ""0.54""]","[""0""]"
11,112,DIKY,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,preset_only,0,[],1,"[""DIM""]",2,"[""0.34"", ""0.52""]","[""0""]"
11,112,DIKY,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,preset_only,0,[],1,"[""DIM""]",2,"[""0.34"", ""0.52""]","[""0""]"
11,112,DIKY,43,RLB350M1 3,12 Robin LEDBeam 350 Mode 1,13.045,preset_only,0,[],1,"[""DIM""]",2,"[""0.34"", ""0.52""]","[""0""]"
11,112,DIKY,44,RLB350M1 4,12 Robin LEDBeam 350 Mode 1,13.067,preset_only,0,[],1,"[""DIM""]",2,"[""0.34"", ""0.52""]","[""0""]"
11,112,DIKY,45,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,13.089,preset_only,0,[],1,"[""DIM""]",2,"[""0.34"", ""0.52""]","[""0""]"
11,112,DIKY,46,RLB350M1 6,12 Robin LEDBeam 350 Mode 1,13.111,preset_only,0,[],1,"[""DIM""]",2,"[""0.34"", ""0.52""]","[""0""]"
11,112,DIKY,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,preset_only,0,[],1,"[""DIM""]",2,"[""0.34"", ""0.52""]","[""0""]"
11,112,DIKY,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,preset_only,0,[],1,"[""DIM""]",2,"[""0.34"", ""0.52""]","[""0""]"
11,112,DIKY,49,RLB350M1 9,12 Robin LEDBeam 350 Mode 1,5.045,preset_only,0,[],1,"[""DIM""]",2,"[""0.34"", ""0.52""]","[""0""]"
11,112,DIKY,50,RLB350M1 10,12 Robin LEDBeam 350 Mode 1,5.067,preset_only,0,[],1,"[""DIM""]",2,"[""0.34"", ""0.52""]","[""0""]"
11,112,DIKY,51,RLB350M1 11,12 Robin LEDBeam 350 Mode 1,5.089,preset_only,0,[],1,"[""DIM""]",2,"[""0.34"", ""0.52""]","[""0""]"
11,112,DIKY,52,RLB350M1 12,12 Robin LEDBeam 350 Mode 1,5.111,preset_only,0,[],1,"[""DIM""]",2,"[""0.34"", ""0.52""]","[""0""]"
11,113,lidi,7,Spiider 7,3 Robin Spiider Mode 3,4.067,preset_only,0,[],0,[],2,"[""0.52"", ""0.54""]","[""0""]"
11,1,lidi,1,Spiider 1,3 Robin Spiider Mode 3,2.001,preset_only,0,[],0,[],1,"[""0.52""]","[""0""]"
11,1,lidi,2,Spiider 2,3 Robin Spiider Mode 3,2.034,preset_only,0,[],2,"[""DIM"", ""DIM2""]",1,"[""0.54""]","[""0""]"
11,1,lidi,3,Spiider 3,3 Robin Spiider Mode 3,2.067,preset_only,0,[],2,"[""DIM"", ""DIM2""]",1,"[""0.54""]","[""0""]"
11,1,lidi,4,Spiider 4,3 Robin Spiider Mode 3,2.100,preset_only,0,[],2,"[""DIM"", ""DIM2""]",1,"[""0.54""]","[""0""]"
11,1,lidi,5,Spiider 5,3 Robin Spiider Mode 3,4.001,preset_only,0,[],0,[],1,"[""0.52""]","[""0""]"
11,1,lidi,6,Spiider 6,3 Robin Spiider Mode 3,4.034,preset_only,0,[],2,"[""DIM"", ""DIM2""]",1,"[""0.54""]","[""0""]"
11,1,lidi,8,Spiider 8,3 Robin Spiider Mode 3,4.100,preset_only,0,[],2,"[""DIM"", ""DIM2""]",1,"[""0.54""]","[""0""]"
11,1,lidi,11,Esprite 1,11 Robin Esprite Mode 2,2.133,preset_only,0,[],1,"[""DIM""]",1,"[""0.86""]","[""0""]"
11,1,lidi,12,Esprite 2,11 Robin Esprite Mode 2,2.175,preset_only,0,[],1,"[""DIM""]",1,"[""0.86""]","[""0""]"
11,1,lidi,16,Esprite 6,11 Robin Esprite Mode 2,3.127,preset_only,0,[],1,"[""DIM""]",1,"[""0.86""]","[""0""]"
11,1,lidi,17,Esprite 7,11 Robin Esprite Mode 2,4.133,preset_only,0,[],1,"[""DIM""]",1,"[""0.86""]","[""0""]"
11,1,lidi,18,Esprite 8,11 Robin Esprite Mode 2,4.175,preset_only,0,[],1,"[""DIM""]",1,"[""0.51""]","[""0""]"
11,1,lidi,41,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,13.001,preset_only,0,[],0,[],1,"[""0.52""]","[""0""]"
11,1,lidi,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,preset_only,0,[],0,[],1,"[""0.52""]","[""0""]"
11,1,lidi,43,RLB350M1 3,12 Robin LEDBeam 350 Mode 1,13.045,preset_only,0,[],0,[],1,"[""0.52""]","[""0""]"
11,1,lidi,44,RLB350M1 4,12 Robin LEDBeam 350 Mode 1,13.067,preset_only,0,[],0,[],1,"[""0.52""]","[""0""]"
11,1,lidi,45,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,13.089,preset_only,0,[],0,[],1,"[""0.52""]","[""0""]"
11,1,lidi,46,RLB350M1 6,12 Robin LEDBeam 350 Mode 1,13.111,preset_only,0,[],0,[],1,"[""0.52""]","[""0""]"
11,1,lidi,47,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,5.001,preset_only,0,[],0,[],1,"[""0.52""]","[""0""]"
11,1,lidi,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,preset_only,0,[],0,[],1,"[""0.52""]","[""0""]"
11,1,lidi,49,RLB350M1 9,12 Robin LEDBeam 350 Mode 1,5.045,preset_only,0,[],0,[],1,"[""0.52""]","[""0""]"
11,1,lidi,50,RLB350M1 10,12 Robin LEDBeam 350 Mode 1,5.067,preset_only,0,[],0,[],1,"[""0.52""]","[""0""]"
11,1,lidi,51,RLB350M1 11,12 Robin LEDBeam 350 Mode 1,5.089,preset_only,0,[],0,[],1,"[""0.52""]","[""0""]"
