id,sequence_number,cue_number,name,fade,delay,trigger,trigger_time,down_delay,command,part,fixture_ids,channel_ids,patch_target_keys,fixture_details,references,source_file,is_main_cue_list
cue:11:66:Studio_54_main_sequences.xml:71,11,66,konec,2,,Time,0.3,,,,1 2 3 4 5 6 7 8 111 9 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 28 29 30 31 32 112 41 42 43 44 45 46 47 48 49 50 51 52,2 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8 | fixture:111 | subfixture:111:3 | subfixture:111:4 | subfixture:111:5 | subfixture:111:6 | subfixture:111:7 | subfixture:111:8 | subfixture:111:9 | subfixture:111:10 | subfixture:111:11 | subfixture:111:12 | subfixture:111:13 | subfixture:111:14 | subfixture:111:15 | subfixture:111:16 | subfixture:111:17 | subfixture:111:18 | subfixture:111:20 | subfixture:111:21 | subfixture:111:22 | subfixture:111:23 | subfixture:111:24 | subfixture:111:25 | subfixture:111:26 | subfixture:111:27 | subfixture:111:28 | subfixture:111:29 | subfixture:111:30 | subfixture:111:31 | subfixture:111:32 | fixture:112 | subfixture:112:3 | subfixture:112:4 | subfixture:112:5 | subfixture:112:6 | subfixture:112:7 | subfixture:112:8 | subfixture:112:9 | subfixture:112:10 | subfixture:112:11 | subfixture:112:12 | subfixture:112:13 | subfixture:112:14 | subfixture:112:15 | subfixture:112:16 | subfixture:112:17 | subfixture:112:18 | subfixture:112:20 | subfixture:112:21 | subfixture:112:22 | subfixture:112:23 | subfixture:112:24 | subfixture:112:25 | subfixture:112:26 | subfixture:112:27 | subfixture:112:28 | subfixture:112:29 | subfixture:112:30 | subfixture:112:31 | subfixture:112:32 | fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52 | channel:2 | channel:3 | channel:4 | channel:5 | channel:6 | channel:7 | channel:8 | channel:9 | channel:11 | channel:12 | channel:13 | channel:14 | channel:15 | channel:16 | channel:17 | channel:18,1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001 || 2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034 || 3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067 || 4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100 || 5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001 || 6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034 || 7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067 || 8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100 || 111 | Fixture 111 || 9 || 10 || 11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133 || 12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175 || 13 | Esprite 3 | 11 Robin Esprite Mode 2 | 3.001 || 14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043 || 15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085 || 16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127 || 17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133 || 18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175 || 20 || 21 | Fixture 21 || 22 | Fixture 22 || 23 | Fixture 23 || 24 | Fixture 24 || 25 | Fixture 25 || 26 | Fixture 26 || 27 | Fixture 27 || 28 | Fixture 28 || 29 || 30 || 31 | Robin SVB1 1 | 7 Robin SVB1 Mode 3 - Pixel || 32 | Robin SVB1 2 | 7 Robin SVB1 Mode 3 - Pixel || 112 | Fixture 112 || 41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111,preset:0.26,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-101932-9ab0f7fe\uploads\Studio_54_main_sequences.xml,True
cue:11:67:Studio_54_main_sequences.xml:72,11,67,Stych Miki  od Garaze Jede lavka,4,,Go,,,,,4 8 15 7 9 16 17 18,7 8 9 16 17 18,fixture:4 | fixture:8 | fixture:15 | channel:7 | channel:8 | channel:9 | channel:16 | channel:17 | channel:18,4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100 || 8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100 || 15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085 || 7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067 || 9 || 16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127 || 17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133 || 18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-101932-9ab0f7fe\uploads\Studio_54_main_sequences.xml,True
cue:11:68:Studio_54_main_sequences.xml:73,11,68,Ondra klavir satna,35,,Go,,,,,1 2 3 5 6 7 11 13 41 42 43 44 45 46 47 48 49 50 51 52 65 66 4 12 14 15 32,2 3 4 5 6 11 12 13 14 15 32,fixture:1 | fixture:2 | fixture:3 | fixture:5 | fixture:6 | fixture:7 | fixture:11 | fixture:13 | fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52 | fixture:65 | fixture:66 | channel:2 | channel:3 | channel:4 | channel:5 | channel:6 | channel:11 | channel:12 | channel:13 | channel:14 | channel:15 | channel:32,1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001 || 2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034 || 3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067 || 5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001 || 6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034 || 7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067 || 11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133 || 13 | Esprite 3 | 11 Robin Esprite Mode 2 | 3.001 || 41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111 || 65 | HotboxW8 5 | 14 Hotbox RGBW 8 channel | 2.249 || 66 | HotboxW8 6 | 14 Hotbox RGBW 8 channel | 2.257 || 4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100 || 12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175 || 14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043 || 15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085 || 32 | Robin SVB1 2 | 7 Robin SVB1 Mode 3 - Pixel,preset:0.36 | preset:0.72,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-101932-9ab0f7fe\uploads\Studio_54_main_sequences.xml,True
cue:11:69:Studio_54_main_sequences.xml:74,11,69,odjizdi stendr BACHA STYCH,5,,Go,,,,,5 14,5 14,channel:5 | channel:14,5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001 || 14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-101932-9ab0f7fe\uploads\Studio_54_main_sequences.xml,True
cue:11:70:Studio_54_main_sequences.xml:75,11,70,Strip na miste STYCH MIKI ZAPALOVAC,4,,Go,,,,,14,,fixture:14,14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043,preset:0.70,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-101932-9ab0f7fe\uploads\Studio_54_main_sequences.xml,True
cue:11:71:Studio_54_main_sequences.xml:76,11,71,miki ji pripali,10,,Go,,,,,13 14 41 42 43 44 45 46 47 48 49 50 51 52,,fixture:13 | fixture:14 | fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52,13 | Esprite 3 | 11 Robin Esprite Mode 2 | 3.001 || 14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043 || 41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-101932-9ab0f7fe\uploads\Studio_54_main_sequences.xml,True
cue:11:72:Studio_54_main_sequences.xml:77,11,72,STYCH Dotancuji steluje mu motylka,5,,Go,,,,,14 41 42 43 44 45 46 47 48 49 50 51 52 31 33,31 33,fixture:14 | fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52 | channel:31 | channel:33,14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043 || 41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111 || 31 | Robin SVB1 1 | 7 Robin SVB1 Mode 3 - Pixel || 33 | Robin SVB1 3 | 7 Robin SVB1 Mode 3 - Pixel,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-101932-9ab0f7fe\uploads\Studio_54_main_sequences.xml,True
cue:11:75:Studio_54_main_sequences.xml:78,11,75,Projede Lavka az na konci,8,,Go,,,,,1 2 3 4 5 6 7 8 41 42 43 44 45 46 47 48 49 50 51 52 667 31 33,31 33,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8 | fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52 | fixture:667 | channel:31 | channel:33,1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001 || 2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034 || 3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067 || 4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100 || 5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001 || 6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034 || 7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067 || 8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100 || 41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111 || 667 | voko | 17 Arcsource 12 RGB 00 | 9.430 || 31 | Robin SVB1 1 | 7 Robin SVB1 Mode 3 - Pixel || 33 | Robin SVB1 3 | 7 Robin SVB1 Mode 3 - Pixel,preset:0.34,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-101932-9ab0f7fe\uploads\Studio_54_main_sequences.xml,True
cue:11:76:Studio_54_main_sequences.xml:79,11,76,ondra hodi koukain novy track MIDI,,,Timecode,7200.233,,,,1 2 3 4 5 6 7 8 11 666 32,32,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8 | fixture:11 | fixture:666 | channel:32,1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001 || 2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034 || 3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067 || 4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100 || 5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001 || 6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034 || 7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067 || 8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100 || 11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133 || 666 | Robin T1 Profile FS 1 | 13 Robin T1 Profile FS Mode 3 - RGBAL | 10.001 || 32 | Robin SVB1 2 | 7 Robin SVB1 Mode 3 - Pixel,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-101932-9ab0f7fe\uploads\Studio_54_main_sequences.xml,True
cue:11:77:Studio_54_main_sequences.xml:80,11,77,kokain pro mikiho,4,,Timecode,7260.146,,,,14 31 33,31 33,fixture:14 | channel:31 | channel:33,14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043 || 31 | Robin SVB1 1 | 7 Robin SVB1 Mode 3 - Pixel || 33 | Robin SVB1 3 | 7 Robin SVB1 Mode 3 - Pixel,preset:0.96,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-101932-9ab0f7fe\uploads\Studio_54_main_sequences.xml,True
cue:11:78:Studio_54_main_sequences.xml:81,11,78,Miki odchazi od misky s koksem,3,,Go,,,,,14,,fixture:14,14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-101932-9ab0f7fe\uploads\Studio_54_main_sequences.xml,True
cue:11:79:Studio_54_main_sequences.xml:82,11,79,chuze STYCH od garaze velky,,,Timecode,7277.3,,,,1 2 3 4 5 6 7 8,,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8,1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001 || 2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034 || 3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067 || 4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100 || 5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001 || 6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034 || 7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067 || 8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-101932-9ab0f7fe\uploads\Studio_54_main_sequences.xml,True
cue:11:80:Studio_54_main_sequences.xml:83,11,80,Alex gr STYCH od klaviru patrik osuka alexe,,,Timecode,7362.897,,,,1 2 3 4 5 6 7 8 15,,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8 | fixture:15,1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001 || 2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034 || 3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067 || 4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100 || 5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001 || 6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034 || 7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067 || 8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100 || 15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085,preset:0.97,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-101932-9ab0f7fe\uploads\Studio_54_main_sequences.xml,True
cue:11:80.1:Studio_54_main_sequences.xml:84,11,80.1,STYCH ALEX DOKUD NEVOJEDE PATRIKA A POTOM PATRIKA,2,,Time,3,,,,15,,fixture:15,15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-101932-9ab0f7fe\uploads\Studio_54_main_sequences.xml,True
cue:11:80.5:Studio_54_main_sequences.xml:85,11,80.5,koule dolu,,,Timecode,7438,,,,67 21,21,fixture:67 | channel:21,67 | HotboxW8 1 | 14 Hotbox RGBW 8 channel | 1.401 || 21 | Fixture 21,preset:0.90,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-101932-9ab0f7fe\uploads\Studio_54_main_sequences.xml,True
cue:11:80.6:Studio_54_main_sequences.xml:86,11,80.6,signal,,,Time,2,,,,67,,fixture:67,67 | HotboxW8 1 | 14 Hotbox RGBW 8 channel | 1.401,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-101932-9ab0f7fe\uploads\Studio_54_main_sequences.xml,True
cue:11:81:Studio_54_main_sequences.xml:87,11,81,disko gula dolu,,,Timecode,7453.024,,,,1 2 3 4 5 6 7 8 11 12 17 18 41 42 43 44 45 46 47 48 49 50 51 52 21,21,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8 | fixture:11 | fixture:12 | fixture:17 | fixture:18 | fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52 | channel:21,1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001 || 2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034 || 3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067 || 4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100 || 5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001 || 6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034 || 7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067 || 8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100 || 11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133 || 12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175 || 17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133 || 18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175 || 41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111 || 21 | Fixture 21,preset:0.31,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-101932-9ab0f7fe\uploads\Studio_54_main_sequences.xml,True
cue:11:82:Studio_54_main_sequences.xml:88,11,82,buzno tanec,30,,Timecode,7522,,,,1 2 3 4 5 6 7 8 14 41 42 43 44 45 46 47 48 49 50 51 52,,fixture:1 | fixture:2 | fixture:3 | fixture:4 | fixture:5 | fixture:6 | fixture:7 | fixture:8 | fixture:14 | fixture:41 | fixture:42 | fixture:43 | fixture:44 | fixture:45 | fixture:46 | fixture:47 | fixture:48 | fixture:49 | fixture:50 | fixture:51 | fixture:52,1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001 || 2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034 || 3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067 || 4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100 || 5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001 || 6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034 || 7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067 || 8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100 || 14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043 || 41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001 || 42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023 || 43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045 || 44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067 || 45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089 || 46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111 || 47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001 || 48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023 || 49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045 || 50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067 || 51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089 || 52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111,preset:0.74,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-101932-9ab0f7fe\uploads\Studio_54_main_sequences.xml,True
cue:11:83:Studio_54_main_sequences.xml:89,11,83,buzno duet 2,10,,Timecode,7565,,,,1 4 5 8 11 12 17 18 21,21,fixture:1 | fixture:4 | fixture:5 | fixture:8 | fixture:11 | fixture:12 | fixture:17 | fixture:18 | channel:21,1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001 || 4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100 || 5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001 || 8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100 || 11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133 || 12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175 || 17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133 || 18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175 || 21 | Fixture 21,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-101932-9ab0f7fe\uploads\Studio_54_main_sequences.xml,True
