fixture_id,channel_id,subfixture_id,ma_fixture_id,ma_channel_id,patch_target_type,patch_target_id,patch_target_key,source_object_type,source_object_id,name,label,display_name,fixture_type,mode,patch,universe,address,raw_address,footprint,react_to_grandmaster,color,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,scale_x,scale_y,scale_z,source_files,flags
41,,,41,,fixture,41,fixture:41,fixture,41,RLB350M1 1,RLB350M1 1,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,12,13.001,13,1,6145,14,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
42,,,42,,fixture,42,fixture:42,fixture,42,RLB350M1 2,RLB350M1 2,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,12,13.023,13,23,6167,14,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
43,,,43,,fixture,43,fixture:43,fixture,43,RLB350M1 3,RLB350M1 3,RLB350M1 3,12 Robin LEDBeam 350 Mode 1,12,13.045,13,45,6189,14,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
44,,,44,,fixture,44,fixture:44,fixture,44,RLB350M1 4,RLB350M1 4,RLB350M1 4,12 Robin LEDBeam 350 Mode 1,12,13.067,13,67,6211,14,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
45,,,45,,fixture,45,fixture:45,fixture,45,RLB350M1 5,RLB350M1 5,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,12,13.089,13,89,6233,14,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
46,,,46,,fixture,46,fixture:46,fixture,46,RLB350M1 6,RLB350M1 6,RLB350M1 6,12 Robin LEDBeam 350 Mode 1,12,13.111,13,111,6255,14,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
47,,,47,,fixture,47,fixture:47,fixture,47,RLB350M1 7,RLB350M1 7,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,12,5.001,5,1,2049,14,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
48,,,48,,fixture,48,fixture:48,fixture,48,RLB350M1 8,RLB350M1 8,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,12,5.023,5,23,2071,14,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
49,,,49,,fixture,49,fixture:49,fixture,49,RLB350M1 9,RLB350M1 9,RLB350M1 9,12 Robin LEDBeam 350 Mode 1,12,5.045,5,45,2093,14,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
50,,,50,,fixture,50,fixture:50,fixture,50,RLB350M1 10,RLB350M1 10,RLB350M1 10,12 Robin LEDBeam 350 Mode 1,12,5.067,5,67,2115,14,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
51,,,51,,fixture,51,fixture:51,fixture,51,RLB350M1 11,RLB350M1 11,RLB350M1 11,12 Robin LEDBeam 350 Mode 1,12,5.089,5,89,2137,14,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
52,,,52,,fixture,52,fixture:52,fixture,52,RLB350M1 12,RLB350M1 12,RLB350M1 12,12 Robin LEDBeam 350 Mode 1,12,5.111,5,111,2159,14,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
61,,,61,,fixture,61,fixture:61,fixture,61,HotboxW8 1,HotboxW8 1,HotboxW8 1,14 Hotbox RGBW 8 channel,14,2.217,2,217,729,8,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
62,,,62,,fixture,62,fixture:62,fixture,62,HotboxW8 2,HotboxW8 2,HotboxW8 2,14 Hotbox RGBW 8 channel,14,2.225,2,225,737,8,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
63,,,63,,fixture,63,fixture:63,fixture,63,HotboxW8 3,HotboxW8 3,HotboxW8 3,14 Hotbox RGBW 8 channel,14,2.233,2,233,745,8,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
64,,,64,,fixture,64,fixture:64,fixture,64,HotboxW8 4,HotboxW8 4,HotboxW8 4,14 Hotbox RGBW 8 channel,14,2.241,2,241,753,8,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
65,,,65,,fixture,65,fixture:65,fixture,65,HotboxW8 5,HotboxW8 5,HotboxW8 5,14 Hotbox RGBW 8 channel,14,2.249,2,249,761,8,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
66,,,66,,fixture,66,fixture:66,fixture,66,HotboxW8 6,HotboxW8 6,HotboxW8 6,14 Hotbox RGBW 8 channel,14,2.257,2,257,769,8,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
67,,,67,,fixture,67,fixture:67,fixture,67,HotboxW8 1,HotboxW8 1,HotboxW8 1,14 Hotbox RGBW 8 channel,14,1.401,1,401,401,8,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
71,,,71,,fixture,71,fixture:71,fixture,71,HelM1 1,HelM1 1,HelM1 1,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.001,14,1,6657,4,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
72,,,72,,fixture,72,fixture:72,fixture,72,HelM1 2,HelM1 2,HelM1 2,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.004,14,4,6660,4,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
73,,,73,,fixture,73,fixture:73,fixture,73,HelM1 3,HelM1 3,HelM1 3,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.007,14,7,6663,4,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
74,,,74,,fixture,74,fixture:74,fixture,74,HelM1 4,HelM1 4,HelM1 4,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.010,14,10,6666,4,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
75,,,75,,fixture,75,fixture:75,fixture,75,HelM1 5,HelM1 5,HelM1 5,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.013,14,13,6669,4,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
76,,,76,,fixture,76,fixture:76,fixture,76,HelM1 6,HelM1 6,HelM1 6,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.016,14,16,6672,4,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
77,,,77,,fixture,77,fixture:77,fixture,77,HelM1 7,HelM1 7,HelM1 7,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.019,14,19,6675,4,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
78,,,78,,fixture,78,fixture:78,fixture,78,HelM1 8,HelM1 8,HelM1 8,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.022,14,22,6678,4,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
111,,,111,,fixture,111,fixture:111,fixture,111,WTF 1,WTF 1,WTF 1,10 Robin WTF Mode 4-Pixel mode,10,3.169,3,169,1193,15,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
112,,,112,,fixture,112,fixture:112,fixture,112,WTF 2,WTF 2,WTF 2,10 Robin WTF Mode 4-Pixel mode,10,3.275,3,275,1299,15,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
666,,,666,,fixture,666,fixture:666,fixture,666,Robin T1 Profile FS 1,Robin T1 Profile FS 1,Robin T1 Profile FS 1,13 Robin T1 Profile FS Mode 3 - RGBAL,13,10.001,10,1,4609,41,True,ffffff,,,,,,,,,,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
667,,,667,,fixture,667,fixture:667,fixture,667,voko,voko,voko,17 Arcsource 12 RGB 00,17,9.430,9,430,4526,4,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
21,,,21,,subfixture,21,subfixture:21:10,,,,,Fixture 21,,,,,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": true, ""is_fixture"": false}"
21,,,21,,subfixture,21,subfixture:21:11,,,,,Fixture 21,,,,,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": true, ""is_fixture"": false}"
21,,,21,,subfixture,21,subfixture:21:12,,,,,Fixture 21,,,,,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": true, ""is_fixture"": false}"
21,,,21,,subfixture,21,subfixture:21:13,,,,,Fixture 21,,,,,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": true, ""is_fixture"": false}"
21,,,21,,subfixture,21,subfixture:21:14,,,,,Fixture 21,,,,,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": true, ""is_fixture"": false}"
21,,,21,,subfixture,21,subfixture:21:15,,,,,Fixture 21,,,,,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": true, ""is_fixture"": false}"
21,,,21,,subfixture,21,subfixture:21:16,,,,,Fixture 21,,,,,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": true, ""is_fixture"": false}"
21,,,21,,subfixture,21,subfixture:21:17,,,,,Fixture 21,,,,,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": true, ""is_fixture"": false}"
21,,,21,,subfixture,21,subfixture:21:18,,,,,Fixture 21,,,,,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": true, ""is_fixture"": false}"
21,,,21,,subfixture,21,subfixture:21:19,,,,,Fixture 21,,,,,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": true, ""is_fixture"": false}"
21,,,21,,subfixture,21,subfixture:21:2,,,,,Fixture 21,,,,,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": true, ""is_fixture"": false}"
21,,,21,,subfixture,21,subfixture:21:20,,,,,Fixture 21,,,,,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": true, ""is_fixture"": false}"
21,,,21,,subfixture,21,subfixture:21:21,,,,,Fixture 21,,,,,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": true, ""is_fixture"": false}"
21,,,21,,subfixture,21,subfixture:21:22,,,,,Fixture 21,,,,,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": true, ""is_fixture"": false}"
21,,,21,,subfixture,21,subfixture:21:23,,,,,Fixture 21,,,,,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": true, ""is_fixture"": false}"
21,,,21,,subfixture,21,subfixture:21:3,,,,,Fixture 21,,,,,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": true, ""is_fixture"": false}"
21,,,21,,subfixture,21,subfixture:21:4,,,,,Fixture 21,,,,,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": true, ""is_fixture"": false}"
21,,,21,,subfixture,21,subfixture:21:5,,,,,Fixture 21,,,,,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": true, ""is_fixture"": false}"
21,,,21,,subfixture,21,subfixture:21:6,,,,,Fixture 21,,,,,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": true, ""is_fixture"": false}"
21,,,21,,subfixture,21,subfixture:21:7,,,,,Fixture 21,,,,,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": true, ""is_fixture"": false}"
